Timestamp,year,TOT_PREP(mm),Total Inrrad,Tatal PFD,Total Global Rad,Global Ref,Std Global Rad,Std Ref Rad,Max Wind_S,Time,AirTC_Max,Time,RH_Max,Time,min Wind_s,Time,AirTC_Min,Time,RH_Min,Tmin RH,MWind Seep,MWind deg.,Std m deg,Std Wind_S,0-45,45-90,90-135,135-180,180-225,225-270,270-315,315-360,Volt,Comentarios
1/11/2018,2018,17.9,3392.2,27375,507.8,72.7,177,25.18,8.43,1021,25.21,1227,0.432,202,0,0,21.01,838,0.133,726,1.175,46.17,30.4,1.35,0.714,0.314,0.074,0.072,0.001,0,0,0,12.58,
1/12/2018,2018,0.2,1963.4,28679,521,77.3,170.5,24.82,7.47,1047,25.58,1554,0.479,1546,0,0,21.92,709,0.133,2315,0.957,34.2,26.82,1.166,0.633,0.256,0.029,0.038,0.002,0,0,0,12.58,
1/13/2018,2018,9.3,2303.6,30915,587.1,86.2,201.6,28.46,6.673,1222,25,1423,0.446,948,0,0,20.82,343,0.1,346,0.767,32.19,22.35,0.981,0.546,0.181,0.018,0.021,0.001,0,0,0,12.57,
1/14/2018,2018,14.7,4195.9,32968,617.7,90.5,219.2,30.77,6.034,1332,24.87,1245,0.479,1145,0,0,20.98,626,0.12,748,0.772,38.31,22.31,1.025,0.484,0.245,0.021,0.022,0,0,0,0,12.57,
1/15/2018,2018,9.9,3705.7,26811,509.4,76.3,173.4,23.97,5.075,904,24.67,1325,0.452,1250,0,0,20.59,1042,0.126,134,0.39,38.83,12.73,0.707,0.222,0.153,0.008,0.006,0,0,0,0,12.58,
1/16/2018,2018,6.8,4177.4,41977,786,116.9,273.6,37.6,6.194,1902,26.01,1354,0.466,1054,0,0,21.37,1914,0.12,2251,0.72,34.12,19.9,0.95,0.474,0.211,0.013,0.021,0.001,0,0,0,12.57,
1/17/2018,2018,2.4,2721.2,38496,730,111.7,236.5,32.64,4.596,1059,25.72,1413,0.466,1320,0,1,21.29,2058,0.126,1812,0.416,33.93,14.59,0.722,0.264,0.136,0.006,0.01,0.001,0,0,0,12.57,
1/18/2018,2018,0.1,4160.6,41253,765,117.7,244.3,35.07,4.436,924,25.76,1302,0.472,1245,0,0,21.54,532,0.126,629,0.408,34.84,14.26,0.684,0.244,0.146,0.007,0.01,0,0,0,0,12.57,
1/19/2018,2018,1.7,1375.7,27056,481.3,75.7,165.4,23.87,3.956,1233,24.73,1116,0.479,1250,0,0,21.52,643,0.146,418,0.239,27.05,12.46,0.582,0.176,0.051,0.004,0.009,0,0,0,0,12.58,
1/20/2018,2018,1,2361.7,34529,663.7,98.1,230.5,33.09,5.395,1106,25.42,1448,0.432,2208,0,0,21.55,411,0.126,2137,0.526,37.88,17.66,0.829,0.319,0.186,0.008,0.013,0.001,0,0,0,12.58,
1/21/2018,2018,0,4876.1,48325,912,130.5,291.5,40.99,5.235,2227,26.79,1348,0.459,1403,0,0,21.28,600,0.133,442,0.693,28.92,18.06,0.938,0.483,0.18,0.011,0.019,0.001,0,0,0,12.58,
1/22/2018,2018,3.2,3500.4,29572,553.8,80.7,199.3,27.88,7.15,1016,24.96,1405,0.486,1409,0,0,21.07,59,0.12,339,0.646,45.21,18.63,0.913,0.318,0.294,0.017,0.017,0,0,0,0,12.58,
1/23/2018,2018,1,1613.3,32310,591.3,88.8,204.6,29.86,4.596,1032,25.61,1235,0.479,1117,0,16,20.78,224,0.12,333,0.755,46.62,19.32,0.863,0.314,0.415,0.011,0.014,0.001,0,0,0,12.57,
1/24/2018,2018,7.4,4170.2,43653,823,119.3,272.5,38.92,6.513,2013,25.99,1257,0.472,1124,0,0,20.93,2027,0.113,519,0.749,38.69,17.27,0.927,0.397,0.328,0.009,0.014,0.001,0,0,0,12.57,
1/25/2018,2018,11.6,831.14,29909,564.3,85,188.9,27.71,6.353,946,24.91,1322,0.459,1233,0,1,20.42,819,0.126,651,0.613,42.69,19,0.93,0.295,0.29,0.013,0.014,0,0,0,0,12.58,
1/26/2018,2018,3.7,1494.8,28963,546.4,80.5,194.7,27.83,7.63,1008,24.41,1340,0.446,1359,0,0,20.1,2214,0.106,312,0.394,39.12,21.78,0.803,0.242,0.104,0.025,0.021,0.001,0,0,0,12.58,
1/27/2018,2018,12.4,3598.9,24866,474.7,69.07,158.5,22.65,7.47,1927,23.53,1120,0.446,1259,0,0,19.79,729,0.126,1932,0.925,46.68,31.58,1.152,0.524,0.264,0.088,0.048,0,0,0,0,12.57,
1/28/2018,2018,10.1,5370.2,24612,473.4,69.51,164.8,23.66,8.59,2359,23.8,1313,0.419,20,0,1,19.81,756,0.126,657,1.541,42.33,33.33,1.398,0.943,0.443,0.09,0.064,0,0,0,0,12.58,
1/29/2018,2018,7.5,3354.4,15309,288.6,43.18,85.3,13.05,8.27,513,22.65,939,0.439,1005,0,0,19.93,238,0.106,1945,1.42,47.66,31.56,1.278,0.734,0.549,0.082,0.055,0,0,0,0,12.57,
1/30/2018,2018,0.1,3971.4,28988,549.3,83,173.3,25.77,6.673,138,24.15,1249,0.452,1055,0,0,20.69,2313,0.113,400,0.847,33.91,17.57,1.032,0.524,0.302,0.011,0.01,0,0,0,0,12.57,
1/31/2018,2018,0.1,9985.2,56551,1077,158.6,327,46.41,6.353,1652,23.99,1354,0.432,1509,0,0,19.57,813,0.106,832,0.884,21.16,21.66,1.217,0.65,0.154,0.021,0.059,0,0,0,0,12.58,
2/1/2018,2018,0.1,6811,39113,739,110.9,223.9,33.33,5.714,947,24.09,1222,0.459,1444,0,1,20.14,2255,0.113,620,0.872,25.47,20.47,0.999,0.581,0.253,0.014,0.023,0,0,0,0,12.57,
2/2/2018,2018,2.3,5357.3,32210,596.5,91.3,193.1,28.69,6.833,1708,24.37,1106,0.419,1907,0,0,19.32,1743,0.1,2328,0.764,42.37,17.16,0.971,0.354,0.386,0.016,0.008,0,0,0,0,12.58,
2/3/2018,2018,5.9,9310.1,43978,834,120.6,286.2,40.8,6.194,1325,24.3,1315,0.432,915,0,0,18.52,526,0.113,541,0.573,30.53,25.18,0.941,0.407,0.093,0.054,0.019,0,0,0,0,12.57,
2/4/2018,2018,2.3,5171,27338,519,78.1,180.3,26.25,8.11,435,24.4,1415,0.452,1434,0,0,18.87,1027,0.133,404,0.698,37.69,26.13,0.989,0.401,0.22,0.037,0.039,0.001,0,0,0,12.58,
2/5/2018,2018,0,156.32,43402,813,120.3,273.7,39.72,5.075,1224,25.54,1412,0.492,1401,0,0,20.53,1944,0.133,419,0.661,30.82,18.49,0.913,0.448,0.171,0.029,0.012,0.001,0,0,0,12.57,
2/6/2018,2018,1.8,693.11,34670,653.1,98.7,230.6,33.84,6.194,1259,25.22,1242,0.446,1541,0,0,20.98,522,0.12,2339,0.824,39.21,26.32,0.993,0.506,0.253,0.037,0.027,0,0,0,0,12.57,
2/7/2018,2018,2.7,1319.6,36679,692,103.1,236.4,34.76,6.993,1237,24.93,1333,0.439,1422,0,0,20.21,213,0.126,46,0.929,41.07,27.81,1.056,0.512,0.332,0.055,0.029,0,0,0,0,12.56,
2/8/2018,2018,1.4,1906.9,41580,782,114.9,267.9,38.46,7.15,1025,25.33,1413,0.466,1438,0,0,20.4,44,0.133,2218,0.859,32.41,23.02,1.076,0.574,0.237,0.026,0.021,0,0,0,0,12.57,
2/9/2018,2018,2.8,287.81,44000,827,122.3,270.1,39.03,7.47,1132,24.85,1148,0.439,1954,0,0,20.42,159,0.126,505,1.082,30.35,25.07,1.168,0.782,0.246,0.026,0.027,0.001,0,0,0,12.55,
2/10/2018,2018,4.8,400.4,30875,581.4,86.9,196.4,28.92,7.15,816,23.93,1400,0.432,36,0,0,20.06,1219,0.133,2007,1.617,36.15,32.4,1.33,1.06,0.435,0.063,0.057,0.001,0,0,0,12.57,
2/11/2018,2018,2,924.54,43337,818,121.5,273.9,39.6,8.91,1304,24.75,1415,0.472,1553,0,3,19.88,344,0.133,2008,1.44,26.55,27.83,1.289,1.048,0.301,0.047,0.043,0.001,0,0,0,12.57,
2/12/2018,2018,3.7,2325,36329,686.1,104.2,219.4,32.07,8.91,1123,23.87,1613,0.446,826,0,2,19.71,1832,0.113,541,1.325,32.26,29.82,1.27,0.859,0.365,0.067,0.033,0,0,0,0,12.57,
2/13/2018,2018,9.2,2028.6,35987,676.9,101.4,227,33.05,7.15,917,23.86,1407,0.439,825,0,0,19.17,147,0.14,2154,1.053,38.7,27.14,1.15,0.579,0.383,0.069,0.022,0,0,0,0,12.57,
2/14/2018,2018,1.6,1371.1,39080,746,110.9,259.6,37.42,7.63,807,24.42,1336,0.419,1358,0,0,19.81,833,0.14,558,1.054,35.05,25.8,1.168,0.642,0.349,0.038,0.024,0.001,0,0,0,12.57,
2/15/2018,2018,2.5,448.11,29618,557,86.6,176.3,26.88,6.353,11,23.65,1602,0.432,927,0,0,19.79,2214,0.113,1943,0.744,36.3,25.41,0.964,0.426,0.261,0.035,0.022,0,0,0,0,12.57,
2/16/2018,2018,8.3,4146.9,36084,688.4,102.1,223.7,32.27,6.353,1224,23.46,957,0.432,918,0,0,18.58,2211,0.093,1856,0.785,42.38,20.21,1.042,0.349,0.4,0.018,0.017,0,0,0,0,12.57,
2/17/2018,2018,2.1,2988.3,35200,674.5,100.9,222.8,32.52,5.874,924,23.88,1355,0.432,1146,0,0,19.56,425,0.093,442,0.67,47.13,24.24,0.903,0.304,0.307,0.037,0.021,0.001,0,0,0,12.57,
2/18/2018,2018,2.9,4656.8,41646,796,115.1,266.8,37.83,6.513,1322,25.05,1220,0.439,913,0,0,18.62,529,0.126,704,0.84,35.55,21.96,1.047,0.528,0.272,0.019,0.021,0.001,0,0,0,12.56,
2/19/2018,2018,1.3,2698,34499,659.1,99.5,231.6,33.76,6.673,1117,24.66,1438,0.459,1118,0,0,20.43,447,0.12,2318,0.926,40.95,29.48,1.049,0.529,0.286,0.079,0.03,0.002,0,0,0,12.56,
2/20/2018,2018,4,1896.4,38724,744,111.1,245.2,35.62,7.47,1948,24.71,1354,0.432,1903,0,0,19.61,443,0.113,635,0.934,42.89,30.08,1.111,0.52,0.288,0.09,0.034,0.001,0,0,0,12.57,
2/21/2018,2018,8.5,770.44,28618,541.2,81.3,180.6,26.7,10.19,2042,23.18,1335,0.452,1349,0,0,18.77,1818,0.12,659,1.477,49.84,38.68,1.322,0.763,0.464,0.171,0.077,0.001,0,0,0,12.56,
2/22/2018,2018,5.5,4393.6,38586,742,111.7,245.5,35.87,6.194,1345,23.87,1424,0.412,826,0,0,19.29,956,0.113,2154,0.844,46.26,29.6,1.012,0.449,0.271,0.093,0.03,0.001,0,0,0,12.57,
2/23/2018,2018,0.9,220.95,35627,676.7,104.3,225,33.23,6.513,2201,23.71,1403,0.459,1406,0,0,19.54,2211,0.113,2157,0.821,36.7,23.42,1.011,0.458,0.296,0.047,0.019,0.001,0,0,0,12.55,
2/24/2018,2018,9.7,1949.9,38692,737,109.6,243.7,35.85,7.79,722,24.14,1514,0.419,955,0,0,17.8,244,0.073,419,0.954,40.17,22.93,1.171,0.468,0.432,0.039,0.015,0,0,0,0,12.56,
2/25/2018,2018,7.9,709.42,29050,549.7,80.5,180.6,26.23,5.554,1415,23.52,1328,0.426,1006,0,1,19.71,1854,0.1,437,0.57,39.89,19.53,0.86,0.287,0.252,0.012,0.019,0,0,0,0,12.55,
2/26/2018,2018,4.6,39.945,43793,835,122.8,293.1,41.84,6.513,715,24.46,1356,0.432,1008,0,0,18.81,620,0.086,235,0.56,40.67,16.62,0.837,0.28,0.255,0.015,0.01,0,0,0,0,12.56,
2/27/2018,2018,2.9,1426.3,44029,826,120.2,272.1,38.56,4.436,1310,24.64,1630,0.459,1442,0,0,19.3,651,0.113,739,0.59,44.37,14.11,0.806,0.261,0.313,0.007,0.009,0,0,0,0,12.57,
2/28/2018,2018,4.6,56.329,32056,600.3,86,212.2,30.25,4.436,1318,23.87,1207,0.432,1307,0,0,19.23,652,0.106,626,0.318,29.76,14.52,0.656,0.209,0.087,0.008,0.014,0,0,0,0,12.56,
3/1/2018,2018,2.1,21.418,31798,611.9,94.1,185.4,28.04,5.075,1025,23.13,1541,0.399,455,0,0,19.93,553,0.093,638,0.392,33.06,15.37,0.754,0.25,0.116,0.006,0.019,0,0,0,0,12.56,
3/2/2018,2018,0,500.3,64934,1227,176.6,364.6,51.38,5.235,1210,25.98,1641,0.439,1556,0,0,20.13,446,0.1,543,0.685,48.65,20.63,0.993,0.289,0.32,0.056,0.02,0,0,0,0,12.55,
3/3/2018,2018,0,48.314,40147,733,110.4,240.5,34.14,5.874,1213,24.34,1125,0.452,1405,0,0,20.13,623,0.133,14,1.164,48.5,26.54,1.314,0.611,0.185,0.261,0.107,0,0,0,0,12.56,
3/4/2018,2018,0.6,596.91,28034,513.7,79.4,185.3,27.13,11.15,1238,22.4,1,0.439,1,0,2,18.56,1536,0.086,1548,3.473,98.4,63.22,1.821,1.228,0.101,1.052,1.092,0,0,0,0,12.56,
3/5/2018,2018,1.5,8350,52038,984,146.1,312.7,45,11.63,1011,22.58,1342,0.412,705,0,36,18.56,1030,0.106,1905,3.201,75.7,67.08,1.647,1.501,0.097,0.604,0.998,0,0,0,0,12.56,
3/6/2018,2018,0,5164.8,47383,910,141.8,269.2,39.96,5.714,1303,22.8,1716,0.399,2114,0,0,19.56,420,0.093,420,0.672,7.98,24.49,1.057,0.586,0.003,0.02,0.061,0.001,0,0,0,12.56,
3/7/2018,2018,0,4658.5,66566,1262,189,353.7,50.96,5.075,1408,24.92,1349,0.439,1522,0,0,19.54,332,0.1,33,0.388,8.68,17.59,0.831,0.346,0.007,0.009,0.025,0.001,0,0,0,12.56,
3/8/2018,2018,0,7849,72034,1361,200,370.1,52.87,9.55,1340,26.9,1257,0.505,1507,0,0,20.4,521,0.113,31,1.112,63.76,26.29,1.58,0.322,0.34,0.421,0.029,0,0,0,0,12.56,
3/9/2018,2018,0,7812.1,58240,1116,166.1,337.4,48.55,8.91,1230,26.36,1518,0.452,2017,0,0,21.68,409,0.153,608,0.88,23.42,34.23,1.292,0.599,0.076,0.158,0.047,0,0,0,0,12.56,
3/10/2018,2018,0,2408.7,20516,386,63.24,119.4,19.42,6.034,2109,24.64,1102,0.446,815,0,0,21.82,511,0.14,2002,0.885,27.56,26.23,1.084,0.661,0.16,0.033,0.03,0.001,0,0,0,12.56,
3/11/2018,2018,0,7477.3,37592,730,114.6,244.5,36.91,5.874,707,25.91,1236,0.479,1342,0,0,21.65,449,0.153,330,0.58,30.5,32.9,0.869,0.405,0.056,0.071,0.048,0,0,0,0,12.56,
3/12/2018,2018,0,7087.5,50599,970,148.4,306.3,45.79,8.27,1118,25.88,1345,0.492,1312,0,0,21.25,621,0.14,2237,1.041,35.09,43.68,1.249,0.641,0.097,0.179,0.122,0.001,0,0,0,12.56,
3/13/2018,2018,0,1915,71184,1373,203.3,373.3,53.05,11.79,1155,26.74,1403,0.499,1041,0,0,21.26,645,0.126,1945,1.079,78.2,36.15,1.503,0.277,0.264,0.48,0.058,0,0,0,0,12.56,
3/14/2018,2018,0,920.34,45899,880,137.3,292,43.15,9.23,1035,26.38,1256,0.452,952,0,0,21.3,443,0.146,1944,0.917,34.73,32.44,1.185,0.574,0.109,0.182,0.052,0,0,0,0,12.55,
3/15/2018,2018,0.2,572.05,48407,937,146.8,308.1,45.44,6.673,1420,26.89,1631,0.446,1427,0,0,20.84,2359,0.133,519,0.446,32.68,31.04,0.794,0.289,0.031,0.076,0.049,0,0,0,0,12.55,
3/16/2018,2018,0,4004.7,69371,1323,194.9,386.9,54.74,6.353,1101,27.51,1325,0.465,1326,0,0,20.38,237,0.113,38,0.569,46.49,34.03,0.908,0.331,0.032,0.14,0.065,0,0,0,0,12.56,
3/17/2018,2018,1.2,2442.8,45872,874,135.7,289.6,42.76,5.235,1358,26.55,1414,0.485,1307,0,0,21.02,206,0.12,1917,0.356,24.93,25.85,0.703,0.266,0.013,0.046,0.031,0,0,0,0,12.54,
3/18/2018,2018,0,11114,67169,1255,181,363.3,50.67,7.79,1544,26.04,1325,0.472,1558,0,0,20.72,317,0.153,559,0.956,70.8,29.84,1.268,0.229,0.293,0.395,0.039,0,0,0,0,12.56,
3/19/2018,2018,0,1916.9,64233,1189,174.1,339.3,47.73,6.034,1104,27.03,1451,0.499,1100,0,0,21.42,629,0.14,227,0.466,80.8,24.09,0.847,0.108,0.101,0.238,0.019,0,0,0,0,12.55,
3/20/2018,2018,0,3634.6,17305,752,110.5,273.1,39.78,6.84,1335,25.8,1331,50.69,1332,0,1326,-86,2003,-34.31,2003,0.684,293.3,46.64,0.801,0.152,0.068,0.017,0.009,0.032,0.12,0.161,0.124,12.56,Intalacion Sensor de Viento Direccion Monito 5103
3/21/2018,2018,0.2,7962.9,35839,685.3,108.5,226.7,34.06,6.135,1240,-76.1,853,-26.66,830,0,1,-84.9,23,-33.2,6,0.931,339.1,59.9,0.91,0.249,0.184,0.061,0.019,0.019,0.066,0.17,0.162,12.56,HMP50 Defectuoso
3/22/2018,2018,4.5,14203,65388,1246,179.8,367.1,51.61,6.86,1143,-71.6,1008,-18.05,825,0,5,-84.9,1948,-32.85,1814,0.991,287.9,57.49,0.866,0.044,0.021,0.037,0.064,0.101,0.165,0.349,0.209,12.56,
3/23/2018,2018,27,7987.2,36832,692,107.6,213.5,31.89,6.88,1229,-72.9,1006,-21.5,920,0,0,-84.3,6,-31.19,1113,1.065,284.6,61.02,1.03,0.086,0.057,0.055,0.249,0.182,0.073,0.197,0.166,12.55,
3/24/2018,2018,13.6,6580.4,31255,586.9,87.5,199.6,28.09,5.821,1422,-72.3,1236,-18.48,827,0,0,-81.5,157,-26.25,959,0.874,212.1,64.29,0.891,0.039,0.028,0.09,0.266,0.178,0.096,0.102,0.075,12.56,
3/25/2018,2018,9.5,8770.9,39903,760,111.7,257.5,36.4,4.841,16,-67.45,915,-12.85,907,0,1,-78.5,8,-26.95,1147,0.918,82,56.71,0.701,0.112,0.073,0.231,0.15,0.027,0.02,0.094,0.211,12.56,
3/26/2018,2018,0,11702,52946,1010,147.9,326.7,45.98,4.763,1245,-69.56,821,-15.8,753,0,12,-81.6,1826,-30.29,1333,0.87,95.5,47.03,0.689,0.145,0.092,0.195,0.153,0.016,0.025,0.087,0.157,12.55,
3/27/2018,2018,9.4,10634,48131,900,133.3,307.6,44.51,7.13,1620,-72.3,854,-19.8,746,0,6,-82.5,1820,-32.67,1348,1.252,9.81,45.22,1.096,0.171,0.032,0.153,0.118,0.021,0.02,0.201,0.536,12.54,
3/28/2018,2018,7.3,6776.1,30167,581.9,90.5,198.5,29.49,7.88,2119,-69.15,1013,-14.43,940,0,11,-80,17,-27.2,1431,1.818,308,43.85,1.385,0.245,0.018,0.018,0.016,0.037,0.186,0.393,0.906,12.55,
3/29/2018,2018,0.4,3825.7,45345,895,140.3,270.1,40.44,8.45,1345,-71.6,830,-17.25,508,0,16,-86.3,2347,-34.89,2058,2.248,329.8,32.87,1.373,0.285,0.013,0.003,0.004,0.006,0.027,0.468,1.442,12.56,
3/30/2018,2018,0.1,9756.7,43241,842,127.9,274.2,40.04,7.59,1135,-78.4,1021,-27.44,859,0,0,-87,2120,-35.82,1645,1.596,321.7,53.58,1.294,0.223,0.024,0.013,0.03,0.05,0.049,0.302,0.907,12.56,
3/31/2018,2018,0.8,8812.1,46002,895,138.2,289.3,42.44,5.684,1423,-77.7,1301,-28.19,757,0,0,-86.2,244,-34.74,27,1.149,327.9,44.03,1.021,0.159,0.023,0.048,0.057,0.022,0.036,0.262,0.543,12.55,
4/1/2018,2018,1.7,8850,66591,1289,188.8,373.7,52.61,5.88,1524,-75.7,811,-21.31,802,0,1,-86,1826,-34.76,1826,1.107,77.4,40.26,0.873,0.134,0.048,0.254,0.187,0.014,0.015,0.124,0.331,12.55,
4/2/2018,2018,0,2001,64771,1241,182,347.5,49.03,6.115,1447,-78.2,911,-27.79,802,0,0,-87,2031,-35.29,1939,0.881,70.1,47.89,0.798,0.186,0.09,0.197,0.102,0.033,0.042,0.097,0.133,12.54,
4/3/2018,2018,0.2,5499.5,60041,1130,166.6,308.1,44.1,4.449,1627,53.3,2348,66.91,1336,0,51,-86.1,58,-34.04,9,0.875,89.5,49.19,0.673,0.147,0.078,0.215,0.151,0.021,0.035,0.076,0.152,12.55,Instalacion probe Temp RH HMP50
4/4/2018,2018,0.3,12934,64341,1230,175.6,383.6,52.31,5.743,1157,53.5,5,67.32,1123,0,2,17.66,1409,61.14,401,0.81,57.01,57.8,0.782,0.181,0.129,0.151,0.068,0.027,0.032,0.073,0.148,12.55,
4/5/2018,2018,0,853.06,70371,1346,196.4,405.7,55.96,5.312,1055,52.02,522,67.18,1154,0,54,17.97,1230,61.22,607,0.911,5.694,46.34,0.869,0.264,0.101,0.126,0.052,0.021,0.047,0.119,0.181,12.54,
4/6/2018,2018,0,17042,78557,1496,214.7,419.2,57.86,6.958,1437,49.61,447,67.18,1313,0,28,14.82,1327,60.86,419,0.977,14.1,50.55,0.952,0.296,0.154,0.098,0.045,0.023,0.042,0.11,0.209,12.55,
4/7/2018,2018,0,10373,52993,1007,157.6,301.3,43.96,5.566,1218,49.33,550,66.96,1123,0,0,19.36,1123,61.12,345,0.823,317.1,50.34,0.802,0.168,0.117,0.041,0.026,0.026,0.071,0.177,0.196,12.54,
4/8/2018,2018,0,15270,73801,1407,205.5,395.5,54.46,6.703,1554,49.99,556,68.15,1405,0,0,15.73,1313,61.48,149,0.826,287.9,55.42,0.827,0.063,0.022,0.026,0.072,0.106,0.131,0.246,0.16,12.54,
4/9/2018,2018,0.2,14353,73711,1413,203.6,398.4,55,5.998,1054,51.38,425,66.99,1118,0,4,10.86,1429,61.76,424,1.056,338,61.6,0.986,0.311,0.151,0.055,0.022,0.02,0.081,0.179,0.238,12.55,
4/10/2018,2018,10.1,503.22,53993,1038,154.5,335.5,47.39,6.429,919,51.55,2348,66.28,1311,0,2,20.03,1310,60.35,2003,1.329,54.09,66.53,0.962,0.271,0.393,0.275,0.051,0.033,0.053,0.088,0.165,12.55,
4/11/2018,2018,4.9,7096.2,55604,1078,157.8,350.8,49.25,6.35,1522,54.48,612,66.23,1402,0,0,19.83,1416,59.88,712,1.072,332.3,62.17,0.989,0.266,0.19,0.09,0.036,0.044,0.102,0.164,0.179,12.54,
4/12/2018,2018,1.4,261.05,55332,1062,156.4,345.8,48.23,6.566,1307,50.34,812,67.15,1517,0,2,22.61,1213,61.32,512,0.792,310.5,60.91,0.84,0.188,0.124,0.041,0.02,0.037,0.099,0.144,0.139,12.55,
4/13/2018,2018,2.5,1232.1,66855,1288,193,368.3,51.91,6.723,1436,51.09,308,66.62,1448,0,0,17.57,1454,60.96,228,1.058,306.4,61.52,0.99,0.224,0.172,0.073,0.027,0.043,0.145,0.194,0.18,12.54,
4/14/2018,2018,11.6,11295,56061,1066,160.7,342,49.23,8.09,1557,53.4,2311,66.1,1049,0,31,20.53,1157,59.78,2331,1.502,49.07,68.06,1.071,0.284,0.42,0.307,0.067,0.03,0.057,0.146,0.191,12.55,
4/15/2018,2018,2.2,179.15,72206,1403,206.5,404.3,56.51,7.57,1134,52.14,304,66.58,1249,0,3,12.84,1340,60.38,126,1.198,20.83,69.85,1.025,0.306,0.277,0.151,0.035,0.039,0.078,0.109,0.202,12.54,
4/16/2018,2018,1.9,60.802,56340,1086,157.9,352.1,48.93,6.88,1337,52.27,632,66.14,1208,0,0,20.16,1111,61.01,609,1.146,6.37,62.2,1,0.353,0.243,0.098,0.032,0.026,0.067,0.111,0.215,12.55,
4/17/2018,2018,21,162.54,35081,671.9,103.9,241.7,34.46,5.37,1618,53.65,559,66.04,1037,0,0,29.01,1213,61.16,221,0.771,302.4,61.89,0.773,0.125,0.085,0.035,0.035,0.071,0.086,0.195,0.14,12.53,
4/18/2018,2018,20.4,547.93,32141,602.5,93.2,228.1,32.29,6.39,1419,53.91,1655,66.82,1048,0,3,27.94,1049,61.36,1648,0.799,293.8,55.85,0.759,0.1,0.047,0.016,0.024,0.062,0.115,0.266,0.169,12.54,
4/19/2018,2018,0.5,133.85,53940,1035,158.2,293.4,41.95,7.23,1336,54.28,15,66.37,1449,0,0,21.66,1642,61.5,542,1.199,339.7,63.28,1.054,0.274,0.238,0.12,0.026,0.037,0.119,0.215,0.171,12.54,
4/20/2018,2018,5,51.959,44303,841,125.6,271.3,37.98,7.1,1116,53.09,2348,65.48,1258,0,0,28.1,1536,60.92,239,1.013,18.72,70.9,0.953,0.224,0.266,0.12,0.044,0.043,0.075,0.108,0.132,12.54,
4/21/2018,2018,3.6,51.089,50094,947,144,268.1,38.88,5.762,1245,53.53,21,66.79,1538,0,0,19.89,1538,61.68,37,1.038,13.26,61.33,0.88,0.237,0.246,0.132,0.026,0.025,0.066,0.109,0.196,12.54,
4/22/2018,2018,3.2,110.44,53197,1013,149.4,304.3,42.79,5.253,1416,52.01,2036,66.12,1215,0,6,19.77,1212,60.53,2034,0.991,60.82,71.3,0.78,0.185,0.185,0.232,0.072,0.04,0.044,0.095,0.14,12.53,
