TIMESTAMP,RECORD,Rain_mm_Tot,PanLevel,AirTC_Avg,RH,T107_C_Avg,PTemp_C,AirTC_Max,AirTC_TMx,RH_Max,RH_TMx,T107_C_Max,T107_C_TMx,WS_ms_Max,WS_ms_TMx,AirTC_Min,AirTC_TMn,RH_Min,RH_TMn,T107_C_Min,T107_C_TMn,WS_ms_Min,WS_ms_TMn,SlrkW_2_Avg,SlrMJ_2_Tot,PAR_Den_Avg,PAR_Tot_Tot,BP_mmHg,AirTC_Std,T107_C_Std,SlrkW_2_Std,PAR_Den_Std,WS_ms_S_WVT,WindDir_D1_WVT,WindDir_SD1_WVT,WS_ms_Std,WindDir_Hst(1),WindDir_Hst(2),WindDir_Hst(3),WindDir_Hst(4),WindDir_Hst(5),WindDir_Hst(6),WindDir_Hst(7),WindDir_Hst(8),BattV,
TS,RN,mm,inches,Deg C,%,Deg C,Deg C,Deg C,Deg C,%,%,Deg C,Deg C,meters/second,meters/second,Deg C,Deg C,%,%,Deg C,Deg C,meters/second,meters/second,kW/m^2,MJ/m^2,umol/s/m^2,mmol/m^2,mmHg,Deg C,Deg C,kW/m^2,umol/s/m^2,meters/second,Deg,Deg,meters/second,degrees,degrees,degrees,degrees,degrees,degrees,degrees,degrees,Volts,
,,Tot,Smp,Avg,Smp,Avg,Smp,Max,TMx,Max,TMx,Max,TMx,Max,TMx,Min,TMn,Min,TMn,Min,TMn,Min,TMn,Avg,Tot,Avg,Tot,Smp,Std,Std,Std,Std,WVc,WVc,WVc,Std,"Hst,8,NaN,0.0000e+00,3.6000e+02","Hst,8,NaN,0.0000e+00,3.6000e+02","Hst,8,NaN,0.0000e+00,3.6000e+02","Hst,8,NaN,0.0000e+00,3.6000e+02","Hst,8,NaN,0.0000e+00,3.6000e+02","Hst,8,NaN,0.0000e+00,3.6000e+02","Hst,8,NaN,0.0000e+00,3.6000e+02","Hst,8,NaN,0.0000e+00,3.6000e+02",Smp,Comentarios
4/4/2015 0:00,451,11.4,1.717,22.68,100,24.77,20.85,30.65,4/4/2015 12:19,100,4/4/2015 0:00,41.24,4/4/2015 10:07,2.677,4/4/2015 13:12,18.49,4/4/2015 6:11,50.4,4/4/2015 12:40,18.38,4/4/2015 5:38,0,4/4/2015 0:00,75.68,0.6495648,98.6,8513.591,763.2,3.468,6.187,143.4,245.9,0.363,159.9,54.97,0.475,0.04,0.028,0.047,0.094,0.065,0.024,0.041,0.024,12.27,Desconectado el Pan 
4/5/2015 0:00,452,1.1,1.718,22.71,100,24.36,21.12,28.63,4/5/2015 13:06,100,4/5/2015 0:00,34.52,4/5/2015 9:03,2.996,4/5/2015 11:19,18.43,4/5/2015 5:44,68.53,4/5/2015 13:08,18.61,4/5/2015 5:48,0,4/5/2015 0:00,62.89,0.5398332,115,9935.932,763.5,3.06,4.655,119.7,175.5,0.341,168.1,49.06,0.462,0.023,0.009,0.039,0.127,0.054,0.024,0.042,0.023,12.29,Desconectado el Pan 
4/6/2015 0:00,453,4.3,1.718,23.44,100,25.52,21.04,29.42,4/6/2015 10:37,100,4/6/2015 0:00,39.96,4/6/2015 10:37,3.156,4/6/2015 11:48,19.95,4/6/2015 6:21,66.26,4/6/2015 10:56,20.29,4/6/2015 6:26,0,4/6/2015 0:00,70.99,0.6093212,210.8,18207.33,764.2,2.808,5.164,128.2,420.3,0.31,159.3,46.67,0.435,0.034,0.018,0.038,0.103,0.052,0.027,0.021,0.015,12.28,Desconectado el Pan 
4/7/2015 0:00,454,3.9,1.718,23.49,100,25.88,21.59,29.86,4/7/2015 11:55,100,4/7/2015 0:00,40.08,4/7/2015 9:28,2.916,4/7/2015 10:28,19.8,4/7/2015 6:17,62.32,4/7/2015 14:28,20.21,4/7/2015 6:20,0,4/7/2015 0:00,88.4,0.7591665,177.8,15355.9,764.1,3.004,5.756,153.2,412.1,0.361,143.9,53.23,0.477,0.05,0.025,0.054,0.099,0.041,0.025,0.041,0.027,12.28,Desconectado el Pan 
4/8/2015 0:00,455,0.7,1.717,23.9,100,26.53,20.83,29.77,4/8/2015 11:32,100,4/8/2015 0:00,39.46,4/8/2015 9:51,2.916,4/8/2015 11:33,20.76,4/8/2015 23:50,60.31,4/8/2015 12:53,21.08,4/8/2015 23:51,0,4/8/2015 0:00,92.9,0.7975777,99.6,8603.89,764.2,3.004,5.992,155.5,255.8,0.389,152.8,60.78,0.514,0.059,0.033,0.037,0.088,0.051,0.026,0.05,0.045,12.28,Desconectado el Pan 
4/9/2015 0:00,456,1.2,1.719,24.15,100,26.41,22.17,30.11,4/9/2015 12:57,100,4/9/2015 0:00,38.68,4/9/2015 9:48,4.275,4/9/2015 13:34,20.21,4/9/2015 5:37,60.77,4/9/2015 12:58,20.43,4/9/2015 5:26,0,4/9/2015 0:00,89.3,0.7665352,51.49,4447.804,765.2,3.134,5.571,150.7,75.86,0.451,151.6,55.67,0.522,0.051,0.036,0.067,0.127,0.069,0.039,0.039,0.023,12.29,Desconectado el Pan 
4/10/2015 0:00,457,17.1,1.717,24.08,100,25.86,20.77,29.43,4/10/2015 13:00,100,4/10/2015 0:00,37.46,4/10/2015 10:21,3.715,4/10/2015 15:39,20.73,4/10/2015 23:51,65.45,4/10/2015 15:35,20.9,4/10/2015 23:52,0,4/10/2015 0:00,75.71,0.649859,51.46,4444.833,765.6,2.533,4.598,133.3,75.24,0.426,160.6,66.48,0.512,0.054,0.033,0.045,0.097,0.048,0.033,0.076,0.041,12.28,Desconectado el Pan 
4/11/2015 0:00,458,0.1,1.719,24.25,98.7,26.41,22.25,30.91,4/11/2015 13:04,100,4/11/2015 0:00,39.02,4/11/2015 10:50,2.916,4/11/2015 12:11,20.26,4/11/2015 6:08,61.09,4/11/2015 13:05,20.2,4/11/2015 6:11,0,4/11/2015 0:00,116.5,0.9999223,75.45,6517.596,765.2,3.411,6.074,182.9,196.6,0.385,149.8,50.25,0.508,0.049,0.031,0.059,0.118,0.056,0.028,0.029,0.015,12.27,Desconectado el Pan 
4/12/2015 0:00,459,1.1,1.717,24.64,99.6,26.51,20.96,30.19,4/12/2015 13:16,100,4/12/2015 1:47,38.93,4/12/2015 11:43,3.396,4/12/2015 11:25,20.68,4/12/2015 23:59,61.22,4/12/2015 13:32,20.66,4/12/2015 23:57,0,4/12/2015 0:00,94.4,0.8106391,73.9,6383.599,765.9,2.812,5.344,153.5,135.4,0.444,149.4,52.2,0.521,0.039,0.04,0.077,0.139,0.058,0.032,0.033,0.025,12.28,Desconectado el Pan 
4/13/2015 0:00,460,13,1.719,23.85,100,25.54,21.81,29.61,4/13/2015 12:35,100,4/13/2015 0:30,37.97,4/13/2015 9:51,4.275,4/13/2015 14:32,20.14,4/13/2015 4:26,60.75,4/13/2015 12:36,20.08,4/13/2015 4:41,0,4/13/2015 0:00,89.1,0.7652048,56.8,4906.717,766.4,2.833,4.924,156.4,97.7,0.413,156.8,53.03,0.496,0.037,0.029,0.067,0.124,0.063,0.034,0.041,0.017,12.28,Desconectado el Pan 
4/14/2015 0:00,461,16.8,1.719,23.78,100,25.4,21.56,28.95,4/14/2015 12:40,100,4/14/2015 0:00,37.43,4/14/2015 11:18,3.875,4/14/2015 10:05,20.83,4/14/2015 5:37,66.37,4/14/2015 11:15,20.86,4/14/2015 5:39,0,4/14/2015 0:00,80.8,0.6939343,55.3,4777.144,765.4,2.524,4.53,136.3,119.5,0.392,179.6,58.08,0.477,0.038,0.02,0.039,0.101,0.079,0.033,0.052,0.03,12.28,Desconectado el Pan 
4/15/2015 0:00,462,1.3,1.717,23.32,100,25.11,20.5,29.8,4/15/2015 10:55,100,4/15/2015 0:00,40.36,4/15/2015 10:27,3.156,4/15/2015 14:42,19.36,4/15/2015 5:23,61.6,4/15/2015 10:51,19.27,4/15/2015 5:23,0,4/15/2015 0:00,76.74,0.6587052,35.32,3051.204,765.6,3.02,5.665,130.9,84.9,0.326,162.6,45.73,0.433,0.022,0.02,0.041,0.105,0.064,0.024,0.026,0.024,12.27,Desconectado el Pan 
4/16/2015 0:00,463,0,1.72,23.65,97.9,25.73,22.45,30.04,4/16/2015 12:48,100,4/16/2015 0:00,38.01,4/16/2015 10:22,3.316,4/16/2015 10:48,18.45,4/16/2015 6:23,57.18,4/16/2015 12:49,18.59,4/16/2015 6:09,0,4/16/2015 0:01,87.6,0.7517486,48.26,4168.595,765,3.57,5.88,155.2,81.6,0.441,170,54.49,0.501,0.029,0.024,0.053,0.127,0.097,0.042,0.041,0.028,12.29,Desconectado el Pan 
4/17/2015 0:00,464,4.1,1.719,23.76,100,25.12,22.14,28,4/17/2015 11:23,100,4/17/2015 1:37,35.63,4/17/2015 11:23,3.955,4/17/2015 10:53,21.89,4/17/2015 5:01,77,4/17/2015 11:23,22.1,4/17/2015 23:56,0,4/17/2015 0:00,45.7,0.392235,20.26,1750.474,764.9,1.521,2.947,87,32.24,0.339,163.4,52.15,0.436,0.027,0.021,0.05,0.097,0.065,0.03,0.028,0.021,12.29,Desconectado el Pan 
4/18/2015 0:00,465,33.3,1.72,24.11,100,25.96,23.1,29.93,4/18/2015 11:16,100,4/18/2015 0:00,41.44,4/18/2015 9:48,2.597,4/18/2015 20:22,20.9,4/18/2015 5:40,72.32,4/18/2015 11:24,21.04,4/18/2015 5:38,0,4/18/2015 0:00,65.88,0.5655136,51.76,4471.136,764.2,2.11,4.485,116,92.4,0.358,147,55.46,0.392,0.042,0.026,0.058,0.12,0.042,0.017,0.027,0.026,12.3,Desconectado el Pan 
4/19/2015 0:00,466,0.1,1.722,25.56,96.9,27.73,24.07,30.22,4/19/2015 12:59,100,4/19/2015 0:00,39.82,4/19/2015 10:14,3.236,4/19/2015 13:16,22.69,4/19/2015 6:07,70.78,4/19/2015 12:50,22.93,4/19/2015 6:05,0,4/19/2015 0:00,82.4,0.7076178,12.77,1102.942,763.3,2.31,4.781,138.3,17.45,0.427,153.7,61.06,0.442,0.057,0.038,0.058,0.125,0.065,0.031,0.03,0.025,12.29,Desconectado el Pan 
4/20/2015 0:00,467,0.1,1.72,25.88,98.2,28.25,22.59,31.38,4/20/2015 14:24,100,4/20/2015 2:23,40.61,4/20/2015 11:35,2.916,4/20/2015 0:24,22.73,4/20/2015 22:42,51.69,4/20/2015 14:24,22.85,4/20/2015 22:35,0,4/20/2015 0:00,118.2,1.014497,11.94,1031.072,764.1,2.806,5.642,181.3,53.12,0.446,148.8,60.21,0.494,0.06,0.045,0.057,0.129,0.055,0.03,0.036,0.035,12.27,Desconectado el Pan 
4/21/2015 0:00,468,0.2,1.717,24.86,99.6,27.78,20.53,30.97,4/21/2015 12:22,100,4/21/2015 2:57,42.56,4/21/2015 10:50,3.316,4/21/2015 11:46,20.41,4/21/2015 23:27,49.7,4/21/2015 11:15,21.8,4/21/2015 6:15,0,4/21/2015 0:00,121.1,1.039751,107.4,9274.623,763.9,3.466,6.894,186.5,346.4,0.41,157.8,55.63,0.482,0.047,0.036,0.052,0.118,0.064,0.029,0.032,0.032,12.26,Desconectado el Pan 
4/22/2015 0:00,469,0,1.717,24.23,100,27.58,20.29,31.43,4/22/2015 13:38,100,4/22/2015 0:44,45.34,4/22/2015 10:06,3.316,4/22/2015 15:37,19.96,4/22/2015 6:30,50.91,4/22/2015 14:00,20.99,4/22/2015 6:17,0,4/22/2015 0:00,122.5,1.051487,157.3,13584.22,763.3,4.115,7.512,191.1,426.8,0.445,141.7,59.36,0.534,0.057,0.055,0.055,0.105,0.057,0.029,0.041,0.045,12.26,Desconectado el Pan 
4/23/2015 0:00,470,1.6,1.717,24.78,99.3,27.83,21.29,31.53,4/23/2015 12:09,100,4/23/2015 0:00,43.77,4/23/2015 10:42,3.476,4/23/2015 16:12,20.33,4/23/2015 0:08,58.17,4/23/2015 16:12,21.11,4/23/2015 0:00,0,4/23/2015 0:00,108.9,0.9349788,110.7,9563.479,762.7,3.658,6.913,177.1,399.9,0.364,141.7,50.72,0.435,0.035,0.041,0.057,0.123,0.043,0.015,0.025,0.023,12.27,Desconectado el Pan 
4/24/2015 0:00,471,0.3,1.72,25.38,95.2,28.41,22.25,32.6,4/24/2015 14:12,100,4/24/2015 0:38,44.73,4/24/2015 10:30,4.115,4/24/2015 12:16,20.24,4/24/2015 1:25,53.39,4/24/2015 13:54,20.95,4/24/2015 2:52,0,4/24/2015 0:00,132.6,1.13777,42.07,3634.49,762.5,4.265,7.404,190.4,133.2,0.599,95.2,60.78,0.646,0.141,0.129,0.088,0.112,0.026,0.015,0.034,0.054,12.27,Desconectado el Pan 
4/25/2015 0:00,472,0,1.719,25.71,98.5,28.91,22.17,32.95,4/25/2015 14:00,100,4/25/2015 3:52,45.72,4/25/2015 10:11,4.035,4/25/2015 12:39,20.48,4/25/2015 4:56,51.71,4/25/2015 14:40,20.99,4/25/2015 4:58,0,4/25/2015 0:00,136,1.167548,40.49,3497.816,762.4,4.338,8.07,190.8,141.5,0.61,105.7,65.53,0.64,0.112,0.117,0.083,0.127,0.035,0.019,0.045,0.073,12.28,Desconectado el Pan 
4/26/2015 0:00,473,0,1.719,25.7,97.2,28.84,22.42,32.14,4/26/2015 12:53,100,4/26/2015 1:58,44.99,4/26/2015 10:12,5.633,4/26/2015 13:14,20.74,4/26/2015 5:33,56.94,4/26/2015 11:34,21.52,4/26/2015 5:38,0,4/26/2015 0:02,134.7,1.156554,149.4,12908.01,762,4.011,7.456,191.9,430.3,0.693,99.4,63.02,0.759,0.122,0.178,0.11,0.126,0.035,0.016,0.04,0.064,12.27,Desconectado el Pan 
4/27/2015 0:00,474,0,1.721,25.82,97.8,29.27,23.47,32.38,4/27/2015 14:22,100,4/27/2015 3:23,44.95,4/27/2015 10:29,5.713,4/27/2015 12:13,20.35,4/27/2015 6:24,61.68,4/27/2015 13:21,21.82,4/27/2015 3:39,0,4/27/2015 0:00,139.6,1.198522,10.51,907.5195,762.1,4.062,7.587,195,17.9,0.783,77.67,64.56,0.882,0.207,0.208,0.093,0.108,0.03,0.015,0.044,0.077,12.28,Desconectado el Pan 
4/28/2015 0:00,475,0,1.722,27.18,92.5,29.39,24.1,32.44,4/28/2015 13:19,99.3,4/28/2015 1:04,42.47,4/28/2015 10:35,4.834,4/28/2015 10:18,23.22,4/28/2015 0:45,56.62,4/28/2015 13:19,23.12,4/29/2015 0:00,0,4/28/2015 0:01,134,1.149823,41.33,3570.5,761.7,2.915,6.463,185.8,216.8,0.909,358.6,71.62,0.663,0.251,0.146,0.072,0.059,0.042,0.039,0.115,0.186,12.28,Desconectado el Pan 
4/29/2015 0:00,476,0,1.722,26.49,90.8,28.42,23.99,32.36,4/29/2015 13:26,100,4/29/2015 3:57,42.01,4/29/2015 9:54,6.352,4/29/2015 16:17,21.37,4/29/2015 3:00,58.18,4/29/2015 14:33,20.94,4/29/2015 2:59,0,4/29/2015 0:00,136.4,1.171013,11.31,976.9072,761.7,3.365,6.825,189.6,69.43,1.089,128.7,83.6,0.751,0.148,0.192,0.204,0.243,0.104,0.053,0.07,0.076,12.28,Desconectado el Pan 
4/30/2015 0:00,477,0,1.722,26.78,94.4,28.72,23.44,32.18,4/30/2015 13:04,94.7,4/30/2015 23:49,42.44,4/30/2015 10:36,4.994,4/30/2015 12:14,23,4/30/2015 5:37,56.88,4/30/2015 13:08,22.06,4/30/2015 5:36,0,4/30/2015 0:01,128.7,1.104882,174.7,15090.53,763.3,2.984,6.644,188.8,450.5,0.978,142.5,81.8,0.622,0.156,0.191,0.129,0.188,0.144,0.051,0.057,0.063,12.27,Desconectado el Pan 
5/1/2015 0:00,478,0,1.72,26.21,96.4,27.64,22.53,32.09,5/1/2015 14:12,97.8,5/1/2015 3:43,39.73,5/1/2015 12:06,5.073,5/1/2015 13:07,22.64,5/1/2015 22:48,50.09,5/1/2015 13:12,22.1,5/1/2015 22:48,0,5/1/2015 0:03,114.3,0.9814596,16.43,1419.423,762.3,3.244,5.737,178.9,45.98,0.802,113.1,79.78,0.772,0.177,0.147,0.101,0.104,0.086,0.039,0.073,0.076,12.27,Desconectado el Pan 
5/2/2015 0:00,479,0,1.72,25.69,98.5,27.13,22.06,32.38,5/2/2015 13:34,100,5/2/2015 4:22,40.07,5/2/2015 12:04,4.834,5/2/2015 16:09,21.4,5/2/2015 4:18,47.21,5/2/2015 14:06,20.99,5/2/2015 4:18,0,5/2/2015 0:00,96.2,0.8257221,50.14,4330.983,762.7,3.681,5.943,158.7,173.6,0.525,102.7,58.99,0.636,0.103,0.099,0.09,0.1,0.031,0.02,0.032,0.049,12.27,Desconectado el Pan 
5/3/2015 0:00,480,0.4,1.72,25.43,98,26.76,23.44,31.25,5/3/2015 15:32,100,5/3/2015 2:09,38.15,5/3/2015 11:06,3.955,5/3/2015 15:11,20.67,5/3/2015 6:02,64.41,5/3/2015 15:10,20.27,5/3/2015 6:03,0,5/3/2015 0:00,80.8,0.6936425,13.58,1173.448,764.3,3.261,5.03,137,24.82,0.335,118.7,50.81,0.482,0.058,0.055,0.054,0.077,0.031,0.014,0.021,0.025,12.29,Desconectado el Pan 
5/4/2015 0:00,481,1.7,1.722,26.6,92.4,28.17,24.39,32.5,5/4/2015 13:16,100,5/4/2015 2:56,38.66,5/4/2015 12:18,3.875,5/4/2015 14:57,22.85,5/4/2015 0:34,56.64,5/4/2015 13:05,22.54,5/4/2015 0:00,0,5/4/2015 0:00,105.1,0.9024479,93.7,8090.492,765.8,2.988,5.179,164.3,358.8,0.561,112.5,55.89,0.566,0.076,0.086,0.126,0.141,0.039,0.025,0.032,0.035,12.27,Desconectado el Pan 
5/5/2015 0:00,482,0,1.719,26.22,97.9,28.41,22.39,32.88,5/5/2015 13:27,100,5/5/2015 4:51,41.31,5/5/2015 9:06,3.076,5/5/2015 12:48,21.39,5/5/2015 5:51,57.26,5/5/2015 13:36,21.06,5/5/2015 5:52,0,5/5/2015 0:00,108.3,0.9297943,36.03,3112.508,765.9,3.571,6.488,170.8,194.2,0.429,134.6,63.13,0.544,0.061,0.041,0.054,0.095,0.048,0.034,0.046,0.051,12.27,Desconectado el Pan 
5/6/2015 0:00,483,0,1.723,26.04,91.6,28.09,24.01,32.43,5/6/2015 13:38,100,5/6/2015 2:49,40.57,5/6/2015 11:44,4.434,5/6/2015 12:56,20.88,5/6/2015 4:15,48.37,5/6/2015 14:16,20.49,5/6/2015 3:25,0,5/6/2015 0:00,118.4,1.016517,20.95,1809.471,764.7,3.786,6.636,181,71.59,0.511,134.7,59.69,0.595,0.058,0.064,0.088,0.128,0.059,0.034,0.039,0.042,12.27,Desconectado el Pan 
5/7/2015 0:00,484,0,1.723,27.43,87.7,29.79,24.81,33.56,5/7/2015 13:56,96.6,5/7/2015 2:53,43.06,5/7/2015 11:00,4.035,5/7/2015 13:04,22.58,5/7/2015 2:48,47.28,5/7/2015 13:57,21.96,5/7/2015 2:44,0,5/7/2015 0:00,131.5,1.12836,29.87,2580.139,765.1,3.341,7.03,183,131.7,0.7,99.8,60.12,0.63,0.099,0.15,0.172,0.14,0.03,0.023,0.04,0.046,12.28,Desconectado el Pan 
5/8/2015 0:00,485,0,1.722,26.94,89.1,29.22,23.7,33.15,5/8/2015 13:26,94.3,5/8/2015 21:43,43.34,5/8/2015 10:18,4.195,5/8/2015 15:46,23.09,5/8/2015 21:16,47.86,5/8/2015 13:29,22.84,5/8/2015 5:23,0,5/8/2015 0:00,122.4,1.050528,11.3,976.3734,765.5,3.221,6.61,180.1,15.82,0.54,115.1,64.69,0.586,0.094,0.08,0.078,0.113,0.054,0.031,0.044,0.046,12.27,Desconectado el Pan 
5/9/2015 0:00,486,0,1.723,26.53,85.5,28.14,24.89,32.29,5/9/2015 14:08,93.3,5/9/2015 1:50,38.69,5/9/2015 14:22,4.514,5/9/2015 11:44,22.94,5/9/2015 1:38,49.97,5/9/2015 14:14,22.64,5/9/2015 1:42,0,5/9/2015 0:00,92.5,0.7937231,25.26,2182.016,765.4,2.606,5.021,139.4,38.15,0.563,133,65.2,0.567,0.084,0.068,0.092,0.128,0.064,0.051,0.042,0.034,12.28,Desconectado el Pan 
5/10/2015 0:00,487,1.2,1.722,26.62,93.4,28.63,23.72,31.29,5/10/2015 11:52,99.1,5/10/2015 21:18,39.55,5/10/2015 12:02,3.236,5/10/2015 11:39,23.15,5/10/2015 6:09,59.29,5/10/2015 14:57,22.94,5/10/2015 5:47,0,5/10/2015 0:00,87.8,0.7538306,17.84,1541.456,765.5,2.445,5.015,125,40.48,0.63,140.5,64.41,0.564,0.065,0.077,0.105,0.166,0.089,0.047,0.043,0.038,12.27,Desconectado el Pan 
5/11/2015 0:00,488,2.1,1.722,26.06,90,27.74,24.45,30.75,5/11/2015 11:52,100,5/11/2015 3:42,38.11,5/11/2015 11:52,4.195,5/11/2015 13:44,22.55,5/11/2015 4:57,56.89,5/11/2015 15:47,22.65,5/11/2015 4:53,0,5/11/2015 0:01,88.8,0.7618936,8.37,723.2972,766,2.506,4.609,125,28.1,0.565,148.3,57.36,0.555,0.054,0.049,0.105,0.166,0.073,0.043,0.042,0.032,12.27,Desconectado el Pan 
5/12/2015 0:00,489,4.8,1.72,25.78,96.4,27.17,23.72,30.72,5/12/2015 14:34,100,5/12/2015 5:20,37.53,5/12/2015 10:27,4.354,5/12/2015 12:04,22.51,5/12/2015 5:50,61.96,5/12/2015 14:40,22.25,5/12/2015 5:34,0,5/12/2015 0:00,77.17,0.6623678,17.04,1471.945,765.4,2.258,4.229,124.7,36.7,0.449,143.2,57.02,0.515,0.056,0.038,0.066,0.128,0.06,0.032,0.035,0.035,12.27,Desconectado el Pan 
5/13/2015 0:00,490,0,1.722,26.66,87.4,28.64,24.42,32.12,5/13/2015 12:46,97.3,5/13/2015 0:57,40.57,5/13/2015 11:25,6.032,5/13/2015 13:01,22.87,5/13/2015 0:45,52.15,5/13/2015 15:15,22.43,5/13/2015 0:44,0,5/13/2015 0:00,121.9,1.046122,37.01,3196.831,765.5,3.126,5.981,176.4,76.48,0.511,128.3,57.06,0.602,0.071,0.065,0.105,0.114,0.06,0.037,0.04,0.02,12.27,Desconectado el Pan 
5/14/2015 0:00,491,0,1.722,26.23,95,28.33,23.55,32,5/14/2015 11:51,98.2,5/14/2015 6:23,41.47,5/14/2015 11:40,3.316,5/14/2015 12:33,22.2,5/14/2015 6:15,57.04,5/14/2015 11:51,21.93,5/14/2015 6:01,0,5/14/2015 0:00,95.3,0.8176458,31.47,2718.04,764.8,2.729,5.512,163.2,84.3,0.476,164.8,67.06,0.553,0.06,0.033,0.061,0.091,0.07,0.044,0.06,0.059,12.27,Desconectado el Pan 
5/15/2015 0:00,492,6,1.721,25.94,99.5,28.3,23.32,32.61,5/15/2015 14:18,100,5/15/2015 2:32,42.07,5/15/2015 11:10,2.836,5/15/2015 11:49,21.99,5/15/2015 6:03,51.46,5/15/2015 14:07,22.03,5/15/2015 6:02,0,5/15/2015 0:00,118.6,1.018394,63.13,5453.122,764.9,3.462,6.305,185.7,289.3,0.352,125.1,52.06,0.496,0.062,0.037,0.059,0.084,0.035,0.024,0.03,0.02,12.27,Desconectado el Pan 
5/16/2015 0:00,493,24.7,1.719,24.14,100,25.41,21.89,29.36,5/16/2015 12:08,100,5/16/2015 0:29,34.31,5/16/2015 12:15,2.437,5/16/2015 15:09,21.79,5/16/2015 22:08,69.48,5/16/2015 14:16,21.89,5/16/2015 21:50,0,5/16/2015 0:00,59.36,0.5095172,12.93,1116.539,765.4,2.221,3.721,92.4,23.64,0.234,157.3,47.87,0.368,0.025,0.012,0.024,0.077,0.033,0.014,0.022,0.028,12.27,Desconectado el Pan 
5/17/2015 0:00,494,2.8,1.719,24.7,100,25.99,22.25,30.67,5/17/2015 14:27,100,5/17/2015 0:00,35,5/17/2015 11:55,2.197,5/17/2015 13:15,21.43,5/17/2015 5:26,62.86,5/17/2015 14:28,21.52,5/17/2015 3:38,0,5/17/2015 0:00,67.65,0.5806734,16.15,1395,765.6,2.693,4.12,104.9,38.73,0.277,166,50.38,0.415,0.024,0.016,0.033,0.075,0.046,0.022,0.029,0.033,12.27,Desconectado el Pan 
5/18/2015 0:00,495,2.1,1.721,25.2,99.7,27.38,22.95,31.81,5/18/2015 12:02,100,5/18/2015 0:00,41.47,5/18/2015 10:39,4.275,5/18/2015 15:30,20.76,5/18/2015 6:04,52.46,5/18/2015 12:08,20.82,5/18/2015 5:50,0,5/18/2015 0:00,108.4,0.9300777,59.08,5103.221,764.4,3.337,6.078,168,285.3,0.292,198.7,55.71,0.472,0.039,0.016,0.029,0.061,0.048,0.033,0.029,0.037,12.26,Desconectado el Pan 
5/19/2015 0:00,496,0,1.722,25.88,98.7,28.22,24.19,31.68,5/19/2015 13:50,100,5/19/2015 0:21,41.31,5/19/2015 10:01,3.476,5/19/2015 11:18,20.58,5/19/2015 5:59,54.41,5/19/2015 13:15,20.61,5/19/2015 5:52,0,5/19/2015 0:00,122.8,1.053949,40.4,3489.618,764,3.571,6.567,182.1,227.4,0.38,301.2,57.83,0.571,0.043,0.016,0.027,0.069,0.049,0.028,0.057,0.091,12.27,Desconectado el Pan 
5/20/2015 0:00,497,0,1.72,25.49,100,26.79,23.47,31.62,5/20/2015 13:02,100,5/20/2015 1:57,40.54,5/20/2015 10:37,3.236,5/20/2015 11:08,21.89,5/20/2015 5:39,64.55,5/20/2015 12:36,21.86,5/20/2015 5:43,0,5/20/2015 0:00,57.68,0.4950582,37.33,3224.564,763.7,2.578,4.375,118.7,148.2,0.195,265.5,47.88,0.409,0.025,0.011,0.011,0.037,0.033,0.015,0.024,0.04,12.26,Desconectado el Pan 
5/21/2015 0:00,498,1.9,1.723,26.27,96.7,27.85,25.07,32.08,5/21/2015 14:10,100,5/21/2015 0:00,39.38,5/21/2015 12:01,3.316,5/21/2015 12:02,22.55,5/21/2015 2:23,58.76,5/21/2015 14:59,22.47,5/21/2015 2:25,0,5/21/2015 0:00,94.2,0.8084451,150.4,12987.49,765,2.941,4.918,150.1,367.9,0.314,130.4,42.21,0.459,0.035,0.035,0.067,0.1,0.03,0.015,0.015,0.017,12.28,Desconectado el Pan 
5/22/2015 0:00,499,0,1.722,27.39,95.2,29.21,24.95,32.22,5/22/2015 14:02,99.3,5/22/2015 4:14,40.13,5/22/2015 11:02,3.715,5/22/2015 12:01,24.24,5/22/2015 3:46,60.72,5/22/2015 14:08,24.01,5/22/2015 3:45,0,5/22/2015 0:00,99.3,0.8525833,99.8,8619.257,766.3,2.543,4.99,146.4,312.3,0.446,116,53.93,0.563,0.066,0.067,0.072,0.112,0.038,0.027,0.026,0.038,12.28,Desconectado el Pan 
5/23/2015 0:00,500,0,1.723,27.1,92.8,28.73,24.95,32.19,5/23/2015 14:10,99.4,5/23/2015 6:27,40.12,5/23/2015 9:51,3.236,5/23/2015 14:36,23.52,5/23/2015 6:14,56.04,5/23/2015 14:06,23.29,5/23/2015 5:58,0,5/23/2015 0:00,89.3,0.7664058,47.44,4097.902,765.7,2.538,4.816,138.3,117.4,0.391,149.8,53.94,0.511,0.04,0.035,0.053,0.114,0.056,0.031,0.028,0.032,12.27,Desconectado el Pan 
5/24/2015 0:00,501,0,1.723,26.69,89,28.92,24.87,32.97,5/24/2015 13:08,100,5/24/2015 5:53,42.27,5/24/2015 12:07,3.236,5/24/2015 14:52,21.67,5/24/2015 5:49,53.44,5/24/2015 12:02,21.45,5/24/2015 5:52,0,5/24/2015 0:00,108.8,0.9339896,136.7,11805.24,765.2,3.291,6.343,173.2,430.8,0.439,127.5,66.67,0.525,0.064,0.046,0.05,0.087,0.062,0.03,0.041,0.06,12.27,Desconectado el Pan 
