QUAD,PLOT,TAG,SPECIES,HEIGHT,LEAVES,DAMAGE,COMMENTS,YEAR,MONTH,TYPE,STATUS,DIAM (mm),DIAM at 130(mm)
AB,5,13,GUAGUI,8.8,2,10,,2015,JUNE,Seedling,A,,
AB,5,14,PSYBRA,27,2,40,,2015,JUNE,Seedling,A,,
AB,5,15,GUAGUI,16,5,20,,2015,JUNE,Seedling,A,,
AB,5,16,ROUSUR,16.2,3,20,,2015,JUNE,Seedling,A,,
AB,5,17,SECVIR,28,3,5,,2015,JUNE,Seedling,A,,
AB,5,18,ROUSUR,10,5,10,,2015,JUNE,Seedling,A,,
AB,5,19,HOMRAC,8.2,5,5,"same as 6, ID'd by John Bithorn",2015,JUNE,Seedling,A,,
AB,5,20,PSYBRA,11.8,5,1,,2015,JUNE,Seedling,A,,
AB,5,21,ROUSUR,14,3,5,,2015,JUNE,Seedling,A,,
AB,5,22,HOMRAC,11,5,5,"same as 6, ID'd by John Bithorn",2015,JUNE,Seedling,A,,
AB,5,23,PIPGLA,7,4,5,,2015,JUNE,Seedling,A,,
AB,5,24,PIPGLA,11,4,10,,2015,JUNE,Seedling,A,,
AB,5,25,ROUSUR,25.8,5,15,,2015,JUNE,Seedling,A,,
AB,5,26,SYZJAM,14.2,5,10,,2015,JUNE,Seedling,A,,
AB,5,27,SECVIR,12,2,35,,2015,JUNE,Seedling,A,,
AB,5,28,ROUSUR,10.5,4,10,,2015,JUNE,Seedling,A,,
AB,5,29,ROUSUR,10,2,15,,2015,JUNE,Seedling,A,,
AB,5,31,ROUSUR,12,5,5,,2015,JUNE,Seedling,A,,
AB,5,34,PSYBRA,9.5,5,15,,2015,JUNE,Seedling,A,,
AB,5,35,PIPGLA,11,4,10,,2015,JUNE,Seedling,A,,
AB,5,36,ROUSUR,12,4,10,,2015,JUNE,Seedling,A,,
AB,5,38,PIPGLA,9,3,5,,2015,JUNE,Seedling,A,,
AB,5,39,CALCAL,25.4,5,15,,2015,JUNE,Seedling,A,,
AB,5,40,ROUSUR,10,2,5,,2015,JUNE,Seedling,A,,
AB,5,41,OCOLEU,12.6,4,40,,2015,JUNE,Seedling,A,,
AB,5,42,CALCAL,20,3,5,,2015,JUNE,Seedling,A,,
AB,5,43,GUAGUI,9,4,0,,2015,JUNE,Seedling,A,,
AB,5,44,OCOSIN,7,3,5,,2015,JUNE,Seedling,A,,
AB,5,45,PIPGLA,18,4,5,,2015,JUNE,Seedling,A,,
AB,5,46,GUAGUI,19.3,3,60,,2015,JUNE,Seedling,A,,
AB,5,47,PIPGLA,36,5,30,,2015,JUNE,Seedling,A,,
AB,5,48,MICAFF,16,5,10,??,2015,JUNE,Seedling,A,,
BC,5,49,GUAGUI,14,5,40,,2015,JUNE,Seedling,A,,
BC,5,50,ROUSUR,8,5,5,,2015,JUNE,Seedling,A,,
BC,5,51,ROUSUR,10,4,5,,2015,JUNE,Seedling,A,,
BC,5,52,ROUSUR,8.4,2,10,,2015,JUNE,Seedling,A,,
BC,5,53,ROUSUR,13.5,5,10,,2015,JUNE,Seedling,A,,
BC,5,54,ROUSUR,11.5,3,15,,2015,JUNE,Seedling,A,,
BC,5,55,ROUSUR,7,1,5,,2015,JUNE,Seedling,A,,
BC,5,57,ROUSUR,11.5,5,5,,2015,JUNE,Seedling,A,,
BC,5,58,GUAGUI,8,3,40,,2015,JUNE,Seedling,A,,
BC,5,59,ROUSUR,9.5,2,10,,2015,JUNE,Seedling,A,,
BC,5,60,PIPGLA,11,5,15,,2015,JUNE,Seedling,A,,
BC,5,61,OCOSIN,6,3,5,,2015,JUNE,Seedling,A,,
BC,5,62,GUAGUI,16.6,1,5,,2015,JUNE,Seedling,A,,
BC,5,63,ROUSUR,11.8,3,15,,2015,JUNE,Seedling,A,,
BC,5,64,GUAGUI,8,2,10,,2015,JUNE,Seedling,A,,
BC,5,65,OCOSIN,7.6,5,10,,2015,JUNE,Seedling,A,,
BC,5,66,ROUSUR,9.8,4,5,,2015,JUNE,Seedling,A,,
BC,5,67,OCOSIN,7.8,3,30,,2015,JUNE,Seedling,A,,
BC,5,68,PIPGLA,24,4,15,,2015,JUNE,Seedling,A,,
BC,5,69,OCOLEU,16.9,5,10,,2015,JUNE,Seedling,A,,
BC,5,70,OCOLEU,7,3,10,,2015,JUNE,Seedling,A,,
BC,5,71,PSYBRA,21.5,3,10,,2015,JUNE,Seedling,A,,
BC,5,72,PIPGLA,10,3,20,,2015,JUNE,Seedling,A,,
BC,5,73,PSYBRA,34.5,5,30,,2015,JUNE,Seedling,A,,
BC,5,74,OCOLEU,9.5,4,10,,2015,JUNE,Seedling,A,,
BC,5,75,PIPGLA,16,4,15,,2015,JUNE,Seedling,A,,
BC,5,76,OCOSIN,5,3,50,,2015,JUNE,Seedling,A,,
BC,5,77,SECVIR,10,3,5,,2015,JUNE,Seedling,A,,
BC,5,78,OCOLEU,25,3,40,,2015,JUNE,Seedling,A,,
BC,5,79,PIPGLA,29.5,3,10,,2015,JUNE,Seedling,A,,
BC,5,80,PSYBRA,27.5,5,20,Horizontal,2015,JUNE,Seedling,A,,
BC,5,81,PIPGLA,11,3,0,,2015,JUNE,Seedling,A,,
BC,5,82,PIPGLA,9.5,3,25,,2015,JUNE,Seedling,A,,
BC,5,83,OCOSIN,9.5,5,10,,2015,JUNE,Seedling,A,,
DE,5,84,SECVIR,8.5,1,10,,2015,JUNE,Seedling,A,,
DE,5,85,PIPGLA,5,4,5,,2015,JUNE,Seedling,A,,
DE,5,86,GUAGUI,7.5,3,25,,2015,JUNE,Seedling,A,,
DE,5,87,PIPHIS,5,5,0,,2015,JUNE,Seedling,A,,
DE,5,88,PIPGLA,6,2,35,,2015,JUNE,Seedling,A,,
DE,5,89,CALCAL,10.8,4,0,,2015,JUNE,Seedling,A,,
DE,5,90,GUAGUI,9,2,0,,2015,JUNE,Seedling,A,,
DE,5,91,PSYBRA,14.3,5,5,,2015,JUNE,Seedling,A,,
DE,5,92,PSYBRA,10.5,5,10,,2015,JUNE,Seedling,A,,
DE,5,93,PSYBRA,23,5,15,,2015,JUNE,Seedling,A,,
DE,5,94,PSYBRA,12.2,4,15,,2015,JUNE,Seedling,A,,
DE,5,95,GUAGUI,9.5,2,0,,2015,JUNE,Seedling,A,,
DE,5,96,PIPGLA,9,4,1,,2015,JUNE,Seedling,A,,
DE,5,97,PIPGLA,5,4,5,,2015,JUNE,Seedling,A,,
DE,5,98,PIPGLA,10,3,15,,2015,JUNE,Seedling,A,,
DE,5,99,PIPGLA,23.5,5,30,,2015,JUNE,Seedling,A,,
DE,5,100,PSYBRA,29.4,5,15,Horizontal,2015,JUNE,Seedling,A,,
DE,5,101,PSYBRA,7,4,0,,2015,JUNE,Seedling,A,,
DE,5,102,PSYBRA,8.6,4,1,,2015,JUNE,Seedling,A,,
DE,5,103,PIPGLA,11.4,4,25,,2015,JUNE,Seedling,A,,
DE,5,104,OCOLEU,15.2,3,70,,2015,JUNE,Seedling,A,,
DE,5,105,OCOSIN,6,3,10,,2015,JUNE,Seedling,A,,
DE,5,106,GUAGUI,12.4,5,20,,2015,JUNE,Seedling,A,,
DE,5,107,PIPGLA,26.3,5,50,,2015,JUNE,Seedling,A,,
DE,5,108,ROUSUR,8,1,5,,2015,JUNE,Seedling,A,,
DE,5,109,ROUSUR,7.3,2,5,,2015,JUNE,Seedling,A,,
DE,5,110,PSYBRA,20.2,5,5,,2015,JUNE,Seedling,A,,
DE,5,111,PSYBRA,27.7,5,20,,2015,JUNE,Seedling,A,,
DE,5,112,PIPGLA,23.2,4,40,,2015,JUNE,Seedling,A,,
DE,5,113,PSYBRA,29.3,5,20,,2015,JUNE,Seedling,A,,
DE,5,114,PSYBRA,16,5,15,,2015,JUNE,Seedling,A,,
DE,5,115,PSYBRA,19.5,5,15,,2015,JUNE,Seedling,A,,
DE,5,116,PIPGLA,21,4,15,,2015,JUNE,Seedling,A,,
DE,5,117,ROUSUR,11,2,5,,2015,JUNE,Seedling,A,,
DE,5,118,ROUSUR,10.5,3,0,,2015,JUNE,Seedling,A,,
DE,5,119,PIPGLA,9.5,3,0,,2015,JUNE,Seedling,A,,
DE,5,120,OCOSIN,8,3,40,,2015,JUNE,Seedling,A,,
DE,5,121,PSYBRA,13.6,5,5,,2015,JUNE,Seedling,A,,
DE,5,122,PIPGLA,25,4,10,,2015,JUNE,Seedling,A,,
DE,5,123,PIPGLA,10,4,15,,2015,JUNE,Seedling,A,,
DE,5,124,ROUSUR,10,2,5,,2015,JUNE,Seedling,A,,
DE,5,125,PSYBRA,14,5,15,,2015,JUNE,Seedling,A,,
DE,5,126,PSYBRA,18.4,5,10,,2015,JUNE,Seedling,A,,
DE,5,127,GUAGUI,14,2,10,,2015,JUNE,Seedling,A,,
DE,5,128,PIPGLA,16.3,5,20,,2015,JUNE,Seedling,A,,
DE,5,129,SECVIR,12,2,30,,2015,JUNE,Seedling,A,,
DE,5,130,SECVIR,14.5,2,45,,2015,JUNE,Seedling,A,,
DE,5,131,ROUSUR,10,3,5,,2015,JUNE,Seedling,A,,
DE,5,132,ROUSUR,9,2,0,,2015,JUNE,Seedling,A,,
DE,5,133,GUAGUI,16,5,25,,2015,JUNE,Seedling,A,,
DE,5,134,PIPGLA,9.6,3,10,,2015,JUNE,Seedling,A,,
DE,5,135,PSYBRA,6.5,4,0,,2015,JUNE,Seedling,A,,
DE,5,136,PIPGLA,17.8,5,30,,2015,JUNE,Seedling,A,,
DE,5,137,ROUSUR,20,5,10,,2015,JUNE,Seedling,A,,
DE,5,138,GUAGUI,15.2,3,30,,2015,JUNE,Seedling,A,,
DE,5,139,ROUSUR,17,4,20,,2015,JUNE,Seedling,A,,
DE,5,140,PSYBRA,25.7,4,5,,2015,JUNE,Seedling,A,,
DE,5,141,GUAGUI,15,3,65,,2015,JUNE,Seedling,A,,
DE,5,142,MYRLEP,18,5,1,,2015,JUNE,Seedling,A,,
DE,5,143,PSYBRA,9.8,4,5,,2015,JUNE,Seedling,A,,
DE,5,144,PSYBRA,18.7,5,10,,2015,JUNE,Seedling,A,,
DE,5,145,GUAGUI,12.8,4,45,,2015,JUNE,Seedling,A,,
DE,5,146,ROUSUR,9,2,5,,2015,JUNE,Seedling,A,,
DE,5,147,CALCAL,23.4,5,1,,2015,JUNE,Seedling,A,,
DE,5,148,GUAGUI,12,5,20,,2015,JUNE,Seedling,A,,
DE,5,149,CALCAL,25.9,5,10,,2015,JUNE,Seedling,A,,
DE,5,150,PIPGLA,10.5,5,25,,2015,JUNE,Seedling,A,,
DE,5,151,MICRAC,12,5,20,,2015,JUNE,Seedling,A,,
DE,5,152,PIPGLA,15,3,1,,2015,JUNE,Seedling,A,,
DE,5,153,CALCAL,29.3,5,10,,2015,JUNE,Seedling,A,,
DE,5,154,CALCAL,22.5,5,15,,2015,JUNE,Seedling,A,,
DE,5,155,PIPGLA,6,2,15,,2015,JUNE,Seedling,A,,
DE,5,156,PIPGLA,8,4,25,,2015,JUNE,Seedling,A,,
DE,5,157,PIPGLA,26.2,5,15,,2015,JUNE,Seedling,A,,
DE,5,158,PREMON,12,1,25,,2015,JUNE,Seedling,A,,
EF,5,159,MYRLEP,15.8,5,15,,2015,JUNE,Seedling,A,,
EF,5,160,TETBAL,25.9,5,90,Almost dead,2015,JUNE,Seedling,A,,
EF,5,161,ROUSUR,6.8,2,5,,2015,JUNE,Seedling,A,,
EF,5,162,ROUSUR,8,2,5,,2015,JUNE,Seedling,A,,
EF,5,163,PIPGLA,27.7,5,5,,2015,JUNE,Seedling,A,,
EF,5,164,GUAGUI,5,3,10,,2015,JUNE,Seedling,A,,
EF,5,165,PSYBRA,8.6,4,15,,2015,JUNE,Seedling,A,,
EF,5,166,ROUSUR,8.8,2,0,,2015,JUNE,Seedling,A,,
EF,5,167,ROUSUR,7.6,2,5,,2015,JUNE,Seedling,A,,
EF,5,168,ROUSUR,5,2,10,,2015,JUNE,Seedling,A,,
EF,5,169,ROUSUR,6.8,2,0,,2015,JUNE,Seedling,A,,
EF,5,170,ROUSUR,6.8,2,0,,2015,JUNE,Seedling,A,,
EF,5,171,PSYBRA,15.7,5,5,,2015,JUNE,Seedling,A,,
EF,5,172,CALCAL,16.2,5,10,,2015,JUNE,Seedling,A,,
EF,5,173,ROUSUR,10,3,25,,2015,JUNE,Seedling,A,,
EF,5,174,MYRLEP,21.1,5,30,,2015,JUNE,Seedling,A,,
EF,5,175,PIPGLA,13.3,4,5,,2015,JUNE,Seedling,A,,
EF,5,176,GUAGUI,10,3,35,,2015,JUNE,Seedling,A,,
EF,5,177,TECGRA,11.8,4,15,,2015,JUNE,Seedling,A,,
EF,5,178,GUAGUI,10.8,4,0,,2015,JUNE,Seedling,A,,
EF,5,179,PIPGLA,6.2,4,35,,2015,JUNE,Seedling,A,,
EF,5,180,ROUSUR,10.7,5,60,,2015,JUNE,Seedling,A,,
EF,5,181,ROUSUR,6,3,5,,2015,JUNE,Seedling,A,,
EF,5,182,OCOLEU,6.9,4,10,,2015,JUNE,Seedling,A,,
EF,5,183,OCOLEU,5.2,3,5,,2015,JUNE,Seedling,A,,
EF,5,184,MICPRA,15.1,5,10,,2015,JUNE,Seedling,A,,
EF,5,185,PIPGLA,19.8,5,50,,2015,JUNE,Seedling,A,,
EF,5,186,PIPGLA,13,3,5,,2015,JUNE,Seedling,A,,
EF,5,187,CALCAL,16.7,5,5,,2015,JUNE,Seedling,A,,
EF,5,188,CALCAL,25.8,5,20,,2015,JUNE,Seedling,A,,
EF,5,189,MICPRA,23.7,5,10,,2015,JUNE,Seedling,A,,
EF,5,190,GUAGUI,9.8,5,20,,2015,JUNE,Seedling,A,,
EF,5,191,OCOLEU,14,5,15,,2015,JUNE,Seedling,A,,
EF,5,192,OCOSIN,10,4,1,,2015,JUNE,Seedling,A,,
EF,5,193,SECVIR,10.7,2,10,,2015,JUNE,Seedling,A,,
EF,5,194,GUAGUI,14.1,3,30,,2015,JUNE,Seedling,A,,
EF,5,195,MICPRA,22,5,20,,2015,JUNE,Seedling,A,,
EF,5,196,CALCAL,20.3,5,5,,2015,JUNE,Seedling,A,,
EF,5,197,CALCAL,30.5,5,5,,2015,JUNE,Seedling,A,,
EF,5,198,SECVIR,12.4,2,5,,2015,JUNE,Seedling,A,,
EF,5,199,PIPGLA,11,3,5,,2015,JUNE,Seedling,A,,
EF,5,200,PIPGLA,12,4,5,,2015,JUNE,Seedling,A,,
EF,5,201,PIPGLA,9.6,4,15,,2015,JUNE,Seedling,A,,
EF,5,202,PSYBRA,19,5,10,,2015,JUNE,Seedling,A,,
AB,6,1,PSYBRA,7.9,5,5,,2015,JUNE,Seedling,A,,
AB,6,2,PIPGLA,8,4,10,,2015,JUNE,Seedling,A,,
AB,6,3,CALCAL,17.5,4,15,,2015,JUNE,Seedling,A,,
AB,6,4,ROYBOR,19.7,1,5,,2015,JUNE,Seedling,A,,
AB,6,5,MYRSPL,22,3,10,,2015,JUNE,Seedling,A,,
AB,6,6,PIPGLA,5.5,3,5,,2015,JUNE,Seedling,A,,
AB,6,7,SECVIR,11.1,1,0,,2015,JUNE,Seedling,A,,
AB,6,8,PSYBRA,9.4,5,1,,2015,JUNE,Seedling,A,,
AB,6,9,PSYBRA,17.3,5,5,,2015,JUNE,Seedling,A,,
AB,6,10,INGLAU,22,4,35,,2015,JUNE,Seedling,A,,
AB,6,11,CALCAL,17.8,5,5,,2015,JUNE,Seedling,A,,
AB,6,12,CALCAL,21.6,5,5,,2015,JUNE,Seedling,A,,
AB,6,13,GUAGUI,14,2,40,,2015,JUNE,Seedling,A,,
AB,6,14,CALCAL,16.5,5,35,,2015,JUNE,Seedling,A,,
AB,6,15,OCOLEU,12.6,4,30,,2015,JUNE,Seedling,A,,
AB,6,16,OCOLEU,11.6,3,30,,2015,JUNE,Seedling,A,,
AB,6,17,PSYBRA,6,4,0,,2015,JUNE,Seedling,A,,
AB,6,18,ROUSUR,9.5,3,5,,2015,JUNE,Seedling,A,,
AB,6,19,ROUSUR,8.5,4,5,,2015,JUNE,Seedling,A,,
AB,6,20,OCOSIN,9.3,4,5,,2015,JUNE,Seedling,A,,
AB,6,21,OCOLEU,12.5,4,15,,2015,JUNE,Seedling,A,,
AB,6,22,PIPGLA,9,4,10,,2015,JUNE,Seedling,A,,
AB,6,23,PSYBRA,5,4,5,,2015,JUNE,Seedling,A,,
AB,6,24,MICMIR,15.7,5,5,,2015,JUNE,Seedling,A,,
AB,6,25,PIPGLA,21.4,5,25,,2015,JUNE,Seedling,A,,
AB,6,26,ROUSUR,16.5,2,0,,2015,JUNE,Seedling,A,,
AB,6,27,GUAGUI,12,5,15,,2015,JUNE,Seedling,A,,
AB,6,28,GUAGUI,9.8,4,10,,2015,JUNE,Seedling,A,,
AB,6,29,GUAGUI,12.5,5,40,,2015,JUNE,Seedling,A,,
AB,6,30,OCOLEU,9,4,15,,2015,JUNE,Seedling,A,,
AB,6,31,PSYBRA,8.8,5,5,,2015,JUNE,Seedling,A,,
BC,6,32,TABHET,8.2,3,5,,2015,JUNE,Seedling,A,,
BC,6,33,OCOLEU,7.2,3,30,,2015,JUNE,Seedling,A,,
BC,6,34,OCOSIN,11,3,15,,2015,JUNE,Seedling,A,,
BC,6,35,OCOLEU,9.8,4,5,,2015,JUNE,Seedling,A,,
BC,6,36,OCOSIN,9,3,5,,2015,JUNE,Seedling,A,,
BC,6,37,ROUSUR,10,5,5,,2015,JUNE,Seedling,A,,
BC,6,38,OCOSIN,13.5,5,10,,2015,JUNE,Seedling,A,,
BC,6,39,PSYBRA,8.8,5,1,,2015,JUNE,Seedling,A,,
BC,6,40,ROUSUR,11,3,10,,2015,JUNE,Seedling,A,,
BC,6,41,GUAGUI,11.2,5,5,,2015,JUNE,Seedling,A,,
BC,6,42,GUAGUI,5.7,5,15,,2015,JUNE,Seedling,A,,
BC,6,43,GUAGUI,7.6,3,15,,2015,JUNE,Seedling,A,,
BC,6,44,PSYBRA,8.8,4,5,,2015,JUNE,Seedling,A,,
BC,6,45,GUAGUI,21.1,4,30,,2015,JUNE,Seedling,A,,
BC,6,46,PSYBRA,7.2,5,1,,2015,JUNE,Seedling,A,,
BC,6,47,ROUSUR,12.5,2,10,,2015,JUNE,Seedling,A,,
BC,6,48,TECGRA,15,2,5,,2015,JUNE,Seedling,A,,
BC,6,49,PIPGLA,10.8,3,5,,2015,JUNE,Seedling,A,,
BC,6,50,ROUSUR,7.5,4,5,,2015,JUNE,Seedling,A,,
BC,6,51,OCOSIN,12.3,4,5,,2015,JUNE,Seedling,A,,
BC,6,52,ROUSUR,9.7,3,5,,2015,JUNE,Seedling,A,,
BC,6,53,PIPGLA,21.6,3,1,,2015,JUNE,Seedling,A,,
BC,6,54,ROUSUR,9.5,5,10,,2015,JUNE,Seedling,A,,
BC,6,55,PIPGLA,12.4,4,50,,2015,JUNE,Seedling,A,,
BC,6,56,PIPGLA,23.4,5,20,,2015,JUNE,Seedling,A,,
BC,6,57,PIPGLA,8.6,3,5,,2015,JUNE,Seedling,A,,
BC,6,58,TECGRA,7.8,4,15,,2015,JUNE,Seedling,A,,
BC,6,59,ROUSUR,12,3,15,,2015,JUNE,Seedling,A,,
BC,6,60,,11.8,2,100,"Melastome, Almost dead",2015,JUNE,Seedling,A,,
DE,6,61,PIPGLA,21.8,4,20,,2015,JUNE,Seedling,A,,
DE,6,62,GUAGUI,11,2,0,,2015,JUNE,Seedling,A,,
DE,6,63,PIPGLA,5,4,25,,2015,JUNE,Seedling,A,,
DE,6,64,GUAGUI,13.5,5,25,,2015,JUNE,Seedling,A,,
DE,6,65,GUAGUI,6.6,3,20,Leaning,2015,JUNE,Seedling,A,,
DE,6,66,PIPGLA,17.5,5,15,,2015,JUNE,Seedling,A,,
DE,6,67,GUAGUI,9,3,20,,2015,JUNE,Seedling,A,,
DE,6,68,PIPGLA,7.5,4,15,,2015,JUNE,Seedling,A,,
DE,6,69,PREMON,13.8,1,1,,2015,JUNE,Seedling,A,,
DE,6,70,GUAGUI,8.4,5,20,,2015,JUNE,Seedling,A,,
DE,6,71,SECVIR,7.7,1,1,,2015,JUNE,Seedling,A,,
DE,6,72,OCOLEU,9,2,55,,2015,JUNE,Seedling,A,,
DE,6,73,GUAGUI,10,3,65,,2015,JUNE,Seedling,A,,
EF,6,74,PIPGLA,12,4,15,,2015,JUNE,Seedling,A,,
EF,6,75,PIPGLA,8.5,4,5,,2015,JUNE,Seedling,A,,
EF,6,76,ROUSUR,13.4,4,5,,2015,JUNE,Seedling,A,,
EF,6,77,ROUSUR,8,2,15,,2015,JUNE,Seedling,A,,
EF,6,78,PIPGLA,8.5,2,10,,2015,JUNE,Seedling,A,,
EF,6,79,PIPGLA,10.2,3,5,,2015,JUNE,Seedling,A,,
EF,6,80,SECVIR,10.5,1,0,,2015,JUNE,Seedling,A,,
EF,6,81,PIPGLA,6,3,5,,2015,JUNE,Seedling,A,,
EF,6,82,ROUSUR,13,1,40,,2015,JUNE,Seedling,A,,
EF,6,83,ROUSUR,10.4,1,70,,2015,JUNE,Seedling,A,,
EF,6,84,SCHMOR,6.3,2,5,ID'd by John Bithorn,2015,JUNE,Seedling,A,,
EF,6,85,PIPGLA,5,4,5,,2015,JUNE,Seedling,A,,
EF,6,86,PIPGLA,5.5,3,10,,2015,JUNE,Seedling,A,,
AB,1,1,MYRDEF,76,,,,2015,JUNE,Sapling,A,,
AB,1,2,PSYBRA,157,,,,2015,JUNE,Sapling,A,,
AB,1,3,PSYBRA,73,,,,2015,JUNE,Sapling,A,,
AB,1,4,PSYBRA,145,,,,2015,JUNE,Sapling,A,,
BC,1,6,PSYBRA,98,,,,2015,JUNE,Sapling,A,,
BC,1,7,PSYBRA,157,,,,2015,JUNE,Sapling,A,,
BC,1,8,PSYBRA,63,,,,2015,JUNE,Sapling,A,,
BC,1,9,PSYBRA,125,,,,2015,JUNE,Sapling,A,,
BC,1,10,PSYBRA,210,,,,2015,JUNE,Sapling,A,,
BC,1,11,PSYBRA,53,,,,2015,JUNE,Sapling,A,,
BC,1,12,PSYBRA,140,,,,2015,JUNE,Sapling,A,,
DE,1,13,PSYBRA,212,,,,2015,JUNE,Sapling,A,,
DE,1,14,PSYBRA,179,,,,2015,JUNE,Sapling,A,,
DE,1,15,PSYBRA,133,,,,2015,JUNE,Sapling,A,,
DE,1,16,IXOFER,42,,,,2015,JUNE,Sapling,A,,
DE,1,17,PREMON,66,,,,2015,JUNE,Sapling,A,,
EF,1,18,PSYBRA,139,,,,2015,JUNE,Sapling,A,,
EF,1,19,PSYBRA,102,,,,2015,JUNE,Sapling,A,,
EF,1,20,PSYBRA,197,,,,2015,JUNE,Sapling,A,,
EF,1,21,PSYBRA,106,,,,2015,JUNE,Sapling,A,,
EF,1,22,PSYBRA,86,,,,2015,JUNE,Sapling,A,,
EF,1,23,Unknown1,104,,,,2015,JUNE,Sapling,A,,
EF,1,24,PSYBRA,79,,,,2015,JUNE,Sapling,A,,
AB,2,1,PSYBRA,130,,,,2015,JUNE,Sapling,A,,
AB,2,2,PSYBRA,68,,,,2015,JUNE,Sapling,A,,
AB,2,3,PSYBRA,109,,,,2015,JUNE,Sapling,A,,
BC,2,4,PSYBRA,192,,,,2015,JUNE,Sapling,A,,
BC,2,5,PSYBRA,38,,,,2015,JUNE,Sapling,A,,
BC,2,6,PIPGLA,47,,,,2015,JUNE,Sapling,A,,
BC,2,7,PSYBRA,132,,,,2015,JUNE,Sapling,A,,
DE,2,8,PSYBRA,122,,,,2015,JUNE,Sapling,A,,
DE,2,9,PSYBRA,127,,,,2015,JUNE,Sapling,A,,
DE,2,10,PSYBRA,43,,,,2015,JUNE,Sapling,A,,
EF,2,11,PSYBRA,58,,,,2015,JUNE,Sapling,A,,
EF,2,12,PSYBRA,115,,,,2015,JUNE,Sapling,A,,
AB,3,1,PSYBRA,112,,,,2015,JUNE,Sapling,A,,
AB,3,2,PSYBRA,42,,,,2015,JUNE,Sapling,A,,
AB,3,3,PSYBRA,120,,,,2015,JUNE,Sapling,A,,
AB,3,4,SYZJAM,90,,,,2015,JUNE,Sapling,A,,
AB,3,5,SYZJAM,70,,,,2015,JUNE,Sapling,A,,
AB,3,6,MICIMP,39,,,,2015,JUNE,Sapling,A,,
AB,3,7,PSYBRA,112,,,,2015,JUNE,Sapling,A,,
AB,3,8,PSYBRA,99,,,,2015,JUNE,Sapling,A,,
AB,3,9,PSYBRA,87,,,,2015,JUNE,Sapling,A,,
AB,3,10,PSYBRA,67,,,,2015,JUNE,Sapling,A,,
AB,3,11,PSYBRA,148,,,,2015,JUNE,Sapling,A,,
BC,3,12,PSYBRA,132,,,,2015,JUNE,Sapling,A,,
BC,3,13,PSYBRA,108,,,,2015,JUNE,Sapling,A,,
BC,3,14,PSYBRA,127,,,,2015,JUNE,Sapling,A,,
BC,3,15,PIPGLA,42,,,,2015,JUNE,Sapling,A,,
BC,3,16,OCOLEU,40,,,,2015,JUNE,Sapling,A,,
BC,3,17,PSYBRA,156,,,,2015,JUNE,Sapling,A,,
BC,3,18,MICPRA,161,,,,2015,JUNE,Sapling,A,,
BC,3,19,OCOLEU,46,,,,2015,JUNE,Sapling,A,,
DE,3,20,PSYBRA,125,,,,2015,JUNE,Sapling,A,,
DE,3,21,PSYBRA,112,,,,2015,JUNE,Sapling,A,,
DE,3,23,PSYBRA,43,,,,2015,JUNE,Sapling,A,,
DE,3,24,PSYBRA,48,,,,2015,JUNE,Sapling,A,,
DE,3,25,PSYBRA,88,,,,2015,JUNE,Sapling,A,,
DE,3,26,PSYBRA,147,,,,2015,JUNE,Sapling,A,,
DE,3,27,PSYBRA,41,,,,2015,JUNE,Sapling,A,,
DE,3,28,PSYBRA,118,,,,2015,JUNE,Sapling,A,,
EF,3,29,PSYBRA,99,,,,2015,JUNE,Sapling,A,,
EF,3,30,PSYBRA,97,,,,2015,JUNE,Sapling,A,,
EF,3,31,PSYBRA,38,,,,2015,JUNE,Sapling,A,,
EF,3,32,ROUSUR,68,,,,2015,JUNE,Sapling,A,,
EF,3,34,OCOSIN,53,,,,2015,JUNE,Sapling,A,,
EF,3,35,TRIPAL,59,,,,2015,JUNE,Sapling,A,,
EF,3,36,PSYBRA,69,,,,2015,JUNE,Sapling,A,,
EF,3,37,MICPRA,32,,,,2015,JUNE,Sapling,A,,
EF,3,38,PSYBRA,120,,,,2015,JUNE,Sapling,A,,
EF,3,39,PSYBRA,55,,,,2015,JUNE,Sapling,A,,
EF,3,40,PSYBRA,107,,,,2015,JUNE,Sapling,A,,
AB,4,1,PSYBRA,55,,,,2015,JUNE,Sapling,A,,
AB,4,2,PSYBRA,49,,,,2015,JUNE,Sapling,A,,
AB,4,3,ROUSUR,68,,,,2015,JUNE,Sapling,A,,
AB,4,4,ROUSUR,105,,,,2015,JUNE,Sapling,A,,
AB,4,5,HOMRAC,42,,,,2015,JUNE,Sapling,A,,
AB,4,6,Araceae sp.,65,,,,2015,JUNE,Sapling,A,,
AB,4,7,PSYBRA,83,,,,2015,JUNE,Sapling,A,,
AB,4,8,PIPGLA,52,,,,2015,JUNE,Sapling,A,,
AB,4,9,PIPGLA,38,,,,2015,JUNE,Sapling,A,,
BC,4,10,ANDINE,40,,,,2015,JUNE,Sapling,A,,
BC,4,11,PSYBRA,70,,,,2015,JUNE,Sapling,A,,
BC,4,12,PSYBRA,60,,,,2015,JUNE,Sapling,A,,
BC,4,13,PSYBRA,68,,,,2015,JUNE,Sapling,A,,
BC,4,15,PSYBRA,74,,,,2015,JUNE,Sapling,A,,
BC,4,16,PSYBRA,110,,,,2015,JUNE,Sapling,A,,
BC,4,17,PSYBRA,115,,,,2015,JUNE,Sapling,A,,
BC,4,18,PSYBRA,42,,,,2015,JUNE,Sapling,A,,
