QUAD,PLOT,TAG,SPECIES,HEIGHT,LEAVES,DAMAGE,COMMENTS,YEAR,MONTH,TYPE,STATUS,DIAM (mm),DIAM at 130(mm)
BC,4,19,PSYBRA,31,,,,2015,JUNE,Sapling,A,,
BC,4,20,PIPGLA,33,,,,2015,JUNE,Sapling,A,,
DE,4,21,PSYBRA,87,,,,2015,JUNE,Sapling,A,,
DE,4,22,PREMON,34,,,,2015,JUNE,Sapling,A,,
DE,4,24,Araceae sp.,36,,,dying,2015,JUNE,Sapling,A,,
DE,4,25,PIPGLA,37,,,,2015,JUNE,Sapling,A,,
DE,4,26,MICPRA,56,,,,2015,JUNE,Sapling,A,,
EF,4,28,PSYBRA,47,,,,2015,JUNE,Sapling,A,,
EF,4,29,PSYBRA,91,,,,2015,JUNE,Sapling,A,,
EF,4,30,Araceae sp.,34,,,,2015,JUNE,Sapling,A,,
EF,4,31,PSYBRA,91,,,,2015,JUNE,Sapling,A,,
AB,5,1,PSYBRA,158,,,,2015,JUNE,Sapling,A,,
AB,5,2,PSYBRA,100,,,,2015,JUNE,Sapling,A,,
AB,5,3,PSYBRA,151,,,,2015,JUNE,Sapling,A,,
AB,5,4,PIPGLA,54,,,,2015,JUNE,Sapling,A,,
AB,5,5,PIPGLA,65,,,,2015,JUNE,Sapling,A,,
AB,5,6,PSYBRA,35,,,,2015,JUNE,Sapling,A,,
AB,5,7,PIPGLA,145,,,,2015,JUNE,Sapling,A,,
AB,5,8,SYZJAM,42,,,,2015,JUNE,Sapling,A,,
AB,5,10,PIPGLA,56,,,,2015,JUNE,Sapling,A,,
BC,5,11,PIPGLA,84,,,,2015,JUNE,Sapling,A,,
BC,5,12,MICPRA,138,,,Dying,2015,JUNE,Sapling,A,,
BC,5,13,PSYBRA,35,,,,2015,JUNE,Sapling,A,,
BC,5,15,PSYBRA,172,,,,2015,JUNE,Sapling,A,,
BC,5,17,PIPGLA,100,,,,2015,JUNE,Sapling,A,,
BC,5,18,CALCAL,50,,,,2015,JUNE,Sapling,A,,
BC,5,19,PIPGLA,37,,,,2015,JUNE,Sapling,A,,
BC,5,20,PIPGLA,35,,,,2015,JUNE,Sapling,A,,
DE,5,21,PIPGLA,30,,,,2015,JUNE,Sapling,A,,
DE,5,22,CASARB,295,,,,2015,JUNE,Sapling,A,,
DE,5,23,MICPRA,112,,,,2015,JUNE,Sapling,A,,
DE,5,24,MICPRA,250,,,,2015,JUNE,Sapling,A,,
DE,5,25,PSYBRA,39,,,,2015,JUNE,Sapling,A,,
DE,5,26,MICPRA,92,,,,2015,JUNE,Sapling,A,,
DE,5,27,PIPGLA,43,,,,2015,JUNE,Sapling,A,,
DE,5,28,OCOSIN,30,,,,2015,JUNE,Sapling,A,,
DE,5,29,PIPGLA,57,,,,2015,JUNE,Sapling,A,,
DE,5,31,OCOLEU,47,,,,2015,JUNE,Sapling,A,,
DE,5,32,PIPGLA,33,,,,2015,JUNE,Sapling,A,,
DE,5,33,PSYBRA,48,,,,2015,JUNE,Sapling,A,,
DE,5,34,PIPGLA,34,,,,2015,JUNE,Sapling,A,,
EF,5,35,CASSYL,192,,,,2015,JUNE,Sapling,A,,
EF,5,36,PIPGLA,51,,,,2015,JUNE,Sapling,A,,
EF,5,37,PSYBRA,68,,,,2015,JUNE,Sapling,A,,
EF,5,38,PIPGLA,77,,,,2015,JUNE,Sapling,A,,
EF,5,39,MICPRA,65,,,,2015,JUNE,Sapling,A,,
EF,5,40,PIPGLA,121,,,,2015,JUNE,Sapling,A,,
EF,5,41,PSYBRA,128,,,,2015,JUNE,Sapling,A,,
EF,5,42,PSYBRA,49,,,,2015,JUNE,Sapling,A,,
EF,5,43,PSYBRA,75,,,,2015,JUNE,Sapling,A,,
EF,5,44,PIPGLA,54,,,,2015,JUNE,Sapling,A,,
AB,6,1,PSYBRA,193,,,,2015,JUNE,Sapling,A,,
AB,6,2,PSYBRA,59,,,,2015,JUNE,Sapling,A,,
BC,6,8,PIPGLA,30,,,,2015,JUNE,Sapling,A,,
DE,6,9,PREMON,87,,,,2015,JUNE,Sapling,A,,
DE,6,10,CASARB,30,,,,2015,JUNE,Sapling,A,,
AB,1,1,HIPVOL,11.2,12,5,,2015,NOVEMBER,Seedling,A,2.2,
AB,1,2,GUAGUI,14.3,4,30,,2015,NOVEMBER,Seedling,A,2.1,
AB,1,3,INGVER,11.4,4,5,,2015,NOVEMBER,Seedling,A,2,
AB,1,4,PSYBRA,9,8,5,,2015,NOVEMBER,Seedling,A,1.9,
AB,1,5,ROUSUR,13.6,7,0,,2015,NOVEMBER,Seedling,A,2.2,
AB,1,6,GUAGUI,12.7,5,20,,2015,NOVEMBER,Seedling,A,2.9,
AB,1,7,GUAGUI,13,4,5,"Top dead, actually found in Quad BC",2015,NOVEMBER,Seedling,A,3.9,
AB,1,8,GUAGUI,12,5,40,,2015,NOVEMBER,Seedling,A,3.3,
AB,1,9,GUAGUI,14,2,20,,2015,NOVEMBER,Seedling,A,2.6,
AB,1,10,HIPVOL,22.2,18,5,,2015,NOVEMBER,Seedling,A,3.7,
AB,1,11,GUAGUI,13.5,4,10,,2015,NOVEMBER,Seedling,A,1.9,
AB,1,12,TABHET,8,5,1,,2015,NOVEMBER,Seedling,A,1.7,
AB,1,13,HIPVOL,24.5,24,5,,2015,NOVEMBER,Seedling,A,5.8,
AB,1,14,ROUSUR,12.4,5,5,Killed while measuring. Mark as dead on next survey. Tag removed.,2015,NOVEMBER,Seedling,A,1.3,
AB,1,15,HIPVOL,16.5,17,10,,2015,NOVEMBER,Seedling,A,2.2,
AB,1,16,PREMON,38.5,3,1,,2015,NOVEMBER,Seedling,A,5.8,
AB,1,17,OCOLEU,16.5,4,10,,2015,NOVEMBER,Seedling,A,2.9,
AB,1,18,HIPVOL,9.3,12,5,,2015,NOVEMBER,Seedling,A,1.9,
AB,1,19,GUAGUI,10.7,2,10,,2015,NOVEMBER,Seedling,A,1.7,
AB,1,20,ROUSUR,14.4,10,1,,2015,NOVEMBER,Seedling,A,1.7,
AB,1,21,ROUSUR,12.5,8,1,,2015,NOVEMBER,Seedling,A,1.9,
AB,1,22,GUAGUI,12.7,2,15,,2015,NOVEMBER,Seedling,A,1.8,
AB,1,23,INGVER,13.4,14,1,,2015,NOVEMBER,Seedling,A,1.8,
AB,1,24,OCOLEU,11,4,10,,2015,NOVEMBER,Seedling,A,2,
AB,1,25,PSYBRA,31.5,20,10,Branch fell on original stem. Measured new leader sprout.,2015,NOVEMBER,Seedling,A,4.5,
AB,1,26,PREMON,29.8,3,40,,2015,NOVEMBER,Seedling,A,3.9,
AB,1,27,GUAGUI,14.1,3,5,,2015,NOVEMBER,Seedling,A,2.2,
AB,1,28,OCOLEU,11.9,5,5,,2015,NOVEMBER,Seedling,A,2.7,
AB,1,29,PSYBRA,13.5,9,1,,2015,NOVEMBER,Seedling,A,2,
AB,1,30,ROUSUR,17,5,1,,2015,NOVEMBER,Seedling,A,1.9,
AB,1,31,GUAGUI,16,2,1,,2015,NOVEMBER,Seedling,A,1.8,
AB,1,32,MICTET,37.5,18,10,,2015,NOVEMBER,Seedling,A,5,
AB,1,33,ROUSUR,12,5,0,,2015,NOVEMBER,Seedling,A,1.5,
AB,1,34,TRIPAL,9,6,0,,2015,NOVEMBER,Seedling,A,2,
AB,1,35,INGVER,15.2,4,0,,2015,NOVEMBER,Seedling,A,2,
AB,1,36,GONSPI,26.9,11,20,,2015,NOVEMBER,Seedling,A,3.1,
AB,1,37,HIPVOL,19.2,16,1,,2015,NOVEMBER,Seedling,A,2.6,
AB,1,38,OCOLEU,,,,,2015,NOVEMBER,Seedling,D,,
AB,1,39,ORMKRU,33,5,1,,2015,NOVEMBER,Seedling,A,5.3,
AB,1,40,TECGRA,12,6,25,,2015,NOVEMBER,Seedling,A,2.9,
AB,1,41,PSYBRA,24.6,8,1,,2015,NOVEMBER,Seedling,A,3.6,
AB,1,42,PSYBRA,12,8,10,,2015,NOVEMBER,Seedling,A,3.9,
AB,1,43,ROUSUR,13.7,7,10,,2015,NOVEMBER,Seedling,A,1.9,
AB,1,44,PSYBRA,37,12,5,,2015,NOVEMBER,Seedling,A,4.8,
AB,1,45,PSYBRA,44,14,10,Another stem coming out of base,2015,NOVEMBER,Seedling,A,5,
AB,1,46,HIPVOL,16,14,5,,2015,NOVEMBER,Seedling,A,5.3,
AB,1,47,OCOLEU,11.5,2,30,,2015,NOVEMBER,Seedling,A,2,
AB,1,48,GUAGUI,12.8,3,5,,2015,NOVEMBER,Seedling,A,2.3,
AB,1,49,OCOLEU,13.5,5,5,,2015,NOVEMBER,Seedling,A,1.8,
BC,1,50,ROUSUR,12.9,6,0,,2015,NOVEMBER,Seedling,A,1.7,
BC,1,51,OCOSIN,18.4,7,5,,2015,NOVEMBER,Seedling,A,2.9,
BC,1,52,HIPVOL,19.7,13,3,,2015,NOVEMBER,Seedling,A,2,
BC,1,53,HIPVOL,19,19,1,,2015,NOVEMBER,Seedling,A,3.9,
BC,1,54,PSYBRA,22,8,5,,2015,NOVEMBER,Seedling,A,4.2,
BC,1,55,INGVER,20.3,7,40,,2015,NOVEMBER,Seedling,A,3.2,
BC,1,56,INGVER,20.4,9,50,,2015,NOVEMBER,Seedling,A,2.5,
BC,1,57,INGVER,15.6,5,5,,2015,NOVEMBER,Seedling,A,1.9,
BC,1,58,ROUSUR,16.6,11,4,,2015,NOVEMBER,Seedling,A,2.4,
BC,1,59,PSYBRA,20.7,3,15,,2015,NOVEMBER,Seedling,A,2.1,
BC,1,60,MYRSPL,13.7,15,5,,2015,NOVEMBER,Seedling,A,1.1,
BC,1,61,PSYBRA,24,10,10,,2015,NOVEMBER,Seedling,A,4.1,
BC,1,62,PSYBRA,43,11,10,,2015,NOVEMBER,Seedling,A,5.1,
BC,1,63,PREMON,28.1,2,45,,2015,NOVEMBER,Seedling,A,3.7,
BC,1,64,ROUSUR,9,6,0,,2015,NOVEMBER,Seedling,A,1.3,
BC,1,65,OCOLEU,9.9,5,0,,2015,NOVEMBER,Seedling,A,1.9,
BC,1,66,PSYBRA,13.9,47,0,Leaning,2015,NOVEMBER,Seedling,A,6,
BC,1,67,OCOLEU,,,,,2015,NOVEMBER,Seedling,D,,
BC,1,68,INGVER,23,14,5,,2015,NOVEMBER,Seedling,A,3.3,
BC,1,69,GUAGUI,11.6,4,10,,2015,NOVEMBER,Seedling,A,1.9,
BC,1,70,GUAGUI,8.1,5,0,,2015,NOVEMBER,Seedling,A,1.2,
BC,1,71,OCOLEU,,,,,2015,NOVEMBER,Seedling,D,,
BC,1,72,PREMON,36.4,3,0,,2015,NOVEMBER,Seedling,A,3.8,
BC,1,73,PREMON,49.5,3,0,,2015,NOVEMBER,Seedling,A,6.4,
BC,1,74,INGVER,8.9,8,0,,2015,NOVEMBER,Seedling,A,1.9,
BC,1,75,ROUSUR,13.7,8,0,,2015,NOVEMBER,Seedling,A,1.6,
BC,1,76,GUAGUI,16.3,4,5,,2015,NOVEMBER,Seedling,A,2,
BC,1,77,CALCAL,27.8,5,0,,2015,NOVEMBER,Seedling,A,2.8,
BC,1,78,ROYBOR,41,2,0,,2015,NOVEMBER,Seedling,A,2.4,
BC,1,79,ROUSUR,13.3,7,0,,2015,NOVEMBER,Seedling,A,1.7,
BC,1,80,ROUSUR,14.6,7,0,,2015,NOVEMBER,Seedling,A,1.7,
BC,1,81,INGVER,11.6,9,5,,2015,NOVEMBER,Seedling,A,2.3,
BC,1,82,ROUSUR,29.4,9,0,,2015,NOVEMBER,Seedling,A,2.8,
BC,1,83,OCOLEU,22.2,11,10,,2015,NOVEMBER,Seedling,A,3.8,
BC,1,84,INGVER,,,,,2015,NOVEMBER,Seedling,D,,
BC,1,85,GUAGUI,25.9,2,3,,2015,NOVEMBER,Seedling,A,2.8,
BC,1,86,INGVER,24.9,10,10,,2015,NOVEMBER,Seedling,A,3.9,
BC,1,87,GUAGUI,11.6,3,20,,2015,NOVEMBER,Seedling,A,1.7,
BC,1,88,HIPVOL,8.5,11,0,,2015,NOVEMBER,Seedling,A,3.2,
BC,1,89,HIPVOL,11.7,10,0,,2015,NOVEMBER,Seedling,A,1.9,
BC,1,90,INGVER,10.4,6,0,Dead top,2015,NOVEMBER,Seedling,A,1,
BC,1,91,OCOLEU,20.5,4,10,"Dying, main stem broken",2015,NOVEMBER,Seedling,A,3.5,
BC,1,92,HIPVOL,31.3,24,5,,2015,NOVEMBER,Seedling,A,4.2,
BC,1,93,INGVER,17.6,9,5,,2015,NOVEMBER,Seedling,A,2.4,
BC,1,94,INGVER,13.8,7,0,,2015,NOVEMBER,Seedling,A,2,
BC,1,95,INGVER,8.8,9,0,,2015,NOVEMBER,Seedling,A,1.7,
BC,1,96,ROUSUR,12.7,7,5,,2015,NOVEMBER,Seedling,A,1.7,
DE,1,97,INGVER,14.3,4,15,,2015,NOVEMBER,Seedling,A,2.9,
DE,1,98,INGVER,10.3,4,15,,2015,NOVEMBER,Seedling,A,3.2,
DE,1,99,INGVER,9,3,15,,2015,NOVEMBER,Seedling,A,1.6,
DE,1,100,GUAGUI,8.1,3,10,,2015,NOVEMBER,Seedling,A,1.7,
DE,1,101,ROUSUR,10.2,7,10,,2015,NOVEMBER,Seedling,A,2.3,
DE,1,102,GUAGUI,15.1,4,5,,2015,NOVEMBER,Seedling,A,2.5,
DE,1,103,INGVER,,,,,2015,NOVEMBER,Seedling,D,,
DE,1,104,INGVER,12.1,3,5,,2015,NOVEMBER,Seedling,A,1.7,
DE,1,105,INGVER,18.8,1,10,,2015,NOVEMBER,Seedling,A,1.4,
DE,1,106,INGVER,12.2,5,20,,2015,NOVEMBER,Seedling,A,1.8,
DE,1,107,INGVER,10.4,3,0,,2015,NOVEMBER,Seedling,A,1.5,
DE,1,108,INGVER,10.8,5,15,,2015,NOVEMBER,Seedling,A,2.3,
DE,1,109,ROUSUR,11.3,4,30,,2015,NOVEMBER,Seedling,A,2.7,
DE,1,110,INGVER,16,6,30,,2015,NOVEMBER,Seedling,A,3.1,
DE,1,111,INGVER,12.4,4,5,,2015,NOVEMBER,Seedling,A,1.8,
DE,1,112,GUAGUI,15,4,10,,2015,NOVEMBER,Seedling,A,2.2,
DE,1,113,GUAGUI,17.1,2,5,,2015,NOVEMBER,Seedling,A,2.3,
DE,1,114,ROUSUR,14.4,11,0,,2015,NOVEMBER,Seedling,A,1.9,
DE,1,115,INGVER,11.3,4,5,,2015,NOVEMBER,Seedling,A,2.1,
DE,1,116,INGVER,11.8,3,5,,2015,NOVEMBER,Seedling,A,3,
DE,1,117,GUAGUI,9.3,5,10,,2015,NOVEMBER,Seedling,A,2.4,
DE,1,118,HIPVOL,17.3,14,5,,2015,NOVEMBER,Seedling,A,3.5,
DE,1,119,INGVER,13,3,15,,2015,NOVEMBER,Seedling,A,2.2,
DE,1,120,ROUSUR,10.8,6,0,,2015,NOVEMBER,Seedling,A,1.4,
DE,1,121,PSYBRA,29.3,10,5,,2015,NOVEMBER,Seedling,A,4.9,
DE,1,122,INGVER,13.6,4,15,,2015,NOVEMBER,Seedling,A,2,
DE,1,123,INGVER,11.2,3,15,,2015,NOVEMBER,Seedling,A,2.7,
DE,1,124,INGVER,13.7,3,30,,2015,NOVEMBER,Seedling,A,2.4,
DE,1,125,INGVER,9.3,3,20,,2015,NOVEMBER,Seedling,A,1.8,
DE,1,126,ROUSUR,10.6,6,10,,2015,NOVEMBER,Seedling,A,1,
DE,1,127,INGVER,12.3,4,5,,2015,NOVEMBER,Seedling,A,2,
DE,1,128,TABHET,19.6,6,1,,2015,NOVEMBER,Seedling,A,5.6,
DE,1,129,INGVER,14.1,3,30,,2015,NOVEMBER,Seedling,A,1.9,
DE,1,130,INGVER,10.2,4,10,,2015,NOVEMBER,Seedling,A,1.7,
DE,1,131,GUAGUI,18.3,3,25,,2015,NOVEMBER,Seedling,A,2.7,
DE,1,132,ROUSUR,12,8,0,,2015,NOVEMBER,Seedling,A,1.5,
DE,1,133,INGVER,5.8,3,5,,2015,NOVEMBER,Seedling,A,1.3,
DE,1,134,GUAGUI,11.1,6,5,,2015,NOVEMBER,Seedling,A,2.5,
DE,1,135,GUAGUI,8.3,4,10,,2015,NOVEMBER,Seedling,A,1.6,
DE,1,136,ROUSUR,11.7,7,5,,2015,NOVEMBER,Seedling,A,1.6,
DE,1,137,HIPVOL,,,,,2015,NOVEMBER,Seedling,NF,,
DE,1,138,OCOLEU,39.3,3,20,Prone,2015,NOVEMBER,Seedling,A,4.6,
DE,1,139,OCOLEU,11,4,10,,2015,NOVEMBER,Seedling,A,1.8,
EF,1,140,INGVER,21.8,4,10,,2015,NOVEMBER,Seedling,A,3.8,
EF,1,141,PREMON,35.6,3,0,,2015,NOVEMBER,Seedling,A,4.5,
EF,1,142,GUAGUI,16.5,3,5,,2015,NOVEMBER,Seedling,A,3,
EF,1,143,ROUSUR,12.6,8,0,,2015,NOVEMBER,Seedling,A,1.6,
EF,1,144,INGVER,11.1,4,1,,2015,NOVEMBER,Seedling,A,2.6,
EF,1,145,GUAGUI,11.3,7,10,,2015,NOVEMBER,Seedling,A,1.9,
EF,1,146,INGVER,13.3,6,30,,2015,NOVEMBER,Seedling,A,2.3,
EF,1,147,PSYBRA,23.8,7,5,,2015,NOVEMBER,Seedling,A,5.7,
EF,1,148,PREMON,31.8,3,0,,2015,NOVEMBER,Seedling,A,4.6,
EF,1,149,INGVER,13.3,5,30,,2015,NOVEMBER,Seedling,A,2.2,
EF,1,150,HIPVOL,12.8,16,1,,2015,NOVEMBER,Seedling,A,2.3,
EF,1,151,GUAGUI,6.3,5,3,,2015,NOVEMBER,Seedling,A,1.8,
EF,1,152,HIPVOL,15.3,15,0,,2015,NOVEMBER,Seedling,A,3.1,
EF,1,153,MYRLEP,16.6,16,15,,2015,NOVEMBER,Seedling,A,1.9,
EF,1,154,INGVER,15.8,4,40,,2015,NOVEMBER,Seedling,A,2.6,
EF,1,155,ROUSUR,10,4,0,,2015,NOVEMBER,Seedling,A,1.4,
EF,1,156,ROUSUR,9.5,6,10,,2015,NOVEMBER,Seedling,A,1.4,
EF,1,157,OCOLEU,15.3,8,10,,2015,NOVEMBER,Seedling,A,3.5,
EF,1,158,GUAGUI,10,6,10,,2015,NOVEMBER,Seedling,A,1.6,
EF,1,159,GUAGUI,,,,,2015,NOVEMBER,Seedling,D,,
EF,1,160,HETLAU,11.3,5,10,,2015,NOVEMBER,Seedling,A,2.6,
EF,1,161,GUAGUI,15,4,25,,2015,NOVEMBER,Seedling,A,2.3,
EF,1,162,OCOLEU,9.1,6,5,,2015,NOVEMBER,Seedling,A,1.6,
EF,1,163,GUAGUI,,,,,2015,NOVEMBER,Seedling,NF,,
EF,1,164,GUAGUI,12.6,3,15,,2015,NOVEMBER,Seedling,A,2.5,
EF,1,165,INGVER,7.1,3,10,,2015,NOVEMBER,Seedling,A,1.4,
EF,1,166,INGVER,12.3,5,15,,2015,NOVEMBER,Seedling,A,1.6,
EF,1,167,GUAGUI,21.3,3,10,,2015,NOVEMBER,Seedling,A,1.8,
EF,1,168,GUAGUI,15.2,2,0,,2015,NOVEMBER,Seedling,A,2.6,
EF,1,169,GUAGUI,19.9,6,0,,2015,NOVEMBER,Seedling,A,3.9,
EF,1,170,ROYBOR,,,,,2015,NOVEMBER,Seedling,D,,
EF,1,171,HIPVOL,18.6,14,1,,2015,NOVEMBER,Seedling,A,2.4,
EF,1,172,ROUSUR,13.6,4,5,,2015,NOVEMBER,Seedling,A,1.6,
EF,1,173,GUAGUI,12.3,3,10,,2015,NOVEMBER,Seedling,A,2,
EF,1,174,GUAGUI,11.5,8,15,,2015,NOVEMBER,Seedling,A,3.1,
EF,1,175,INGVER,15.3,3,15,,2015,NOVEMBER,Seedling,A,2.2,
EF,1,176,INGVER,12.1,5,5,,2015,NOVEMBER,Seedling,A,2.7,
EF,1,177,INGVER,13.3,4,15,,2015,NOVEMBER,Seedling,A,2.6,
EF,1,178,INGVER,15.1,3,15,,2015,NOVEMBER,Seedling,A,1.9,
EF,1,179,OCOLEU,9.3,5,5,,2015,NOVEMBER,Seedling,A,1.5,
EF,1,180,ROUSUR,,,,,2015,NOVEMBER,Seedling,NF,,
EF,1,181,SCHMOR,9.3,9,5,,2015,NOVEMBER,Seedling,A,2.7,
EF,1,182,INGVER,7.3,5,15,,2015,NOVEMBER,Seedling,A,2.3,
EF,1,183,OCOSIN,9.3,4,5,,2015,NOVEMBER,Seedling,A,1.5,
EF,1,184,ROUSUR,24,5,0,,2015,NOVEMBER,Seedling,A,2.7,
EF,1,185,GUAGUI,,,,,2015,NOVEMBER,Seedling,D,,
EF,1,186,INGVER,,,,,2015,NOVEMBER,Seedling,D,,
EF,1,187,HIPVOL,22.3,14,1,,2015,NOVEMBER,Seedling,A,3.8,
EF,1,188,ANDINE,31.8,3,10,,2015,NOVEMBER,Seedling,A,19.9,
EF,1,189,INGVER,14.3,5,10,,2015,NOVEMBER,Seedling,A,2.3,
EF,1,190,CALCAL,24.6,8,5,,2015,NOVEMBER,Seedling,A,3.3,
EF,1,191,ROUSUR,8.6,3,0,,2015,NOVEMBER,Seedling,A,2.2,
EF,1,192,INGVER,12.8,3,15,,2015,NOVEMBER,Seedling,A,3.1,
EF,1,193,PREMON,57.8,2,0,,2015,NOVEMBER,Seedling,A,10.2,
EF,1,194,MYRLEP,16.6,3,5,,2015,NOVEMBER,Seedling,A,1.7,
EF,1,195,INGVER,14.3,3,15,,2015,NOVEMBER,Seedling,A,2.2,
EF,1,196,INGVER,17.3,4,20,,2015,NOVEMBER,Seedling,A,2.6,
EF,1,197,HIPVOL,44.3,23,5,,2015,NOVEMBER,Seedling,A,4.5,
EF,1,198,INGVER,22.9,4,30,,2015,NOVEMBER,Seedling,A,4.9,
EF,1,199,GUAGUI,11.4,5,1,,2015,NOVEMBER,Seedling,A,2.7,
AB,2,1,GUAGUI,12.8,3,0,,2015,NOVEMBER,Seedling,A,2.2,
AB,2,2,ROUSUR,,,,,2015,NOVEMBER,Seedling,D,,
AB,2,3,ROUSUR,10.2,4,0,,2015,NOVEMBER,Seedling,A,1.6,
AB,2,4,ROUSUR,12.6,3,0,,2015,NOVEMBER,Seedling,A,1.6,
AB,2,5,OCOSIN,15.6,6,5,,2015,NOVEMBER,Seedling,A,1.8,
AB,2,6,GUAGUI,,,,,2015,NOVEMBER,Seedling,NF,,
AB,2,7,ROUSUR,,,,,2015,NOVEMBER,Seedling,NF,,
AB,2,8,ROUSUR,16.1,7,0,,2015,NOVEMBER,Seedling,A,2.2,
AB,2,9,ROUSUR,18.5,4,0,,2015,NOVEMBER,Seedling,A,2.1,
AB,2,10,PREMON,43.5,2,0,,2015,NOVEMBER,Seedling,A,13.2,
AB,2,11,ROUSUR,17.2,4,5,,2015,NOVEMBER,Seedling,A,1.7,
AB,2,12,OCOLEU,14.5,7,5,,2015,NOVEMBER,Seedling,A,1.9,
AB,2,13,OCOLEU,,,,,2015,NOVEMBER,Seedling,D,,
AB,2,14,ROUSUR,24.3,4,5,,2015,NOVEMBER,Seedling,A,2.3,
AB,2,15,ROUSUR,14.3,7,0,,2015,NOVEMBER,Seedling,A,1.7,
AB,2,16,OCOLEU,17,4,0,,2015,NOVEMBER,Seedling,A,2.5,
AB,2,17,ROUSUR,,,,,2015,NOVEMBER,Seedling,D,,
AB,2,18,ROUSUR,,,,,2015,NOVEMBER,Seedling,D,,
AB,2,19,ROUSUR,,,,,2015,NOVEMBER,Seedling,NF,,
BC,2,20,GUAGUI,7.8,5,20,,2015,NOVEMBER,Seedling,A,1.8,
BC,2,21,GUAGUI,8.3,5,10,,2015,NOVEMBER,Seedling,A,1.8,
BC,2,22,GUAGUI,11.3,3,10,,2015,NOVEMBER,Seedling,A,1.9,
BC,2,23,GUAGUI,13.6,4,10,,2015,NOVEMBER,Seedling,A,1.6,
BC,2,24,OCOSIN,,,,,2015,NOVEMBER,Seedling,D,,
BC,2,25,ROYBOR,,,,,2015,NOVEMBER,Seedling,NF,,
BC,2,26,GUAGUI,11.3,6,15,,2015,NOVEMBER,Seedling,A,3,
BC,2,27,OCOSIN,15.6,5,5,,2015,NOVEMBER,Seedling,A,1.7,
BC,2,28,ROUSUR,12,2,15,Identified in this census,2015,NOVEMBER,Seedling,A,1.4,
BC,2,29,GUAGUI,,,,,2015,NOVEMBER,Seedling,NF,,
BC,2,30,OCOSIN,13.6,8,5,,2015,NOVEMBER,Seedling,A,2,
BC,2,31,OCOSIN,,,,,2015,NOVEMBER,Seedling,D,,
BC,2,32,GUAGUI,9.7,6,10,,2015,NOVEMBER,Seedling,A,2,
BC,2,33,ROUSUR,11,5,10,,2015,NOVEMBER,Seedling,A,1.3,
BC,2,34,OCOLEU,1.3,6,30,,2015,NOVEMBER,Seedling,A,2.2,
BC,2,35,GUAGUI,,,,,2015,NOVEMBER,Seedling,D,,
BC,2,36,OCOSIN,8.3,4,3,,2015,NOVEMBER,Seedling,A,1.9,
BC,2,37,,,,,,2015,NOVEMBER,Seedling,D,,
BC,2,38,ROUSUR,9.8,4,10,,2015,NOVEMBER,Seedling,A,1.4,
BC,2,39,SECVIR,9.9,4,15,,2015,NOVEMBER,Seedling,A,1.8,
BC,2,40,OCOSIN,13.1,8,15,,2015,NOVEMBER,Seedling,A,1.7,
BC,2,41,OCOSIN,8.2,3,1,,2015,NOVEMBER,Seedling,A,1.4,
BC,2,42,OCOSIN,13.4,6,1,,2015,NOVEMBER,Seedling,A,1.9,
BC,2,43,ROUSUR,,,,,2015,NOVEMBER,Seedling,D,,
BC,2,44,OCOLEU,12.5,4,5,,2015,NOVEMBER,Seedling,A,1.8,
BC,2,45,ROUSUR,,,,,2015,NOVEMBER,Seedling,D,,
BC,2,46,ROUSUR,15.1,4,0,,2015,NOVEMBER,Seedling,A,1.6,
BC,2,47,MYRDEF,10.5,11,0,,2015,NOVEMBER,Seedling,A,1.5,
BC,2,48,OCOSIN,13.6,3,0,,2015,NOVEMBER,Seedling,A,1.7,
BC,2,49,GUAGUI,11.2,5,15,,2015,NOVEMBER,Seedling,A,2.4,
BC,2,50,ROUSUR,15.2,4,1,Killed while measuring. ,2015,NOVEMBER,Seedling,D,2.4,
BC,2,51,PIPHIS,18.8,13,5,Branch fell on it. ,2015,NOVEMBER,Seedling,A,3,
BC,2,52,OCOSIN,18.8,5,5,,2015,NOVEMBER,Seedling,A,1.8,
BC,2,53,GUAGUI,8.9,5,20,,2015,NOVEMBER,Seedling,A,2.4,
BC,2,54,ROUSUR,,,,,2015,NOVEMBER,Seedling,D,,
BC,2,55,ROUSUR,11.3,4,5,,2015,NOVEMBER,Seedling,A,2,
BC,2,56,OCOSIN,10.8,5,25,,2015,NOVEMBER,Seedling,A,1.8,
BC,2,57,ROUSUR,9.8,4,10,,2015,NOVEMBER,Seedling,A,1.6,
DE,2,58,GUAGUI,7.5,4,5,,2015,NOVEMBER,Seedling,A,1.6,
DE,2,59,ROUSUR,15.4,5,10,,2015,NOVEMBER,Seedling,A,1.8,
DE,2,60,GUAGUI,12.8,5,10,,2015,NOVEMBER,Seedling,A,1.9,
DE,2,61,ROUSUR,12,5,0,,2015,NOVEMBER,Seedling,A,1.7,
DE,2,62,ROUSUR,,,,,2015,NOVEMBER,Seedling,NF,,
DE,2,63,ROUSUR,10.7,4,0,,2015,NOVEMBER,Seedling,A,1.7,
DE,2,64,ROUSUR,8.8,2,0,,2015,NOVEMBER,Seedling,A,1.3,
DE,2,65,ROUSUR,10,3,5,,2015,NOVEMBER,Seedling,A,1.3,
DE,2,66,CALCAL,25.8,5,0,,2015,NOVEMBER,Seedling,A,3,
DE,2,67,GUAGUI,18,3,10,,2015,NOVEMBER,Seedling,A,2,
DE,2,68,OCOSIN,16.1,7,10,,2015,NOVEMBER,Seedling,A,1.7,
