TIMESTAMP,RECORD,Rain_mm_Tot,PanLevel,AirTC_Avg,RH,T107_C_Avg Water ,PTemp_C,AirTC_Max,AirTC_TMx,RH_Max,RH_TMx,T107_C_Max,T107_C_TMx,WS_ms_Max,WS_ms_TMx,AirTC_Min,AirTC_TMn,RH_Min,RH_TMn,T107_C_Min,T107_C_TMn,WS_ms_Min,WS_ms_TMn,SlrkW_2_Avg,SlrMJ_2_Tot,PAR_Den_Avg,PAR_Tot_Tot,BP_mmHg,AirTC_Std,T107_C_Std,SlrkW_2_Std,PAR_Den_Std,WS_ms_S_WVT,WindDir_D1_WVT,WindDir_SD1_WVT,WS_ms_Std,WindDir_Hst(1),WindDir_Hst(2),WindDir_Hst(3),WindDir_Hst(4),WindDir_Hst(5),WindDir_Hst(6),WindDir_Hst(7),WindDir_Hst(8),BattV,
TS,RN,mm,inches,Deg C,%,Deg C,Deg C,Deg C,Deg C,%,%,Deg C,Deg C,meters/second,meters/second,Deg C,Deg C,%,%,Deg C,Deg C,meters/second,meters/second,kW/m^2,MJ/m^2,umol/s/m^2,mmol/m^2,mmHg,Deg C,Deg C,kW/m^2,umol/s/m^2,meters/second,Deg,Deg,meters/second,degrees,degrees,degrees,degrees,degrees,degrees,degrees,degrees,Volts,
,,Tot,Smp,Avg,Smp,Avg,Smp,Max,TMx,Max,TMx,Max,TMx,Max,TMx,Min,TMn,Min,TMn,Min,TMn,Min,TMn,Avg,Tot,Avg,Tot,Smp,Std,Std,Std,Std,WVc,WVc,WVc,Std,"Hst,8,NaN,0.0000e+00,3.6000e+02","Hst,8,NaN,0.0000e+00,3.6000e+02","Hst,8,NaN,0.0000e+00,3.6000e+02","Hst,8,NaN,0.0000e+00,3.6000e+02","Hst,8,NaN,0.0000e+00,3.6000e+02","Hst,8,NaN,0.0000e+00,3.6000e+02","Hst,8,NaN,0.0000e+00,3.6000e+02","Hst,8,NaN,0.0000e+00,3.6000e+02",Smp,COMENTARIO
2/14/2016 0:00,767,12.4,1.733,22.48,100,25.02,21.12,28.24,2/14/2016 12:53,100,2/14/2016 0:00,28.11,2/14/2016 14:19,2.277,2/14/2016 16:00,19.4,2/14/2016 3:13,69.84,2/14/2016 13:04,22.87,2/14/2016 5:46,0,2/14/2016 0:00,68.52,0.5881212,196,16933.31,763.5,2.522,1.606,124.8,356.1,0.253,162.1,36.16,0.382,0.014,0.013,0.039,0.094,0.055,0.017,0.016,0.005,12.12,
2/15/2016 0:00,768,8.2,1.739,23.17,95,25.22,22.95,27.88,2/15/2016 12:19,100,2/15/2016 0:00,27.91,2/15/2016 12:19,3.156,2/15/2016 13:33,20.41,2/15/2016 1:15,73.72,2/15/2016 14:56,23.3,2/15/2016 6:25,0,2/15/2016 0:00,64.37,0.5525244,209.4,18084.75,763.4,2.085,1.386,116.3,377.9,0.409,135.5,53.64,0.466,0.042,0.053,0.086,0.11,0.047,0.027,0.027,0.017,12.13,
2/16/2016 0:00,769,5.4,1.738,23.79,100,25.48,21.56,28.6,2/16/2016 12:05,100,2/16/2016 2:12,28.54,2/16/2016 13:48,3.236,2/16/2016 13:21,21.14,2/16/2016 2:13,69.82,2/16/2016 12:28,23.88,2/16/2016 6:56,0,2/16/2016 0:00,64.11,0.5502578,222.4,19208.69,763.7,2.168,1.38,126.7,426.8,0.425,135.7,52.97,0.493,0.037,0.05,0.086,0.116,0.051,0.032,0.029,0.024,12.12,
2/17/2016 0:00,770,3.4,1.736,23.67,100,25.1,22.36,26.48,2/17/2016 13:33,100,2/17/2016 0:00,26.54,2/17/2016 13:33,3.156,2/17/2016 10:44,21.7,2/17/2016 0:00,86.3,2/17/2016 13:24,23.93,2/17/2016 6:44,0,2/17/2016 0:00,23.39,0.2007623,89.8,7755.473,764.4,1.366,0.791,39.42,143.1,0.288,157.5,51.74,0.389,0.018,0.024,0.049,0.079,0.041,0.026,0.027,0.022,12.11,
2/18/2016 0:00,771,1.2,1.738,23.78,100,25.48,21.18,29.5,2/18/2016 13:48,100,2/18/2016 0:00,28.41,2/18/2016 13:49,2.437,2/18/2016 12:15,21.24,2/18/2016 23:28,75.24,2/18/2016 13:10,23.8,2/18/2016 6:59,0,2/18/2016 0:00,58.81,0.5048251,199.5,17235.21,763.7,2.309,1.384,114,378.6,0.243,157.5,46.84,0.369,0.022,0.02,0.038,0.071,0.035,0.016,0.024,0.017,12.12,
2/19/2016 0:00,772,4.2,1.735,23.93,100,NAN,22.84,30.44,2/19/2016 11:36,100,2/19/2016 0:00,NAN,2/19/2016 11:34,2.597,2/19/2016 21:03,20.83,2/19/2016 1:58,68.02,2/19/2016 11:40,NAN,2/19/2016 11:34,0,2/19/2016 0:00,66.34,0.569443,212.5,18359.46,763.8,2.783,NAN,123.3,386.1,0.33,241.7,60.6,0.397,0.028,0.013,0.019,0.057,0.063,0.037,0.065,0.049,12.12,
2/20/2016 0:00,773,9.2,1.736,23.11,96.6,29.44,21.97,26.02,2/20/2016 13:07,100,2/20/2016 0:00,31.47,2/20/2016 13:06,3.715,2/20/2016 3:36,21.36,2/20/2016 4:12,74.36,2/20/2016 10:40,28.28,2/20/2016 23:40,0,2/20/2016 0:08,32.4,0.2781327,116.6,10075.18,763.5,1.22,0.869,49.93,179.8,0.616,192.4,66.39,0.482,0.031,0.023,0.052,0.147,0.188,0.07,0.059,0.045,12.12,
2/21/2016 0:00,774,10.1,1.734,23.09,100,27.59,21.86,26.87,2/21/2016 9:43,100,2/21/2016 4:49,30.35,2/21/2016 12:17,3.316,2/21/2016 8:56,21.3,2/21/2016 6:43,77.66,2/21/2016 9:46,25.58,2/21/2016 7:10,0,2/21/2016 0:00,47.28,0.4058023,166.9,14416.74,762,1.456,1.071,91.1,315,0.47,252.5,65.92,0.48,0.031,0.014,0.026,0.077,0.1,0.048,0.088,0.085,12.11,
2/22/2016 0:00,775,3.8,1.731,23.89,100,28.46,20.96,29.87,2/22/2016 14:39,100,2/22/2016 0:00,51.12,2/22/2016 13:29,3.316,2/22/2016 12:26,20.24,2/22/2016 6:55,61.82,2/22/2016 14:36,23.08,2/22/2016 23:59,0,2/22/2016 0:00,103.8,0.8911761,244.1,21087,762.7,3.093,6.725,163.2,456.4,0.364,140.3,59.35,0.481,0.073,0.042,0.047,0.075,0.059,0.016,0.026,0.025,12.11,
2/23/2016 0:00,776,21.8,1.731,22.57,100,26.33,20.26,27.6,2/23/2016 13:30,100,2/23/2016 0:00,38.91,2/23/2016 9:43,2.757,2/23/2016 10:24,20.1,2/23/2016 20:37,76.63,2/23/2016 13:42,22.08,2/23/2016 4:54,0,2/23/2016 0:00,50.63,0.4345792,160.5,13864.03,764.7,2.269,3.488,102,326.6,0.256,165.3,45.04,0.361,0.015,0.018,0.042,0.076,0.047,0.023,0.024,0.011,12.11,
2/24/2016 0:00,777,0.1,1.736,23.5,100,25.87,22.11,28.16,2/24/2016 12:47,100,2/24/2016 0:00,27.74,2/24/2016 14:05,3.795,2/24/2016 13:16,20.21,2/24/2016 0:30,76.12,2/24/2016 12:50,24.35,2/24/2016 7:45,0,2/24/2016 0:00,54.99,0.4719964,188.9,16318.35,764.8,2.367,1.168,104.3,350.1,0.328,124.4,52.74,0.469,0.043,0.052,0.057,0.069,0.035,0.025,0.03,0.018,12.11,
2/25/2016 0:00,778,0,1.731,23.84,100,26.45,20.69,29.7,2/25/2016 12:50,100,2/25/2016 0:00,29.13,2/25/2016 13:58,4.115,2/25/2016 13:57,20.52,2/25/2016 23:57,59.23,2/25/2016 15:37,24.74,2/25/2016 6:54,0,2/25/2016 0:00,94.5,0.8108441,238.6,20611.05,764.6,2.972,1.418,165.2,477.4,0.31,158.7,45.18,0.482,0.025,0.027,0.042,0.094,0.049,0.031,0.025,0.018,12.1,
2/26/2016 0:00,779,1.7,1.73,23.13,100,26.09,19.86,28.98,2/26/2016 13:51,100,2/26/2016 0:00,28.36,2/26/2016 13:51,2.677,2/26/2016 11:48,19.87,2/26/2016 23:38,60.24,2/26/2016 13:54,24.53,2/26/2016 7:10,0,2/26/2016 0:00,79.6,0.683223,195.6,16897.73,764.6,2.896,1.307,144.2,423.7,0.297,153.2,41.29,0.443,0.021,0.029,0.057,0.087,0.052,0.022,0.021,0.009,12.1,
2/27/2016 0:00,780,0,1.73,22.81,100,25.74,20.13,29.72,2/27/2016 11:26,100,2/27/2016 0:00,28.33,2/27/2016 12:59,2.757,2/27/2016 11:35,19.24,2/27/2016 7:08,60.01,2/27/2016 12:04,23.78,2/27/2016 7:34,0,2/27/2016 0:00,75.72,0.6498974,235.6,20350.56,764.2,3.361,1.514,148.9,476.3,0.234,143.9,40.44,0.392,0.027,0.023,0.039,0.072,0.029,0.017,0.016,0.01,12.11,
2/28/2016 0:00,781,9.3,1.733,22.94,100,25.74,20.77,29.32,2/28/2016 11:42,100,2/28/2016 0:00,27.94,2/28/2016 13:13,2.677,2/28/2016 15:34,19.46,2/28/2016 2:13,65.13,2/28/2016 11:57,23.92,2/28/2016 7:06,0,2/28/2016 0:00,66.36,0.5696028,230.3,19895.45,764.5,2.859,1.397,115.3,389,0.267,135.9,55.71,0.411,0.052,0.027,0.028,0.056,0.031,0.015,0.034,0.025,12.11,
2/29/2016 0:00,782,0.4,1.738,23.32,100,25.82,22.33,29.16,2/29/2016 12:09,100,2/29/2016 0:00,27.81,2/29/2016 15:07,2.517,2/29/2016 14:31,19.82,2/29/2016 5:38,59.07,2/29/2016 12:56,24.11,2/29/2016 6:58,0,2/29/2016 0:00,75.4,0.6471484,196.3,16956.33,764.6,2.819,1.26,143.3,400.7,0.312,168.9,48.72,0.434,0.023,0.014,0.045,0.084,0.058,0.029,0.035,0.024,12.11,
3/1/2016 0:00,783,0,1.743,24.23,99.7,26.69,22.11,30.35,3/1/2016 12:54,100,3/1/2016 0:00,29.62,3/1/2016 13:42,3.076,3/1/2016 17:30,20.85,3/1/2016 7:21,58.35,3/1/2016 12:54,24.6,3/1/2016 7:38,0,3/1/2016 0:00,94,0.807147,256.7,22172.45,765.1,2.93,1.628,167.1,496.1,0.345,168.4,53.91,0.459,0.025,0.02,0.044,0.093,0.057,0.027,0.042,0.036,12.11,
3/2/2016 0:00,784,5,1.737,23.25,100,26.26,21.15,29,3/2/2016 13:49,100,3/2/2016 0:17,28.03,3/2/2016 14:22,2.916,3/2/2016 12:05,20.39,3/2/2016 4:17,60.41,3/2/2016 14:19,24.78,3/2/2016 7:41,0,3/2/2016 0:01,76.45,0.6561821,151.4,13080.5,764.6,2.581,1.041,143.3,346.8,0.325,170.4,49.71,0.48,0.023,0.015,0.042,0.094,0.062,0.03,0.033,0.026,12.11,
3/3/2016 0:00,785,11.3,1.739,22.61,100,25.72,21.86,27.4,3/3/2016 12:27,100,3/3/2016 0:00,27.31,3/3/2016 14:46,3.635,3/3/2016 9:25,19.34,3/3/2016 5:39,72.23,3/3/2016 11:51,24.24,3/3/2016 7:02,0,3/3/2016 0:00,49.32,0.4233586,175.2,15133.87,764,2.298,0.953,74.36,261.2,0.26,166.2,48.13,0.396,0.022,0.01,0.036,0.071,0.048,0.019,0.031,0.023,12.11,
3/4/2016 0:00,786,0.4,1.742,23.33,100,25.82,23.12,28.3,3/4/2016 12:25,100,3/4/2016 0:00,27.5,3/4/2016 14:18,2.437,3/4/2016 15:13,19.62,3/4/2016 6:41,78.46,3/4/2016 13:37,24.14,3/4/2016 7:35,0,3/4/2016 0:01,54.67,0.4692866,188.7,16298.8,763.8,2.249,1.054,105.7,355.2,0.304,158.3,45.91,0.392,0.017,0.023,0.052,0.1,0.052,0.022,0.026,0.013,12.11,
3/5/2016 0:00,787,35.1,1.738,23.27,100,25.94,21.75,25.63,3/5/2016 11:10,100,3/5/2016 0:00,27.11,3/5/2016 15:05,2.277,3/5/2016 21:12,21.47,3/5/2016 23:00,93.2,3/5/2016 11:09,24.94,3/5/2016 7:30,0,3/5/2016 0:00,39.49,0.3389606,144,12438.54,763.7,1.158,0.662,54.74,200.1,0.121,119.6,38.41,0.254,0.017,0.019,0.02,0.029,0.013,0.004,0.012,0.007,12.11,
3/6/2016 0:00,788,3.7,1.738,23.22,100,25.79,21.67,28.48,3/6/2016 13:54,100,3/6/2016 0:00,27.49,3/6/2016 15:08,3.316,3/6/2016 15:51,20.99,3/6/2016 5:55,77.95,3/6/2016 14:01,24.57,3/6/2016 7:15,0,3/6/2016 0:00,57.03,0.4894936,200.2,17292.79,763.2,2.029,0.952,99.5,344.2,0.196,128.1,40.32,0.35,0.033,0.024,0.035,0.051,0.021,0.007,0.012,0.012,12.11,
3/7/2016 0:00,789,19.3,1.741,23.11,100,25.88,21.86,27.77,3/7/2016 13:32,100,3/7/2016 0:00,27.56,3/7/2016 14:59,2.597,3/7/2016 10:31,20.98,3/7/2016 18:54,75.41,3/7/2016 10:47,24.87,3/7/2016 7:01,0,3/7/2016 0:00,52.34,0.4492462,191,16497.99,764.2,2.014,0.872,92.5,332.3,0.295,304.4,48.09,0.431,0.04,0.012,0.012,0.023,0.027,0.02,0.085,0.076,12.1,
3/8/2016 0:00,790,4.1,1.745,22.41,82.5,24.9,22.45,23.89,3/8/2016 10:44,100,3/8/2016 0:00,25.27,3/8/2016 0:01,4.275,3/8/2016 10:50,21.39,3/8/2016 5:28,76.42,3/8/2016 22:47,24.2,3/8/2016 23:56,0,3/8/2016 0:00,17.19,0.1475646,65.78,5682.456,765.9,0.591,0.268,24.05,91.5,0.547,197.2,56.63,0.505,0.021,0.018,0.039,0.136,0.194,0.063,0.045,0.031,12.07,
3/9/2016 0:00,791,0.3,1.739,22.69,92.8,24.8,20.29,26.96,3/9/2016 12:28,98.8,3/9/2016 2:57,27.15,3/9/2016 14:53,4.914,3/9/2016 12:39,19.45,3/9/2016 2:36,58.05,3/9/2016 12:48,23.33,3/9/2016 7:51,0,3/9/2016 0:06,67.98,0.583459,234.2,20231.93,766.6,1.97,1.13,118.1,399.6,0.941,169.3,65.27,0.6,0.04,0.043,0.13,0.296,0.245,0.088,0.067,0.032,12.12,
3/10/2016 0:00,792,3.8,1.733,21.68,100,24.32,19.36,27.79,3/10/2016 11:06,100,3/10/2016 18:41,25.96,3/10/2016 15:26,4.434,3/10/2016 16:34,16.82,3/10/2016 6:51,55.32,3/10/2016 11:06,22.47,3/10/2016 7:27,0,3/10/2016 0:03,85.8,0.7362832,277,23926.11,766.6,3.177,1.074,151.9,491.9,0.714,158.9,62.34,0.58,0.036,0.044,0.108,0.224,0.157,0.052,0.055,0.037,12.11,
3/11/2016 0:00,793,4.8,1.743,21.74,100,24.52,20.31,27.72,3/11/2016 12:34,100,3/11/2016 0:00,26.19,3/11/2016 14:04,4.354,3/11/2016 19:12,18.25,3/11/2016 6:57,64.23,3/11/2016 12:30,22.99,3/11/2016 7:00,0,3/11/2016 0:00,78.8,0.676361,203,17536.35,766.6,2.989,1.078,140.5,388.9,0.541,181,57.63,0.644,0.037,0.025,0.056,0.143,0.137,0.047,0.064,0.03,12.11,
3/12/2016 0:00,794,12.6,1.744,22.01,100,24.64,21.78,26.21,3/12/2016 13:01,100,3/12/2016 0:00,25.81,3/12/2016 13:44,3.715,3/12/2016 12:02,19.84,3/12/2016 3:52,80.1,3/12/2016 10:50,23.64,3/12/2016 6:51,0,3/12/2016 0:00,44.47,0.3816678,114.3,9874.699,765.5,1.583,0.724,87.4,262.7,0.391,190.8,51.14,0.512,0.018,0.018,0.035,0.09,0.116,0.041,0.045,0.028,12.1,
3/13/2016 0:00,795,21,1.751,22.93,100,25,22.19,25.51,3/13/2016 10:59,100,3/13/2016 0:00,25.92,3/13/2016 16:03,3.476,3/13/2016 14:27,21.36,3/13/2016 3:14,87.4,3/13/2016 11:01,24.2,3/13/2016 6:31,0,3/13/2016 0:00,38.18,0.3276885,137.4,11869.82,764.8,1.118,0.602,59.15,210.1,0.314,162.3,47.14,0.454,0.019,0.026,0.045,0.081,0.07,0.032,0.029,0.013,12.11,
3/14/2016 0:00,796,6.6,1.742,23.03,100,25.36,22.31,26.5,3/14/2016 10:48,100,3/14/2016 0:00,26.47,3/14/2016 14:41,2.916,3/14/2016 11:38,21.47,3/14/2016 3:21,84.8,3/14/2016 10:52,24.49,3/14/2016 7:03,0,3/14/2016 0:00,41.46,0.3558335,139,12009.65,764.5,1.253,0.677,69.92,240.5,0.251,166.7,42.7,0.397,0.017,0.016,0.032,0.068,0.056,0.025,0.025,0.011,12.11,
3/15/2016 0:00,797,2.9,1.738,24.19,100,NAN,21.78,29.13,3/15/2016 14:55,100,3/15/2016 0:00,NAN,3/15/2016 10:07,2.597,3/15/2016 9:26,21,3/15/2016 4:02,68.7,3/15/2016 14:53,NAN,3/15/2016 10:07,0,3/15/2016 0:00,95.2,0.8170383,317,27386.13,763.7,2.615,NAN,141.4,477.5,0.314,156.5,44.4,0.426,0.022,0.022,0.046,0.115,0.049,0.022,0.026,0.012,12.11,
3/16/2016 0:00,798,0,1.736,23.94,100,NAN,20.58,31.15,3/16/2016 13:36,100,3/16/2016 0:00,NAN,3/17/2016 0:00,2.757,3/16/2016 12:10,20.36,3/16/2016 23:57,61.34,3/16/2016 13:48,NAN,3/17/2016 0:00,0,3/16/2016 0:00,91.8,0.7880269,270.6,23374.72,763.9,3.135,NAN,169.6,519.5,0.249,146.8,48.91,0.417,0.033,0.027,0.028,0.067,0.027,0.014,0.031,0.023,12.1,
3/17/2016 0:00,799,0,1.733,22.57,100,NAN,18.77,28.92,3/17/2016 13:17,100,3/17/2016 0:00,NAN,3/17/2016 21:30,3.316,3/17/2016 14:02,18.63,3/17/2016 23:56,62.01,3/17/2016 13:05,NAN,3/17/2016 21:30,0,3/17/2016 0:00,86.6,0.7435164,289.3,24987.75,764.1,3.46,NAN,152.6,504.4,0.413,161.4,52.82,0.49,0.029,0.02,0.048,0.136,0.068,0.029,0.052,0.031,12.09,
3/18/2016 0:00,800,0,1.734,22.55,100,50.65,19.31,29.92,3/18/2016 12:49,100,3/18/2016 0:00,94.3,3/18/2016 7:24,2.437,3/18/2016 15:43,18.1,3/18/2016 6:58,51.52,3/18/2016 13:09,33.74,3/18/2016 20:50,0,3/18/2016 0:00,115.4,0.9902696,347.1,29983.16,764.2,4.249,18.1,185.9,589.7,0.23,145.5,41.51,0.307,0.016,0.023,0.05,0.08,0.029,0.012,0.014,0.007,12.08,
3/19/2016 0:00,801,0,1.738,23.14,100,32.33,20.24,30.45,3/19/2016 12:26,100,3/19/2016 0:00,37.57,3/19/2016 2:08,2.277,3/19/2016 13:49,18.9,3/19/2016 5:33,47.53,3/19/2016 11:25,27.79,3/19/2016 8:04,0,3/19/2016 0:00,99.6,0.8545045,214,18489.15,763.7,3.89,2.521,168.4,433.6,0.306,147.4,48.26,0.312,0.02,0.027,0.055,0.125,0.033,0.016,0.02,0.01,12.1,
3/20/2016 0:00,802,0,1.747,24.32,97.5,30.48,22.92,31.05,3/20/2016 13:32,100,3/20/2016 0:00,32.68,3/20/2016 13:28,2.916,3/20/2016 10:10,19.56,3/20/2016 1:45,58.14,3/20/2016 14:08,28.52,3/20/2016 6:30,0,3/20/2016 0:00,102.4,0.8791345,277.8,23992.5,763.3,3.643,1.294,173.3,526.1,0.283,144.2,52.74,0.373,0.028,0.037,0.053,0.075,0.033,0.021,0.023,0.013,12.1,
3/21/2016 0:00,803,0.1,1.744,24.89,100,29.62,21.53,31.4,3/21/2016 11:42,100,3/21/2016 4:17,31.83,3/21/2016 14:22,2.996,3/21/2016 14:50,21.56,3/21/2016 5:06,54.8,3/21/2016 11:43,28.29,3/21/2016 5:10,0,3/21/2016 0:01,95,0.815735,159,13737.15,765.7,3.114,1.16,166.6,385.4,0.274,147,63.1,0.332,0.034,0.032,0.048,0.058,0.033,0.019,0.031,0.02,12.09,
3/22/2016 0:00,804,0.4,1.745,24.23,100,29.71,21.34,30.43,3/22/2016 12:11,100,3/22/2016 0:00,32.34,3/22/2016 13:27,1.638,3/22/2016 9:37,20.6,3/22/2016 6:28,61.24,3/22/2016 12:14,27.77,3/22/2016 7:13,0,3/22/2016 0:00,85.8,0.7364698,93.7,8092.482,766.6,3.316,1.525,154,233.7,0.167,162.1,50.07,0.228,0.012,0.016,0.026,0.048,0.02,0.015,0.022,0.009,12.09,
3/23/2016 0:00,805,5.6,1.75,24.13,100,29.76,22.11,29.77,3/23/2016 12:48,100,3/23/2016 0:00,31.35,3/23/2016 15:37,2.677,3/23/2016 10:27,20.74,3/23/2016 3:53,68.89,3/23/2016 12:50,28.33,3/23/2016 6:46,0,3/23/2016 0:01,59.33,0.50928,65.46,5654.241,766.4,2.536,1.059,95,134.4,0.177,140.3,41.62,0.256,0.012,0.019,0.044,0.054,0.019,0.011,0.014,0.005,12.1,
3/24/2016 0:00,806,5.2,1.751,24.2,100,30.21,22.28,30.42,3/24/2016 12:39,100,3/24/2016 0:00,32.67,3/24/2016 14:20,2.197,3/24/2016 4:13,20.76,3/24/2016 1:14,63.16,3/24/2016 11:47,28.17,3/24/2016 7:09,0,3/24/2016 0:00,95.9,0.8229105,76.5,6608.279,765.6,2.863,1.494,167.4,218,0.162,143.9,44.47,0.228,0.013,0.017,0.03,0.052,0.019,0.012,0.011,0.008,12.1,
3/25/2016 0:00,807,0.9,1.756,24.58,92.7,30.13,23.81,29.4,3/25/2016 14:54,100,3/25/2016 0:00,32,3/25/2016 13:44,1.478,3/25/2016 17:27,21.32,3/25/2016 4:54,66.58,3/25/2016 11:38,28.63,3/25/2016 7:03,0,3/25/2016 0:00,88.3,0.7575637,231.1,19965.17,766.7,2.452,1.114,154.6,445.2,0.176,146.1,49.31,0.219,0.015,0.018,0.033,0.049,0.024,0.013,0.014,0.009,12.1,
3/26/2016 0:00,808,1.6,1.752,24.53,97.4,29.9,22.19,28.65,3/26/2016 12:30,100,3/26/2016 4:44,31.54,3/26/2016 14:07,2.597,3/26/2016 12:47,22.06,3/26/2016 4:51,68.46,3/26/2016 15:29,28.79,3/26/2016 6:47,0,3/26/2016 0:00,68.16,0.5850791,139.6,12056.98,767.1,1.995,0.864,110.2,310.1,0.229,143.7,51.09,0.301,0.021,0.025,0.046,0.059,0.032,0.018,0.018,0.009,12.09,
3/27/2016 0:00,809,14.4,1.752,23.29,100,29.64,21.31,28.08,3/27/2016 13:27,100,3/27/2016 1:51,31.41,3/27/2016 14:30,2.038,3/27/2016 10:02,21.1,3/27/2016 23:59,71.39,3/27/2016 13:04,28.44,3/27/2016 6:42,0,3/27/2016 0:00,71.36,0.6125003,152.4,13168.54,766.4,1.999,0.944,133.7,313.4,0.207,146.9,47.46,0.261,0.014,0.016,0.051,0.06,0.024,0.014,0.019,0.01,12.09,
3/28/2016 0:00,810,0.1,1.753,23.47,99.9,27.73,20.58,29.78,3/28/2016 12:34,100,3/28/2016 0:00,29.85,3/28/2016 13:47,3.476,3/28/2016 14:33,18.98,3/28/2016 6:21,55.34,3/28/2016 14:55,25.51,3/28/2016 6:45,0,3/28/2016 0:00,111.4,0.9558059,242.2,20925.62,766,3.626,1.359,177.7,493.6,0.368,142.7,51.53,0.496,0.034,0.043,0.074,0.099,0.042,0.028,0.032,0.016,12.08,
3/29/2016 0:00,811,11.2,1.757,22.57,98.9,26.47,22.28,28.06,3/29/2016 13:50,100,3/29/2016 0:15,27.83,3/29/2016 14:43,2.677,3/29/2016 13:58,19.58,3/29/2016 4:24,72.17,3/29/2016 13:56,25.38,3/29/2016 6:29,0,3/29/2016 0:00,71.94,0.6174765,205.3,17731.16,764.1,2.288,0.726,129.5,421.2,0.181,149,42.67,0.274,0.014,0.016,0.033,0.061,0.024,0.011,0.014,0.008,12.09,
3/30/2016 0:00,812,35.9,1.752,22.77,100,26.36,22.03,26.81,3/30/2016 11:12,100,3/30/2016 0:33,27.45,3/30/2016 13:19,2.277,3/30/2016 3:06,21.47,3/30/2016 4:52,88.3,3/30/2016 11:17,25.65,3/30/2016 7:09,0,3/30/2016 0:00,40.38,0.346628,129.8,11211.83,765.1,1.303,0.597,72.63,218.8,0.169,151.8,45.93,0.235,0.013,0.015,0.032,0.051,0.023,0.011,0.018,0.006,12.09,
3/31/2016 0:00,813,9.1,1.755,23.93,90.6,26.61,23.72,28.86,3/31/2016 12:59,100,3/31/2016 0:00,28.17,3/31/2016 13:54,4.035,3/31/2016 14:53,21.13,3/31/2016 6:32,71.22,3/31/2016 13:00,25.31,3/31/2016 7:09,0,3/31/2016 0:00,69.45,0.5960937,234.1,20223,765.3,1.98,0.921,123.9,429.6,0.461,141.1,54.71,0.503,0.036,0.05,0.095,0.14,0.053,0.034,0.032,0.021,12.1,
4/1/2016 0:00,814,22.2,1.751,22.74,100,26.44,21.75,27.4,4/1/2016 13:03,100,4/1/2016 0:52,27.61,4/1/2016 15:14,3.236,4/1/2016 13:24,20.76,4/1/2016 3:33,79.08,4/1/2016 13:04,25.47,4/1/2016 7:33,0,4/1/2016 0:01,64.21,0.5511584,232.6,20092.36,764.5,1.543,0.701,104.1,370,0.331,139.8,47.85,0.407,0.034,0.042,0.062,0.107,0.037,0.015,0.021,0.013,12.09,
4/2/2016 0:00,815,2.4,1.755,24.65,98.4,27.1,23.32,29.66,4/2/2016 12:58,100,4/2/2016 0:00,28.9,4/2/2016 14:34,3.076,4/2/2016 9:15,21.63,4/2/2016 0:26,66.91,4/2/2016 12:47,25.74,4/2/2016 6:33,0,4/2/2016 0:00,89.4,0.7674833,314.9,27197.3,764.5,2.284,1.084,159.9,553.6,0.242,144.2,51.75,0.353,0.027,0.029,0.038,0.064,0.03,0.02,0.022,0.011,12.09,
4/3/2016 0:00,816,2.4,1.752,24.86,100,27.64,21.34,30.69,4/3/2016 14:09,100,4/3/2016 0:09,29.58,4/3/2016 13:34,2.757,4/3/2016 10:30,21.13,4/3/2016 23:54,52.4,4/3/2016 12:41,26.2,4/3/2016 6:42,0,4/3/2016 0:00,114.9,0.9863163,316.3,27322.92,765.3,3.005,1.163,181.6,598.9,0.349,149.2,51.66,0.419,0.035,0.033,0.061,0.111,0.045,0.026,0.024,0.016,12.07,
4/4/2016 0:00,817,0,1.75,23.98,100,27.24,21.31,30.07,4/4/2016 13:06,100,4/4/2016 0:00,30.38,4/4/2016 12:21,2.757,4/4/2016 12:45,20.64,4/4/2016 6:56,65.05,4/4/2016 13:05,25.5,4/4/2016 23:59,0,4/4/2016 0:00,68.86,0.591074,235.8,20371.84,764.3,2.805,1.386,116.4,405.4,0.281,145.5,45.93,0.399,0.027,0.026,0.054,0.09,0.028,0.017,0.025,0.014,12.08,
4/5/2016 0:00,818,8.1,1.751,24.1,99.8,26.97,21.1,30.74,4/5/2016 14:01,100,4/5/2016 0:00,30.86,4/5/2016 12:45,3.236,4/5/2016 16:40,20.58,4/5/2016 6:22,56.02,4/5/2016 14:00,24.49,4/5/2016 6:38,0,4/5/2016 0:00,97.8,0.8391843,295,25479.43,763.4,3.297,2.071,147.2,466,0.264,158.3,57,0.316,0.029,0.02,0.044,0.074,0.036,0.017,0.031,0.013,12.08,
4/6/2016 0:00,819,0.1,1.758,24.12,100,27.75,22,31.92,4/6/2016 12:09,100,4/6/2016 0:49,34.21,4/6/2016 12:12,2.916,4/6/2016 12:32,18.9,4/6/2016 6:38,49.71,4/6/2016 12:09,23.7,4/6/2016 6:35,0,4/6/2016 0:01,123.4,1.059361,307.6,26569.06,763.4,4.48,3.322,190.7,581.4,0.431,136.3,53.96,0.48,0.052,0.043,0.066,0.142,0.032,0.028,0.045,0.023,12.08,
