Timestamp,year,TOT_PREP(mm),Total Inrrad,Tatal PFD,Total Global Rad,Global Ref,Std Global Rad,Std Ref Rad,Max Wind_S,Time,AirTC_Max,Time,RH_Max,Time,min Wind_s,Time,AirTC_Min,Time,RH_Min,Tmin RH,MWind Seep,MWind deg.,Std m deg,Std Wind_S,0-45,45-90,90-135,135-180,180-225,225-270,270-315,315-360,Volt,Comentarios,
4/11/2016,2016,21.9,2506.3,8352.9,815,62.32,276.9,17.14,6.194,1306,26.66,1525,92,753,0,4,20.72,2225,67.1,1505,0.863,144.5,58.64,0.761,0.069,0.103,0.183,0.126,0.118,0.071,0.099,0.093,12.35,,
4/12/2016,2016,1.6,2971.5,7073.2,678.6,54.4,212.1,12.82,6.034,952,26.41,1046,91.9,0,0,0,21.27,37,59.4,1047,0.623,212.1,53.41,0.746,0.032,0.031,0.073,0.16,0.133,0.062,0.074,0.059,12.35,,
4/13/2016,2016,0,3382.8,6386.8,619,53.45,218.7,13.28,4.116,1701,26.09,1043,87,2304,0,2,21.54,457,62,1032,0.833,318,31.51,0.761,0.065,0.012,0.011,0.01,0.022,0.038,0.268,0.407,12.33,,
4/14/2016,2016,0,8521.6,15716,1615,113.6,418.8,26.51,6.673,1208,26.67,1320,84.8,212,0,6,21.11,508,55.96,1441,1.602,295.4,28.91,1.218,0.073,0.005,0.001,0.003,0.048,0.188,0.609,0.675,12.34,,
4/15/2016,2016,0,6246.8,13128,1346,92.6,360.6,22.29,5.075,1243,26.92,1456,82.1,524,0,0,21.11,435,47.24,1457,1.016,295.3,32.9,0.876,0.117,0.023,0.068,0.114,0.081,0.052,0.146,0.416,12.34,,
4/16/2016,2016,0.1,2055.5,11410,1108,72.8,323,19.47,5.235,1155,27.46,1613,85.6,2251,0,0,21.5,608,55.62,1614,0.729,25.98,36.32,0.792,0.13,0.036,0.054,0.122,0.037,0.026,0.081,0.244,12.34,,
4/17/2016,2016,0,5276.4,14006,1342,89.6,379.1,22.73,6.673,1504,29.13,1359,86.2,321,0,0,21,321,52.38,1226,1.046,179.8,53.69,0.957,0.044,0.04,0.11,0.352,0.267,0.074,0.083,0.076,12.34,,
4/18/2016,2016,20.4,289.45,4769.6,434.3,50.25,153,10.64,4.596,1611,25.88,1003,89,1252,0,1,19.48,1523,65.68,912,0.904,196.4,40.32,0.683,0.042,0.02,0.081,0.204,0.242,0.106,0.08,0.13,12.33,,
4/19/2016,2016,4.9,1689.7,3789,346.3,40.52,114,8.63,6.194,1306,25.35,921,94.9,1327,0,14,20.5,1920,63.73,46,0.817,272.8,49.79,0.735,0.081,0.027,0.015,0.044,0.129,0.134,0.154,0.233,12.35,,
4/20/2016,2016,0,3180.7,6523.2,651.8,47.31,181.5,11.76,5.075,1537,24.78,1548,76.6,633,0,0,21.17,633,60.33,913,0.691,316.2,48.62,0.786,0.083,0.026,0.016,0.027,0.053,0.045,0.144,0.296,12.35,,
4/21/2016,2016,5.1,831.81,3863.6,374.3,35.86,134.5,9.26,4.755,816,24.68,1314,92.5,858,0,0,20.13,645,66.41,1315,0.79,146.2,61.09,0.681,0.077,0.058,0.161,0.171,0.095,0.036,0.065,0.128,12.36,,
4/22/2016,2016,5.6,883.94,2536.9,222.8,31.03,66.4,7.43,4.596,234,23.93,1201,97.1,2258,0,0,20.83,729,71.2,12,0.971,100.6,66.91,0.721,0.115,0.143,0.26,0.153,0.057,0.053,0.093,0.097,12.36,,
4/23/2016,2016,49.6,1128.9,6615.2,670.8,50.78,240,14.71,7.15,1706,27.2,1233,100,215,0,3,-39.73,851,0.18,850,1.078,270.1,67.67,0.903,0.122,0.069,0.064,0.115,0.265,0.121,0.154,0.167,12.36,,
4/24/2016,2016,0,3845.7,8787.7,911,69.22,291.9,17.99,7.63,1246,28.2,1014,90.5,149,0,1,22.67,450,59.98,1330,1.05,234.7,67.17,0.932,0.101,0.08,0.091,0.182,0.218,0.09,0.135,0.154,12.34,,
4/25/2016,2016,15.6,1590.9,4088.4,393.7,42.83,140.2,9.76,4.436,1448,26.99,857,95.8,1349,0,6,22.12,2217,65.33,807,0.62,224.2,49.94,0.672,0.048,0.026,0.054,0.106,0.155,0.071,0.068,0.091,12.34,,
4/26/2016,2016,0.1,1690.9,5289.8,550.4,49.17,184.2,11.94,8.43,1409,27.83,1305,93.9,6,0,0,22.11,41,61.21,1306,0.769,218.4,51.99,0.82,0.032,0.023,0.055,0.132,0.239,0.101,0.102,0.084,12.35,,
4/27/2016,2016,48,1859.9,3866.1,404.5,41.65,151.7,10.35,6.034,1741,27.06,1343,97.7,1739,0,0,20.12,1755,72.8,1234,0.774,290.9,65.01,0.647,0.059,0.04,0.037,0.036,0.08,0.12,0.251,0.151,12.33,,
4/28/2016,2016,1.6,4094.1,7451.4,824,57.78,273.3,16.41,5.874,1457,28.89,1227,96.8,718,0,2,22.98,151,60.63,1230,0.824,297.2,62.82,0.809,0.108,0.041,0.04,0.056,0.101,0.111,0.205,0.163,12.34,,
4/29/2016,2016,8.2,487.59,3302.5,339.6,43.63,104.6,8.12,8.59,1524,25.38,925,93.7,1051,0,0,20.83,1520,71.1,1646,0.863,272.3,69.09,0.826,0.103,0.044,0.042,0.09,0.213,0.117,0.118,0.136,12.36,,
4/30/2016,2016,2.6,1705,3945.9,332.2,43.67,105.2,7.9,7.63,626,24.32,1605,93.3,347,0,1,21.54,1930,57.38,2332,1.56,219.1,49.81,1.326,0.027,0.02,0.046,0.271,0.803,0.144,0.138,0.111,12.36,,
5/1/2016,2016,25.1,1578.6,3984.5,336,44.86,131.4,9.51,9.39,1851,25.5,1156,97.2,1725,0,8,19.59,1815,58.07,37,0.957,252.1,62.64,1.077,0.057,0.044,0.061,0.094,0.291,0.145,0.137,0.127,12.34,,
5/2/2016,2016,1.8,3416,6517.9,698.7,58.54,204.5,12.65,5.874,1002,26.05,1403,94.9,2049,0,1,20.58,2102,64.44,1411,0.799,328.6,56.33,0.712,0.142,0.07,0.07,0.085,0.044,0.066,0.14,0.182,12.33,,
5/3/2016,2016,0.9,4252.3,7989.3,850,66.34,283.8,16.87,6.194,100,27.06,1201,94.2,205,0,0,20.59,425,59.69,1350,1.028,317.4,67.19,0.924,0.19,0.12,0.074,0.067,0.114,0.11,0.156,0.197,12.34,,
5/4/2016,2016,13.2,4385.2,8504.5,890,66.74,272.6,16.96,6.673,1234,27.32,1035,95,2353,0,0,22.03,118,64.6,1404,0.765,286.1,56.94,0.736,0.061,0.033,0.024,0.036,0.081,0.139,0.246,0.145,12.33,,
5/5/2016,2016,4.1,4437.6,8531.1,898,68.06,291.4,18.26,6.513,1619,28.63,1410,97.9,536,0,0,22.11,249,60.83,1411,1.108,295.6,70.8,0.827,0.076,0.049,0.058,0.063,0.101,0.163,0.363,0.235,12.35,,
5/6/2016,2016,0.2,6029.1,11850,1240,87.2,362,22.2,6.513,1904,29.19,1250,93,0,0,0,22.85,1,62.22,1250,1.343,278.4,77.3,0.911,0.089,0.062,0.076,0.109,0.19,0.232,0.342,0.243,12.35,,
5/7/2016,2016,1.2,4592.9,9116.1,944,67.77,265.6,17.07,10.03,512,29.63,1447,92,2301,0,1,23.62,345,60.38,1447,1.773,270.9,81.8,1.15,0.123,0.093,0.127,0.162,0.258,0.296,0.41,0.303,12.34,,
5/8/2016,2016,0,1975.8,5432.4,542.3,42.5,152.7,9.1,7.79,314,27.58,1211,96.5,2356,0,2,22.77,651,64.3,1223,1.105,260.7,57.45,1.097,0.07,0.034,0.061,0.205,0.345,0.092,0.11,0.188,12.35,,
5/9/2016,2016,0.2,4617.9,9561.4,987,68.36,302.9,18.49,5.395,953,27.82,1011,100,50,0,0,22.74,444,65.74,1714,0.999,17.75,59.72,0.93,0.262,0.155,0.112,0.062,0.04,0.041,0.097,0.231,12.34,,
5/10/2016,2016,7.9,3053.3,8312.3,848,67.24,272.6,17.38,5.554,1110,27.08,1135,93.8,646,0,16,20.98,650,60.26,1241,1.329,63.26,62.16,0.907,0.243,0.245,0.294,0.149,0.054,0.05,0.093,0.201,12.34,,
5/11/2016,2016,6.1,3107.1,7503.9,759,61.22,237.3,14.44,5.395,842,27.77,1208,91.4,1817,0,0,20.68,430,58.99,1211,0.934,84.3,55.25,0.805,0.155,0.127,0.176,0.15,0.072,0.044,0.074,0.136,12.34,,
5/12/2016,2016,1.2,2005.5,9306.3,950,73.9,287.4,17.96,5.235,1237,27.14,1356,91.9,2057,0,59,21.76,442,61.31,1031,1.043,54.44,54.56,0.845,0.141,0.137,0.227,0.127,0.069,0.058,0.126,0.159,12.34,,
5/13/2016,2016,3.6,2182.3,6450.3,646.8,51.6,225.7,13.82,4.755,1108,27.2,1038,93.7,213,0,0,21,507,67.08,1146,0.841,324.5,67.03,0.741,0.12,0.12,0.08,0.046,0.054,0.093,0.174,0.152,12.34,,
5/14/2016,2016,2,3788.5,10883,1142,78.5,344.4,21.9,6.194,1103,28.99,1330,95.6,600,0,0,22.03,423,59.39,1331,0.924,350.3,58.92,0.87,0.206,0.125,0.08,0.047,0.054,0.082,0.126,0.203,12.35,,
5/15/2016,2016,5.1,2494.8,11442,1183,85.6,367,23.03,6.194,1309,28.52,1424,97.4,613,0,0,21.86,627,57.1,1501,0.895,320.7,58.07,0.912,0.2,0.102,0.05,0.038,0.066,0.095,0.14,0.204,12.34,,
5/16/2016,2016,3.6,632.2,7162.6,740,55.55,215.2,13.88,6.353,1149,26.95,1239,93.2,2126,0,0,22.3,430,67.06,1348,1.197,12.46,71.2,0.912,0.285,0.22,0.139,0.057,0.051,0.072,0.137,0.237,12.34,,
5/17/2016,2016,2.4,2238.7,11965,1253,90.7,377.8,24.26,6.353,23,28.55,1307,94.7,115,0,16,22.36,535,60.18,1345,1.298,18.85,67.86,0.975,0.332,0.234,0.164,0.06,0.039,0.053,0.131,0.286,12.34,,
5/18/2016,2016,1.2,2017.1,10118,1056,77.7,317.1,20.66,6.034,1016,28.47,1625,92.9,2359,0,0,22.36,540,59.92,1625,1.074,346.6,65.98,0.942,0.25,0.163,0.095,0.051,0.062,0.092,0.144,0.218,12.34,,
5/19/2016,2016,1.8,2745.3,7487.1,769,61.96,235.2,16.04,7.15,1050,27.11,1438,95.3,547,0,2,22.09,455,68.45,1439,0.923,346.1,73.1,0.821,0.159,0.166,0.103,0.058,0.074,0.114,0.121,0.128,12.35,,
5/20/2016,2016,2.7,664.05,9961.3,1039,78.4,313.1,20.7,6.353,1324,28.14,1539,94.3,614,0,0,22.21,618,61.86,1147,1.029,353.5,65.35,0.91,0.238,0.173,0.097,0.054,0.062,0.089,0.128,0.187,12.34,,
5/21/2016,2016,1.8,568.06,8819.6,914,73.3,284.7,19.02,5.395,1305,29.07,1607,93.7,626,0,9,22.63,538,64.11,1607,0.947,333.3,68.33,0.782,0.138,0.124,0.095,0.048,0.05,0.092,0.219,0.181,12.34,,
5/22/2016,2016,0.6,1781,11232,1147,89.2,359.1,23.75,4.915,1157,30.07,1343,90.5,540,0,0,22.85,423,58.56,1329,0.868,298.9,58.13,0.749,0.059,0.035,0.031,0.027,0.049,0.133,0.337,0.197,12.34,,
5/23/2016,2016,0.1,1873.8,10536,1077,83.2,331.2,22.93,6.833,1702,29.55,1405,92,2233,0,3,23.54,526,61.74,1405,1.121,297,66.01,0.92,0.081,0.051,0.049,0.05,0.092,0.161,0.379,0.256,12.34,,
5/24/2016,2016,0.1,1812.2,9388.9,948,73.4,269.5,18.86,4.596,909,29.23,1305,93.6,447,0,0,23.38,605,58.1,1237,0.841,302.4,58.29,0.773,0.08,0.05,0.033,0.024,0.055,0.133,0.297,0.169,12.34,,
5/25/2016,2016,0,1076.2,15174,1500,116.1,403,28.19,6.353,1149,29.63,1520,91.2,449,0,0,22.47,518,49.81,1520,0.868,341.8,54.12,0.872,0.225,0.088,0.054,0.044,0.044,0.059,0.126,0.228,12.33,,
5/26/2016,2016,1.7,95.834,8086,796,68.7,229.2,17.84,4.755,1222,26.94,1243,93,2244,0,1,22.09,234,61.38,1500,0.929,128.5,54.26,0.695,0.094,0.089,0.173,0.183,0.078,0.045,0.112,0.155,12.34,,
5/27/2016,2016,11,38.513,7166.7,690.5,61.23,185.3,14.48,5.395,1159,27.39,1659,95.7,2355,0,1,22.08,48,65.34,1431,0.835,289.6,67.03,0.774,0.062,0.045,0.05,0.062,0.102,0.124,0.236,0.154,12.35,,
5/28/2016,2016,46.2,861.94,3596.5,328.8,43.69,108.3,9.39,10.83,1200,25.4,955,97.6,1348,0,0,21.29,1210,80.5,1150,0.938,288.3,67.31,0.841,0.08,0.051,0.049,0.076,0.154,0.142,0.221,0.165,12.35,,
5/29/2016,2016,50.7,2062,4343.4,427.1,50.44,139.5,11.2,7.31,1054,26.33,1354,100,2046,0,2,21.56,1108,80.6,1354,0.672,301.8,58.14,0.7,0.061,0.036,0.033,0.052,0.087,0.084,0.168,0.152,12.34,,
5/30/2016,2016,12.2,2501.4,4638.3,510.7,56.48,187.9,14.6,6.673,2257,27.5,1210,99.3,2244,0,0,22.03,627,68.5,1319,0.652,321.3,52.43,0.68,0.108,0.051,0.028,0.022,0.038,0.067,0.161,0.176,12.35,,
5/31/2016,2016,17.3,2386.8,4327.9,490.4,53.86,189.3,14.79,5.714,1747,27.25,1201,100,101,0,0,22.09,10,74.3,1201,0.88,291.4,68.53,0.788,0.098,0.083,0.055,0.037,0.08,0.155,0.232,0.141,12.34,,
6/1/2016,2016,10.2,1882.2,3358.9,388.6,51.61,133.9,11.85,7.63,1224,26.64,1123,100,8,0,2,22.64,458,80.5,1224,1.165,339.4,75.6,0.919,0.177,0.183,0.14,0.077,0.083,0.126,0.208,0.172,12.37,,
6/2/2016,2016,10.8,1236.8,2261.8,260,47.64,92.9,9.3,5.235,128,25.51,1048,100,254,0,0,23.36,346,87.2,1106,0.724,329.4,66,0.799,0.109,0.116,0.079,0.046,0.058,0.087,0.121,0.108,12.32,,
6/3/2016,2016,0.6,3876.7,6743.3,835,84.2,248.6,19.6,5.235,1542,28.99,1330,98.3,328,0,0,23.61,602,68.81,1408,0.501,333.4,48.86,0.689,0.103,0.053,0.027,0.017,0.027,0.054,0.098,0.12,12.37,,
6/4/2016,2016,7.9,4143.1,7385.7,893,96,259.9,20.66,4.596,1214,28.44,1144,98.9,643,0,0,23.26,605,68.08,1145,0.745,334.4,56.82,0.698,0.134,0.092,0.064,0.029,0.033,0.061,0.172,0.161,12.36,,
6/5/2016,2016,0.7,3208.6,5738.5,678.8,77,210.6,17.93,7.47,1442,28.11,1226,93,524,0,0,23.01,411,69.87,1227,0.775,291.6,62.54,0.731,0.053,0.042,0.046,0.056,0.079,0.103,0.244,0.152,12.36,,
6/6/2016,2016,0.3,3866.7,6738.7,833,90.6,269.6,23.43,5.554,1212,29.21,1148,93.9,2308,0,0,23.23,427,62.43,1149,0.81,339.9,63.74,0.789,0.167,0.107,0.061,0.035,0.043,0.072,0.143,0.182,12.36,,
6/7/2016,2016,0.4,3988.1,7116.7,865,97.1,280.4,24.75,5.874,1228,28.67,1137,94.8,2359,0,0,23.18,513,66.37,955,0.934,338.2,57.33,0.863,0.222,0.11,0.051,0.025,0.039,0.078,0.18,0.228,12.36,,
6/8/2016,2016,10.5,2254.4,4102.8,483.6,66.11,137,13.38,5.235,520,27.31,1453,94.9,11,0,0,21.87,646,73.2,1446,0.955,306,65.45,0.805,0.075,0.056,0.048,0.049,0.095,0.103,0.315,0.214,12.2,,
6/9/2016,2016,0.1,3619,6334.3,785,90.7,230.4,22.32,4.915,1102,28.38,1151,93.4,456,0,3,23.75,541,69.51,1102,0.826,309.4,56.76,0.8,0.136,0.063,0.034,0.027,0.052,0.114,0.236,0.165,12.24,,
6/10/2016,2016,0,4902.1,8843.5,1079,118.2,306.3,29.11,6.034,1258,28.86,1321,93.6,342,0,1,22.93,549,63,1035,0.82,325.2,54.64,0.879,0.176,0.07,0.038,0.028,0.044,0.083,0.194,0.186,12.22,,
6/11/2016,2016,2.1,5425.2,11504,1113,123.3,335.1,32.43,6.353,1616,30.34,1507,92.9,359,0,0,22.75,2358,58.81,1508,0.726,319,52.74,0.815,0.154,0.059,0.031,0.028,0.044,0.071,0.16,0.178,12.17,,
6/12/2016,2016,0,6466.8,14126,1343,140.5,377.5,35.96,5.874,1018,29.66,1208,90.6,437,0,0,22.39,436,56.1,1209,0.807,300,60.29,0.824,0.089,0.039,0.032,0.044,0.089,0.121,0.207,0.186,12.37,,
6/13/2016,2016,1,3577.2,9703.7,917,99.1,275.6,27.27,5.554,1123,28.93,1259,97.7,251,0,0,23.29,159,65.01,1344,1.098,292.3,69.59,0.886,0.069,0.05,0.055,0.06,0.093,0.168,0.381,0.222,12.2,,
6/14/2016,2016,0,5529.7,13221,1238,132.7,347.2,34.39,6.673,1442,30.08,1521,89.9,450,0,0,23.39,358,55.07,1329,1.095,293.3,63.8,0.938,0.075,0.047,0.045,0.046,0.081,0.178,0.397,0.226,12.37,,
6/15/2016,2016,0,5568.4,14314,1330,141.3,352.3,35.36,5.874,1119,30.08,1133,91.8,540,0,0,23.47,621,56.94,1602,1.025,331.3,57.29,0.872,0.203,0.094,0.081,0.064,0.049,0.098,0.207,0.227,12.38,,
6/16/2016,2016,0,5503.7,13232,1182,125.2,335.2,33.72,4.915,1048,29.56,1320,90.1,2359,0,0,22.7,554,56.71,1332,0.885,19.56,49.8,0.82,0.225,0.166,0.11,0.039,0.034,0.045,0.08,0.186,12.36,,
6/17/2016,2016,0.4,2068.8,22305,1323,141.2,366.8,37.16,4.755,1310,29.35,1443,92.4,2330,0,1,22.86,2231,53.22,1505,0.871,349.3,52.11,0.881,0.227,0.099,0.061,0.037,0.045,0.054,0.115,0.233,12.37,,
6/18/2016,2016,0.1,1888,16680,1002,106.5,288.4,29.28,5.395,849,29.79,1324,92.8,120,0,0,22.39,458,57.12,1327,0.936,340.5,61.48,0.818,0.204,0.13,0.08,0.049,0.051,0.076,0.159,0.188,12.37,,
6/19/2016,2016,5.9,3742.5,12106,697.4,77.5,240.3,23.95,6.194,2352,29.35,1357,93.5,953,0,1,22.74,858,60.42,1410,0.866,2.401,63.53,0.829,0.161,0.144,0.107,0.052,0.053,0.08,0.117,0.152,12.37,,
6/20/2016,2016,9.9,1929.1,5231.8,294.2,38.61,86.8,9.28,6.353,1439,25.68,1248,100,401,0,1,22.92,102,85.1,1301,0.746,289.2,66.47,0.744,0.087,0.071,0.057,0.042,0.076,0.119,0.179,0.115,12.38,,
6/21/2016,2016,7.8,2865.1,14573,860,91.8,263.1,25.69,6.353,1712,28.07,1212,96.1,2358,0,2,22.53,2122,60.71,1225,0.944,311.2,70.6,0.849,0.121,0.155,0.15,0.076,0.09,0.102,0.115,0.136,12.35,,
6/22/2016,2016,8.6,6468.2,20746,1266,131.6,360.1,34.91,6.673,1011,28.7,1433,100,523,0,0,22.04,423,58.97,1437,1.193,352.4,71.6,1.048,0.267,0.197,0.112,0.062,0.066,0.098,0.167,0.226,12.36,,
6/23/2016,2016,0.1,2161.7,22093,1312,135.4,370.3,35.89,5.554,1336,29.11,1312,91.4,56,0,0,22,33,47.92,1357,1.047,356.9,58.21,0.923,0.244,0.153,0.105,0.051,0.065,0.074,0.117,0.238,12.36,,
6/24/2016,2016,0,7793.4,21112,1271,131.8,363.4,35.87,6.034,1321,29.49,1246,90.5,428,0,0,22.96,424,55.82,1226,0.896,327,54.95,0.897,0.212,0.112,0.058,0.033,0.061,0.087,0.125,0.207,12.36,,
6/25/2016,2016,0,453.73,16405,961,101.4,282.1,27.97,4.755,1443,28.66,1405,90.9,35,0,0,23.43,213,64.89,1407,0.921,62.06,58.41,0.776,0.157,0.159,0.165,0.099,0.054,0.04,0.091,0.156,12.36,,
6/26/2016,2016,0,4271.5,18531,1098,117.2,308.4,30.55,5.235,1352,28.94,1347,88.6,613,0,11,23.06,2234,56.68,1339,1.025,89.8,53.28,0.757,0.17,0.108,0.225,0.174,0.053,0.035,0.09,0.17,12.35,,
6/27/2016,2016,0,2504.4,25324,1462,152.7,392.7,38.75,6.353,1522,29.28,1402,88.4,423,0,0,22.25,543,42.8,1324,0.938,337.7,52.87,0.945,0.266,0.104,0.052,0.046,0.068,0.068,0.106,0.229,12.37,,
6/28/2016,2016,1.3,1282.3,17943,1031,106.7,299.9,29.41,6.034,1209,28.8,1559,92.4,418,0,1,22.31,621,59.7,1547,0.923,318.1,52.2,0.927,0.241,0.093,0.039,0.034,0.063,0.084,0.165,0.203,12.35,,
6/29/2016,2016,0.7,2520,18197,1077,111.2,309.9,30.45,6.673,1343,29,1337,90.9,726,0,0,22.63,602,58.42,1325,1.076,325.2,67.03,0.922,0.22,0.149,0.087,0.056,0.085,0.124,0.16,0.197,12.29,,
6/30/2016,2016,0,6079.9,22161,1308,134.8,361.2,35.19,6.353,1325,28.95,1252,87.9,112,0,0,22.65,318,58.07,1359,1.154,352.3,56.59,1.019,0.279,0.152,0.135,0.07,0.085,0.089,0.118,0.225,12.38,,
7/1/2016,2016,0.6,376.03,7601.7,420,47.43,111.5,11.44,6.673,1025,27.44,1126,93.8,2357,0,0,23.34,350,71.8,1127,1.247,32.8,77.1,0.884,0.23,0.24,0.204,0.101,0.061,0.081,0.141,0.188,12.36,,
7/2/2016,2016,26.2,1210.4,3681.7,197.5,23.43,67.73,7.54,8.43,1202,25.16,1712,100,602,0,3,22.63,1322,81.2,1446,0.826,300.1,69.61,0.798,0.092,0.093,0.071,0.049,0.07,0.111,0.207,0.133,12.37,,
7/3/2016,2016,0.1,7261.7,19257,1163,115.8,332,31.16,5.874,1340,29.35,1338,96.2,502,0,2,22.77,202,57.32,1328,1.091,1.963,63.45,0.883,0.244,0.161,0.126,0.056,0.054,0.078,0.138,0.234,12.38,,
7/4/2016,2016,7.3,2210.7,14338,859,88.7,274.4,25.93,6.034,213,28.34,1015,98,2334,0,4,22.64,208,64.63,1016,1.196,88.5,79.9,0.869,0.15,0.213,0.24,0.121,0.105,0.11,0.12,0.137,12.37,,
7/5/2016,2016,11,30.333,13532,825,81.8,251.7,23.61,6.673,1325,28.36,1559,100,406,0,0,22.92,108,71.3,1348,1.261,6.109,75.3,0.959,0.258,0.233,0.141,0.077,0.065,0.1,0.182,0.206,12.36,,
7/6/2016,2016,2.3,1110,12650,773,77.2,214.8,20.46,5.075,954,28.34,1238,94.7,837,0,1,23.96,558,72,1239,0.887,21.46,63.74,0.778,0.208,0.147,0.109,0.069,0.041,0.045,0.095,0.173,12.37,,
7/7/2016,2016,1.9,3645.7,21475,1328,128.2,365.1,33.69,5.714,1347,29.51,1228,97.8,248,0,3,23.49,2342,58.84,1230,1.221,53.79,62.87,0.793,0.233,0.196,0.251,0.135,0.049,0.045,0.104,0.208,12.36,,
7/8/2016,2016,3.5,725.08,17531,1055,103.9,321.9,29.43,5.075,1008,28.58,1149,93.2,2102,0,1,22.83,226,56.84,1139,1.204,80.5,59.79,0.795,0.179,0.217,0.282,0.148,0.078,0.04,0.081,0.179,12.37,,
7/9/2016,2016,27.5,1566.6,9141.2,551.1,56.31,200.4,18.21,6.034,1528,26.62,1407,100,915,0,15,22.16,604,81.8,1407,0.913,318.9,70.9,0.803,0.099,0.133,0.11,0.064,0.067,0.106,0.19,0.145,12.36,,
7/10/2016,2016,0.1,2887.8,13718,865,87.2,258.9,24.24,6.833,1037,28.48,1558,96,141,0,1,22.83,446,70.8,1559,1.218,351.8,68.38,1.001,0.277,0.207,0.12,0.061,0.07,0.101,0.168,0.216,12.36,,
7/11/2016,2016,0.2,5161.7,16293,1025,100.1,308.8,28.57,5.075,1312,29.84,1434,93.1,2243,0,8,23.74,551,62.18,1434,0.903,353.5,61.87,0.812,0.22,0.119,0.072,0.045,0.049,0.055,0.115,0.227,12.36,,
7/12/2016,2016,0.2,6982.1,18177,1135,105.2,327.7,29.37,4.915,1007,28.94,1105,94.7,46,0,4,23.4,444,56.86,1105,0.971,122.5,62.43,0.74,0.118,0.104,0.183,0.154,0.082,0.06,0.111,0.159,12.34,,
7/13/2016,2016,2.8,6153.9,16408,1019,97.3,329.9,29.07,4.915,944,28.4,1346,94.7,443,0,0,21.96,450,62.3,1504,1.055,80.2,54.83,0.841,0.162,0.135,0.211,0.143,0.075,0.043,0.102,0.185,12.36,,
7/14/2016,2016,3.4,6468.9,17171,1073,101.4,312.2,27.77,4.915,1328,28.39,1604,92.7,2041,0,5,22.37,1958,61.48,1423,1.034,67.61,60.25,0.826,0.146,0.113,0.186,0.137,0.091,0.073,0.12,0.168,12.35,,
7/15/2016,2016,4.3,146.13,14364,927,88.4,276.7,25.28,5.235,15,29.49,1544,93.2,2022,0,45,22.43,217,62.65,1544,1.218,91.2,55.95,0.822,0.125,0.204,0.331,0.178,0.073,0.045,0.097,0.165,12.32,,
7/16/2016,2016,7.2,4719.9,16183,1027,96.3,312.5,27.7,5.554,2115,28.53,1401,95.3,2250,0,3,22.61,2018,65.58,1354,1.059,26.35,69.55,0.896,0.2,0.2,0.152,0.081,0.067,0.063,0.107,0.189,12.36,,
7/17/2016,2016,0.5,3701.7,16120,1034,96.3,314.5,27.54,5.395,1424,29.23,1414,95.2,216,0,1,23.21,556,57.93,1414,0.862,86.3,64.61,0.728,0.114,0.097,0.138,0.114,0.08,0.071,0.109,0.139,12.35,,
7/18/2016,2016,1.2,1395,11635,742,70.3,228.9,20.23,5.395,1212,28.09,1709,93.2,2027,0,0,22.79,38,67.12,1026,1.071,121,55.64,0.784,0.088,0.083,0.257,0.213,0.074,0.047,0.112,0.196,12.29,,
7/19/2016,2016,1.2,938.29,18341,1204,109.4,346.6,30.38,5.714,1034,29.28,1605,96.5,644,0,13,22.65,203,63.88,1606,1.262,0.124,68.04,0.905,0.304,0.189,0.108,0.062,0.065,0.093,0.168,0.274,12.16,,
7/20/2016,2016,1.4,2497.3,16028,1043,97.2,302.9,26.74,7.63,1321,29.46,1551,95.5,804,0,16,23.5,721,64.81,1612,1.081,0.979,66.32,1.017,0.282,0.199,0.102,0.046,0.046,0.072,0.133,0.202,12.37,,
7/21/2016,2016,2.4,4809.9,12267,807,78.5,267.1,23.15,5.874,1103,28.97,1246,98.5,822,0,1,23.67,46,68.32,1517,1.005,11.73,63.77,0.892,0.237,0.18,0.114,0.05,0.037,0.056,0.123,0.21,12.35,,
7/22/2016,2016,0,5521.5,14054,901,84.7,261.3,23.05,5.075,1520,28.46,1518,90.4,41,0,0,23.39,508,66.19,1117,0.996,113.3,53.46,0.767,0.094,0.093,0.2,0.176,0.078,0.043,0.117,0.196,12.34,,
7/23/2016,2016,2.6,279.48,13206,858,80.6,266,23.28,6.194,1917,28.43,1202,91.5,1802,0,17,22.67,1910,58.07,1154,1.25,96.7,61.47,0.831,0.123,0.24,0.378,0.185,0.07,0.046,0.094,0.113,12.35,,
7/24/2016,2016,3.9,1937.2,16751,1073,96.1,324.6,27.47,6.673,2134,29.07,1111,91.7,600,0,4,22.42,2138,60.19,1112,0.977,347.4,57.66,0.878,0.188,0.137,0.109,0.073,0.076,0.076,0.116,0.204,12.33,,
7/25/2016,2016,1,1886.8,18295,1176,104.2,353.8,30.01,5.874,1229,29.05,1257,93.2,2351,0,0,22.05,120,57.99,1236,1.053,56.19,61.44,0.905,0.215,0.153,0.141,0.101,0.089,0.066,0.099,0.189,12.33,,
7/26/2016,2016,14.3,4623.8,12059,793,74.3,239,20.7,5.554,1550,29.07,1244,99.6,909,0,0,23.03,44,68.79,1620,0.985,18.83,65.5,0.808,0.186,0.162,0.157,0.077,0.051,0.067,0.12,0.166,12.34,,
7/27/2016,2016,0.6,7014.1,19580,1317,114.5,360.9,29.72,5.395,1036,30.76,1440,96.9,708,0,0,23.77,400,55.81,1527,0.883,34.18,57.17,0.817,0.185,0.12,0.125,0.08,0.058,0.053,0.085,0.176,12.33,,
