Timestamp,year,TOT_PREP(mm),Total Inrrad,Tatal PFD,Total Global Rad,Global Ref,Std Global Rad,Std Ref Rad,Max Wind_S,Time,AirTC_Max,Time,RH_Max,Time,min Wind_s,Time,AirTC_Min,Time,RH_Min,Tmin RH,MWind Seep,MWind deg.,Std m deg,Std Wind_S,0-45,45-90,90-135,135-180,180-225,225-270,270-315,315-360,Volt,Comentarios,
7/28/2016,2016,0.7,5964.6,15499,1012,89.9,320.9,26.58,5.235,1238,29.78,1114,94.8,1,0,0,22.84,2238,55.25,1040,1.079,128.1,49.27,0.765,0.097,0.071,0.217,0.267,0.07,0.037,0.12,0.201,12.33,,
7/29/2016,2016,3.6,3353.8,18597,1270,113,366.1,30.83,7.47,1356,29.7,1243,97.6,851,0,19,22.57,731,58.24,1550,1.123,41.11,65.24,0.929,0.207,0.196,0.167,0.102,0.077,0.076,0.116,0.183,12.34,,
7/30/2016,2016,0.4,3154.6,10617,710,62.5,214.4,18.27,5.075,123,28.42,1033,90,2340,0,8,24.03,301,61.24,1035,1.179,62.62,78.2,0.766,0.152,0.198,0.205,0.117,0.114,0.121,0.136,0.136,12.35,,
7/31/2016,2016,16.7,320.11,4870.5,316,34.15,148.4,13.45,7.63,1300,27.75,1127,100,1538,0,16,21.85,1317,73.5,1127,1.616,6.356,84.3,1.033,0.223,0.274,0.245,0.133,0.108,0.135,0.26,0.237,12.35,,
8/1/2016,2016,7.7,3238.3,11348,868,80,257.2,21.99,7.95,1043,28.68,1553,100,0,0,6,23.76,3,67.2,1554,1.674,16.9,76,1.078,0.343,0.335,0.229,0.092,0.067,0.097,0.218,0.293,12.34,,
8/2/2016,2016,0.1,7425.7,17749,1283,110.7,383.4,31.35,6.034,1358,29.58,1228,91.7,251,0,10,23.18,520,54.79,1330,1.18,39.61,59.61,0.909,0.276,0.177,0.209,0.096,0.052,0.052,0.097,0.221,12.34,,
8/3/2016,2016,8.6,5698.3,13515,998,91.6,294.9,25.11,6.353,522,29.93,1519,95.3,545,0,10,21,533,55.97,1519,1.032,13.77,61.36,0.843,0.215,0.153,0.124,0.084,0.089,0.08,0.116,0.172,12.34,,
8/4/2016,2016,1.8,682.28,10482,755,69.71,235.6,20.35,4.915,1846,28.39,1323,94.9,2336,0,0,23.35,147,65.04,1332,1.011,167.3,64.73,0.74,0.082,0.099,0.214,0.169,0.116,0.098,0.119,0.115,12.34,,
8/5/2016,2016,13.1,1001.4,2679.7,178.6,28.44,53.68,7.63,6.513,1358,25.48,943,100,1302,0,0,21.61,1357,89,1456,1.179,120,73.2,0.925,0.111,0.194,0.333,0.194,0.108,0.071,0.082,0.086,12.35,,
8/6/2016,2016,19.5,5070.1,12139,893,78.2,273.9,22.82,7.79,328,27.76,1502,100,0,0,0,23.16,344,72.2,1301,0.906,328.3,61.94,0.837,0.145,0.1,0.081,0.051,0.058,0.09,0.198,0.182,12.34,,
8/7/2016,2016,0.1,6538.1,14700,1152,98.5,328.9,26.77,5.874,834,30.58,1122,94.6,33,0,2,24.08,552,59.28,1123,0.898,307.9,57.44,0.83,0.113,0.055,0.037,0.037,0.058,0.124,0.277,0.196,12.34,,
8/8/2016,2016,0,6364,14688,1126,97.7,345.8,28,5.874,1345,30.39,1457,95.7,248,0,0,23.86,528,58.1,1304,0.845,345.3,53.94,0.819,0.193,0.102,0.072,0.038,0.046,0.057,0.128,0.21,12.34,,
8/9/2016,2016,2.3,4705.1,11678,896,79.4,289.8,24.25,5.075,1456,28.79,1214,93.5,455,0,0,23.48,2323,65.26,1357,0.904,29.11,59.21,0.82,0.119,0.118,0.143,0.102,0.064,0.055,0.12,0.183,12.34,,
8/10/2016,2016,8.7,1634,9027.3,681.6,64.5,226.8,19.07,5.874,1426,27.92,1643,95.2,1033,0,1,22.33,355,69.18,1342,1.045,102.1,66.4,0.825,0.136,0.177,0.235,0.145,0.085,0.067,0.087,0.114,12.34,,
8/11/2016,2016,19.3,809.97,12536,939,85,304.1,25.35,5.395,1657,28.62,1231,94.7,1651,0,1,22.37,1709,64.98,1025,1.229,108.3,61.8,0.794,0.14,0.202,0.341,0.22,0.084,0.048,0.077,0.118,12.33,,
8/12/2016,2016,0.4,6436.4,15440,1143,98.5,350.2,28.04,4.755,1145,29,1218,90.6,2101,0,1,23.16,600,53.97,1212,1.182,109.5,43.7,0.796,0.161,0.092,0.329,0.279,0.052,0.024,0.069,0.175,12.33,,
8/13/2016,2016,26.9,3182.8,7510.8,561.5,57.41,206.4,17.33,5.075,1215,27.59,1051,96.6,2027,0,4,22.11,2103,76.5,1311,0.761,289.5,64.26,0.699,0.08,0.083,0.075,0.08,0.103,0.075,0.135,0.13,12.34,,
8/14/2016,2016,17.6,4639.7,10840,823,74.2,261.3,21.39,5.395,151,27.92,1248,95.2,742,0,0,21.84,223,69.29,1336,0.767,301.5,58.41,0.799,0.137,0.09,0.058,0.06,0.077,0.084,0.137,0.124,12.34,,
8/15/2016,2016,0,7068.3,15032,1280,110.9,366,29.77,6.353,1257,29.32,1253,94.4,304,0,5,23.29,447,58.4,1257,1.162,49.25,51.47,0.92,0.264,0.144,0.197,0.123,0.062,0.053,0.093,0.227,12.33,,
8/16/2016,2016,7.2,5816,12608,1051,94.5,325.4,27.24,5.554,1527,28.61,1513,91,1257,0,0,22.07,304,60.32,1108,1.185,117.8,62.95,0.781,0.129,0.146,0.305,0.246,0.098,0.05,0.09,0.121,12.34,,
8/17/2016,2016,0.4,4801.3,10302,853,75.4,268.6,22.47,5.075,444,28.82,1340,92.4,2352,0,4,23.54,538,65.66,1215,1.085,58.46,58.62,0.826,0.113,0.192,0.299,0.118,0.036,0.044,0.118,0.165,12.34,,
8/18/2016,2016,0.1,5489.6,12117,998,89.8,303.8,25.88,5.874,1212,30.22,1539,93.2,629,0,0,24.09,621,64.35,1653,1.024,39.06,58.61,0.892,0.246,0.174,0.171,0.073,0.032,0.033,0.083,0.213,12.34,,
8/19/2016,2016,0,7991,18366,1451,125.9,395.8,32.69,6.034,1123,30.66,1423,87.7,118,0,41,23.68,623,46.67,1451,1.18,68.4,51.95,0.848,0.207,0.173,0.279,0.14,0.043,0.032,0.094,0.212,12.33,,
8/20/2016,2016,0,5033.8,11733,901,82.9,271.8,23.61,4.755,1245,28.75,1041,90.9,634,0,0,23.56,629,65.37,1043,0.943,51.54,43.63,0.842,0.109,0.07,0.151,0.151,0.05,0.033,0.127,0.252,12.34,,
8/21/2016,2016,0.3,5332.5,12989,977,85.6,297.4,24.97,4.915,1309,28.59,1404,92.4,2350,0,4,23.66,156,63.27,1404,1.07,106.6,36.95,0.849,0.095,0.031,0.153,0.249,0.042,0.02,0.141,0.339,12.33,,
8/22/2016,2016,2.2,5393.7,14029,1054,91,319.5,25.85,6.513,1424,30.55,1539,94.8,411,0,32,23.58,455,58.71,1617,0.934,151.7,51.28,0.868,0.057,0.068,0.191,0.268,0.132,0.056,0.072,0.09,12.33,,
8/23/2016,2016,3.3,1270.1,13763,1042,92.4,324.9,26.79,6.673,2337,28.2,1521,97.9,2357,0,0,23.03,2355,59.19,1325,1.108,321.8,42.82,0.935,0.129,0.029,0.069,0.116,0.056,0.052,0.181,0.476,12.33,,
8/24/2016,2016,4.9,1645,9623.2,710,65.3,239.5,19.26,9.39,1947,29.45,1342,98.8,23,0,0,22.98,20,60.5,1738,1.137,197.7,56.71,1.207,0.05,0.047,0.109,0.302,0.308,0.112,0.125,0.083,12.35,,
8/25/2016,2016,1.3,2713.9,10851,813,71.8,249.1,20.43,6.513,1225,28.95,1422,95.2,2131,0,2,23.52,445,69.57,1425,0.823,284.4,59.2,0.838,0.051,0.032,0.041,0.047,0.082,0.134,0.272,0.165,12.34,,
8/26/2016,2016,1.9,914.56,5936.7,423.7,41.95,125.2,10.28,8.75,714,26.74,1123,94.4,245,0,0,22.39,733,77.1,1126,0.851,270.6,62.93,0.816,0.045,0.034,0.046,0.068,0.145,0.127,0.242,0.144,12.34,,
8/27/2016,2016,0.8,5187.8,17473,1331,110.9,387.8,29.9,5.395,1339,30.68,1454,92.5,407,0,0,22.73,2110,56.96,1454,0.601,338.9,43.24,0.783,0.137,0.056,0.029,0.045,0.05,0.039,0.087,0.159,12.32,,
8/28/2016,2016,5.2,1503.7,11581,848,74,277.6,21.23,5.235,2303,29.21,1142,94.1,1531,0,0,22.6,2322,62.9,1050,0.63,192.6,50.14,0.727,0.086,0.046,0.053,0.099,0.148,0.041,0.056,0.102,12.34,,
8/29/2016,2016,0.7,5251.4,14995,1167,99.8,344.1,27.36,7.15,1617,30.44,1406,92.4,647,0,0,23.61,0,60.58,1159,0.828,270.5,58.15,0.84,0.051,0.032,0.042,0.068,0.148,0.14,0.216,0.131,12.34,,
8/30/2016,2016,0,2020.7,13177,1041,90.8,308.2,25.4,6.513,1355,30.34,1431,94.1,555,0,0,24.01,252,60.65,1432,1.027,355.1,60.49,0.921,0.26,0.144,0.084,0.042,0.039,0.061,0.133,0.263,12.34,,
8/31/2016,2016,0,491.67,10813,851,76.3,276.1,23.25,4.755,1121,29.35,1221,91,322,0,3,23.77,427,64.71,1249,1.018,327.1,70.9,0.797,0.13,0.124,0.192,0.099,0.089,0.104,0.135,0.145,12.34,,
9/1/2016,2016,4.4,500.21,11632,895,80.3,287.5,23.95,7.15,1419,28.52,1302,92.8,2142,0,2,23.28,1444,63.05,1139,1.349,105.1,64.74,0.891,0.131,0.245,0.394,0.208,0.095,0.061,0.091,0.124,12.34,,
9/2/2016,2016,10.4,3559.5,8195.4,783,70.6,274,22.44,5.554,911,29.26,1526,98.8,938,0,10,23.47,916,67.37,1527,0.935,334.1,65.39,0.813,0.159,0.145,0.103,0.07,0.077,0.084,0.145,0.152,12.34,,
9/3/2016,2016,0,2323.9,7384.9,699.4,61.66,215.8,18.41,4.755,933,28.44,1310,88.3,109,0,27,24.31,255,70.4,1258,1.053,147.2,64.9,0.7,0.09,0.119,0.244,0.169,0.108,0.083,0.114,0.127,12.34,,
9/4/2016,2016,0.1,3028.9,7607.7,716,66.22,211.2,18.31,5.235,1358,28.38,1037,91.1,541,0,0,24.3,622,68.04,1039,0.998,216.8,76.4,0.646,0.1,0.085,0.137,0.133,0.142,0.128,0.14,0.132,12.34,,
9/5/2016,2016,10.3,3164.5,6836.6,606,56.32,198.7,16.73,10.03,1615,27.46,1445,98,1717,0,0,21.33,1952,64.95,1502,1.27,125.7,80.2,0.991,0.133,0.213,0.238,0.149,0.114,0.135,0.162,0.125,12.33,,
9/6/2016,2016,6.2,4770,10153,965,82.8,291.7,24.05,6.353,1231,29.62,1613,99.1,803,0,0,22.44,0,60.14,1515,0.943,314.9,58.25,0.944,0.181,0.138,0.083,0.055,0.079,0.093,0.159,0.156,12.33,,
9/7/2016,2016,1.6,5336.1,11538,1026,88.8,333.2,26.6,4.755,944,29.49,1327,93.1,1756,0,5,22.65,1823,56.23,1321,0.972,147.3,51.87,0.746,0.108,0.084,0.162,0.236,0.109,0.048,0.084,0.142,12.33,,
9/8/2016,2016,0.4,5233.7,11377,1037,88.2,332.1,26.47,5.554,1032,29.8,1626,90.7,657,0,0,23.23,541,59.55,1505,0.986,81.9,54.16,0.856,0.176,0.15,0.165,0.154,0.067,0.04,0.08,0.154,12.33,,
9/9/2016,2016,3,6204.4,13838,1224,101.4,376.9,29.12,4.276,1128,30.4,1444,92.6,707,0,1,23.01,536,58.12,1344,0.831,346.6,61.47,0.774,0.167,0.106,0.078,0.051,0.066,0.062,0.112,0.188,12.34,,
9/10/2016,2016,31.6,3740.8,8286.2,721,66.83,266.7,21.47,8.75,1548,28.71,1119,97,2059,0,2,22.07,1409,64.25,1549,0.732,261.5,59.7,0.849,0.058,0.038,0.033,0.07,0.181,0.101,0.143,0.107,12.35,,
9/11/2016,2016,3.3,4605.5,9560.5,922,78.5,293.9,23.05,4.596,1240,29.78,1400,96.9,207,0,0,23.23,401,63.23,1203,0.98,120.9,53.52,0.723,0.096,0.097,0.215,0.243,0.078,0.034,0.079,0.138,12.33,,
9/12/2016,2016,7.2,4010.2,8430.5,799,72.1,275,22.11,4.436,8,28.8,1248,93.5,37,0,13,22.02,630,61.77,1133,1.248,138,48.46,0.785,0.078,0.083,0.333,0.458,0.102,0.028,0.057,0.108,12.33,,
9/13/2016,2016,0.7,3520.7,7438.9,706,61.92,249.3,20.42,3.477,2034,28.65,1351,91.7,2232,0,5,23.49,156,60.36,1351,1.094,141.3,43.5,0.721,0.045,0.057,0.317,0.399,0.081,0.027,0.07,0.098,12.33,,
9/14/2016,2016,4.2,5694.7,12323,1148,97.3,337.6,26.69,4.915,1224,29.63,1449,91.6,442,0,5,21.78,446,55.68,1102,1.077,138.9,50.52,0.696,0.101,0.058,0.225,0.32,0.092,0.041,0.086,0.154,12.33,,
9/15/2016,2016,3.3,6428.2,13849,1312,113.1,379.3,30.63,5.395,2031,30.39,1447,92.1,2103,0,30,22.83,2039,55.52,1243,1.114,119.1,53.34,0.758,0.16,0.094,0.202,0.276,0.088,0.034,0.081,0.179,12.32,,
9/16/2016,2016,0.8,4474.3,9561.7,933,87.6,280.4,23.98,4.596,1030,28.87,1614,88.4,1203,0,310,23.48,439,52.04,1617,1.109,137.2,45.03,0.674,0.068,0.039,0.24,0.396,0.045,0.03,0.105,0.186,12.33,,
9/17/2016,2016,3.6,6657.6,14700,1356,112.7,385.3,30.04,4.596,1147,30.43,1254,93.5,549,0,312,22.64,527,52.06,1240,1.158,127.5,53.8,0.629,0.122,0.108,0.273,0.336,0.063,0.039,0.085,0.132,12.33,,
9/18/2016,2016,12.3,4480.3,10366,953,90.2,285.8,23.77,5.554,1503,29.35,1545,94.2,956,0,49,22.7,918,57.38,1354,0.905,216.8,66.6,0.748,0.063,0.05,0.09,0.172,0.185,0.1,0.13,0.115,12.33,,
9/19/2016,2016,4.2,3499.4,7874.9,714,67.01,251,19.68,4.596,1427,29.07,1428,92.3,516,0,5,23.2,435,64.08,1428,0.833,290.1,60.38,0.597,0.101,0.066,0.076,0.132,0.091,0.081,0.139,0.148,12.32,,
9/20/2016,2016,2.1,3870,8545.9,787,71.9,281,21.18,4.276,1251,29.06,1057,90.6,2226,0,0,22.93,2214,57.34,1136,0.897,153.6,65.12,0.6,0.094,0.079,0.147,0.209,0.094,0.058,0.1,0.116,12.32,,
9/21/2016,2016,9.7,3286.5,7410.4,671.8,66.82,230.7,18.5,5.395,1158,27.27,1114,92.9,1235,0,0,22.68,1430,70.4,1059,0.997,249.5,57.71,0.552,0.07,0.034,0.025,0.081,0.245,0.157,0.203,0.182,12.33,,
9/22/2016,2016,18.8,2993.9,6920.9,610.6,61.12,214.2,16.09,6.993,1258,27.81,1016,93.3,1427,0,6,23.28,1309,68.99,2035,1.015,203.2,53.36,0.677,0.076,0.078,0.107,0.19,0.256,0.115,0.081,0.111,12.34,,
9/23/2016,2016,0,6658.6,14904,1378,115.4,375.7,28.75,6.993,1115,31.36,1424,86.3,2326,0,25,24.06,445,55.01,1400,1.3,183,67.11,0.92,0.085,0.067,0.118,0.353,0.432,0.102,0.065,0.078,12.32,,
9/24/2016,2016,1.6,6151.1,13859,1260,108.7,374.2,28.97,6.353,1525,31.97,1448,89,1735,0,0,24.34,629,56.26,1448,0.932,220.7,65.45,0.716,0.078,0.051,0.09,0.204,0.139,0.104,0.148,0.117,12.32,,
9/25/2016,2016,0.3,6644.2,15168,1378,113.9,388.3,30.3,4.276,1421,30.98,1458,88.9,2359,0,23,23.79,507,53.88,1455,0.987,148.6,56.46,0.648,0.137,0.07,0.142,0.233,0.094,0.055,0.1,0.158,12.33,,
9/26/2016,2016,0.6,5240.8,12063,1082,90.6,340.8,26.96,5.554,1230,29.54,1511,89.5,126,0,134,23.55,159,58.09,1147,1.198,125.7,45.62,0.654,0.104,0.077,0.284,0.376,0.044,0.024,0.096,0.193,12.33,,
9/27/2016,2016,0.9,3528,8044.6,723,67.84,258.4,21.29,7.31,1332,29.45,1209,92.6,633,0,1,23.56,111,67.19,1250,1.063,12.05,70.6,0.761,0.197,0.166,0.15,0.086,0.068,0.081,0.132,0.183,12.34,,
9/28/2016,2016,1.2,3548.3,7806.5,720,64.9,233.3,19.68,5.874,2222,28.73,1208,93.1,2226,0,2,23.71,2106,63.94,916,1.344,60.16,79,0.857,0.168,0.271,0.268,0.12,0.109,0.112,0.143,0.154,12.32,,
9/29/2016,2016,0.7,2320.9,5115.4,484,46.26,150.8,13.2,7.63,1132,27.84,1122,92.7,318,0,2,24.09,340,67.66,1123,1.758,52.64,85.8,0.905,0.274,0.352,0.325,0.16,0.114,0.121,0.187,0.225,12.34,,
9/30/2016,2016,1.5,3836.7,8622.8,808,71.1,263.6,21.3,6.034,937,28.93,1256,91.9,2225,0,36,23.29,2150,62.87,1256,1.338,100.8,76.6,0.783,0.145,0.249,0.345,0.164,0.103,0.086,0.115,0.132,12.32,,
10/1/2016,2016,1.7,4127.2,9086.2,866,74.3,289.7,22.64,6.353,1314,28.57,1535,92.2,54,0,0,23.12,534,63.97,1252,1.149,312.5,76.3,0.843,0.199,0.208,0.132,0.071,0.106,0.136,0.145,0.152,12.34,,
10/2/2016,2016,1.2,3572.3,7932,745,64.81,236.5,19,4.596,1132,29.06,1412,92.5,2335,0,0,22.98,356,64.1,1413,0.937,283.5,64.19,0.656,0.146,0.073,0.054,0.073,0.123,0.118,0.169,0.181,12.33,,
10/3/2016,2016,16.3,1820.3,4163.6,386.3,43.11,110.4,9.39,11.79,2035,27.01,1247,94.2,421,0,1,20.43,2104,69.05,2046,1.502,246.4,72,1.249,0.059,0.058,0.087,0.213,0.406,0.227,0.294,0.159,12.33,,
10/4/2016,2016,19.3,1015.1,2199.8,221.2,25.63,98.1,9.16,7.15,904,27.56,901,100,1738,0,14,21.92,1313,76.1,903,1.239,279.9,84.4,0.751,0.104,0.075,0.086,0.105,0.162,0.174,0.3,0.234,12.3,,
10/5/2016,2016,0.9,2013.9,4025.1,422.8,44.51,144,11.88,5.714,59,28.18,1126,95.9,2357,0,0,23.79,1733,70.9,1102,1.079,285.8,72.3,0.701,0.069,0.052,0.066,0.087,0.156,0.16,0.289,0.2,12.34,,
10/6/2016,2016,0,3081.2,6269.2,666.2,57.79,237.5,17.65,4.596,852,29.08,1139,96.6,50,0,11,24.39,504,65.14,1127,1.04,310.8,65.37,0.719,0.118,0.102,0.119,0.073,0.08,0.112,0.242,0.192,12.34,,
10/7/2016,2016,2,4060.5,8468.1,879,74.2,296.5,22.17,4.755,1024,30.11,1332,94.8,2252,0,39,23.76,2359,63.94,1334,0.933,75,60.89,0.743,0.124,0.139,0.191,0.103,0.069,0.077,0.113,0.117,12.32,,
10/8/2016,2016,4.9,3568.6,7604.8,780,67.88,237.5,16.92,9.39,2244,29.52,1306,94.2,523,0,0,22.68,2332,57.66,1306,1.405,240.7,58.74,1.295,0.058,0.025,0.049,0.289,0.551,0.135,0.148,0.151,12.32,,
10/9/2016,2016,1.3,3215.3,6859.6,702,63.16,221.2,16.86,10.83,6,29.31,1218,87.5,1812,0,107,22.68,27,56.87,1006,1.39,171.5,55.42,1.172,0.09,0.075,0.154,0.442,0.412,0.067,0.072,0.078,12.33,,
10/10/2016,2016,0,5015.7,10867,1099,87.1,325.8,23.31,7.31,1546,30.46,1333,82.3,2333,0,1,24.63,0,54.4,1053,1.476,196.3,57.64,1.155,0.044,0.039,0.077,0.386,0.663,0.14,0.072,0.056,12.34,,
10/11/2016,2016,1.4,3795.2,8469.9,818,66.51,275.3,19.24,6.673,1457,29.86,1117,88.1,2159,0,36,24,1939,61.36,827,1.366,193.8,52.99,1.015,0.063,0.057,0.063,0.295,0.645,0.116,0.065,0.062,12.33,,
10/12/2016,2016,1.1,5797.9,12741,1307,104.6,359.1,26.53,6.673,1221,30.85,1319,91.9,2352,0,1,23.38,2333,49.35,1219,0.953,226,67.98,0.892,0.058,0.044,0.077,0.202,0.23,0.121,0.129,0.093,12.33,,
10/13/2016,2016,0.1,4684.9,10384,1049,81.3,314,22.13,5.395,1258,30.27,1456,93.2,44,0,0,23.51,2,60.78,1430,0.783,295.4,64.93,0.652,0.085,0.033,0.036,0.063,0.101,0.104,0.18,0.181,12.32,,
10/14/2016,2016,0,2420.2,5359.4,527.3,47.55,193.1,13.54,3.317,931,29.25,1217,90.1,455,0,0,23.83,416,65.93,1218,0.586,224.3,48.92,0.574,0.079,0.04,0.057,0.121,0.062,0.056,0.087,0.085,12.33,,
10/15/2016,2016,0,4275,9228.4,958,74.7,314.9,22.39,4.596,1230,28.73,1141,86.1,2328,0,42,23.68,2327,59.26,1142,1.094,142,41.25,0.75,0.07,0.041,0.215,0.416,0.056,0.023,0.093,0.181,12.32,,
10/16/2016,2016,0.1,4138.8,9140,918,77.2,321.4,22.72,4.596,947,29.4,1404,86.4,1857,0,0,23.15,407,61.33,1405,0.666,162.6,42.68,0.643,0.106,0.051,0.056,0.154,0.081,0.034,0.063,0.12,12.32,,
10/17/2016,2016,0,5421.8,12105,1256,101.2,352.7,26.18,8.75,1432,29.29,1321,87.1,533,0,2,22.93,347,55.85,1902,1.488,185.9,50.45,1.208,0.026,0.023,0.108,0.506,0.637,0.092,0.048,0.049,12.33,,
10/18/2016,2016,7.5,1168.1,2795.6,247.5,35.1,122.5,10.72,11.47,2342,26.6,1310,88.7,1851,0,41,22.43,1642,53.91,2349,1.881,183.2,62.48,1.361,0.066,0.054,0.145,0.577,0.77,0.109,0.078,0.081,12.32,,
10/19/2016,2016,6.1,1039.7,2350.3,220.6,35.41,74.8,7.54,12.91,1652,26.47,1241,86.4,1514,0,201,22.19,1528,50.99,40,1.852,193.8,67.68,1.71,0.101,0.081,0.152,0.467,0.608,0.198,0.125,0.12,12.34,,
10/20/2016,2016,0.3,4237.2,8945.5,979,81.5,308.9,22.97,6.673,708,30.04,1439,90,619,0,4,24.19,631,61.74,1400,1.225,264.4,77.5,0.874,0.08,0.06,0.079,0.098,0.202,0.213,0.291,0.202,12.34,,
10/21/2016,2016,1.6,3903.3,8308.9,894,75.7,289.2,21.69,5.075,1145,30.49,1329,90,329,0,11,23.62,2206,60.03,1316,0.91,292,61.75,0.765,0.06,0.036,0.043,0.061,0.12,0.124,0.254,0.212,12.33,,
10/22/2016,2016,0,4421.8,9590.8,1029,85.6,286.7,19.96,5.554,1335,30.13,1531,89.1,614,0,8,23.46,138,57.93,1240,0.688,277.1,52.86,0.714,0.044,0.025,0.035,0.087,0.123,0.092,0.147,0.134,12.32,,
10/23/2016,2016,9.3,1760.1,3814.2,385.8,43.21,140.6,10.32,4.116,1338,27.31,1031,94.3,2330,0,0,23.15,2305,73.9,1032,0.741,240.8,41.45,0.681,0.046,0.025,0.092,0.156,0.057,0.051,0.123,0.192,12.34,,
10/24/2016,2016,1.4,2260.8,4899,514.6,50.66,180.3,12.87,4.755,1050,27.13,1336,93.4,110,0,0,22.95,458,74,1336,0.712,138.3,33.54,0.696,0.052,0.034,0.148,0.206,0.051,0.017,0.061,0.143,12.34,,
10/25/2016,2016,12.4,1922.4,4239.5,422.3,46.27,158.5,11.81,5.235,1348,26.51,1316,95,2315,0,25,22.38,2149,68.22,1620,0.755,170.6,63.52,0.662,0.041,0.054,0.116,0.224,0.136,0.046,0.06,0.077,12.34,,
10/26/2016,2016,7.7,1772.3,3830.9,401.3,47.13,145.6,10.64,4.596,1335,26.3,1135,96.8,759,0,0,22.65,542,76.6,1135,0.797,321.6,60.31,0.588,0.113,0.063,0.071,0.132,0.072,0.041,0.124,0.18,12.32,,
10/27/2016,2016,1.4,3406.9,7130.8,832,67.51,280.4,19.12,4.116,1132,29.8,1357,93.4,422,0,19,22.91,436,58.49,1359,0.782,227.3,53.88,0.594,0.078,0.05,0.05,0.098,0.161,0.103,0.097,0.145,12.33,,
10/28/2016,2016,26.3,2211.7,4806.1,521.5,51.36,177.9,12.54,4.915,1300,28.03,1446,93.7,1251,0,2,23.52,1301,73.3,1447,0.684,260.7,61.06,0.595,0.06,0.048,0.037,0.073,0.138,0.087,0.143,0.098,12.34,,
10/29/2016,2016,4.6,3533,7275.7,867,73.2,300.2,19.61,6.034,1321,30.57,1245,93,608,0,0,23.08,434,55.29,1445,0.757,215.4,67.41,0.638,0.063,0.071,0.062,0.151,0.148,0.084,0.093,0.085,12.33,,
10/30/2016,2016,2.4,3756.6,7751.2,873,71.5,323.4,21.38,5.554,1306,30.65,1147,92.6,1455,0,0,23.95,512,57.14,1148,0.886,165.8,55.49,0.704,0.074,0.078,0.142,0.148,0.142,0.079,0.116,0.108,12.33,,
10/31/2016,2016,0.4,2291.7,4910.8,533,51.3,193.1,12.76,6.034,1421,27.92,1124,83,1540,0,2,23.34,1541,59.86,1735,1.052,135.8,55.58,0.778,0.065,0.085,0.196,0.219,0.227,0.067,0.059,0.134,12.34,,
11/1/2016,2016,35.6,1958.5,4171.5,453.9,47.38,166.7,11.25,8.27,1620,28.13,1033,94.9,2052,0,0,21.33,2124,55.63,1034,1.171,196.5,55.38,0.92,0.037,0.043,0.129,0.285,0.388,0.137,0.095,0.057,12.3,,
11/2/2016,2016,11.4,575.99,6356.2,744,66.81,264,18.41,7.15,1610,27.46,1221,96.6,802,0,3,21.27,604,68.65,1221,1.151,357.4,70.5,0.896,0.148,0.072,0.114,0.173,0.091,0.068,0.158,0.327,12.34,,
11/3/2016,2016,14,2257.7,5250.4,578.7,56.75,210.1,13.83,7.15,1505,26.38,1233,97,1601,0,11,21.31,1536,71.7,932,1.216,143,63.44,0.802,0.085,0.107,0.286,0.382,0.121,0.05,0.079,0.106,12.34,,
11/4/2016,2016,4.1,2055.5,6463.5,793,73.9,268.2,17.82,11.95,2054,29.27,1553,94.2,853,0,3,21.97,2040,56.3,2335,1.31,206.6,68.3,1.4,0.054,0.064,0.118,0.281,0.408,0.138,0.143,0.104,12.33,,
11/5/2016,2016,1.2,3272.8,8913.4,1084,78.9,326.1,18.66,11.31,28,28.95,1435,89.2,1709,0,232,22.64,351,35.62,34,1.549,207.2,60.71,1.519,0.033,0.045,0.118,0.353,0.59,0.237,0.107,0.066,12.33,,
11/6/2016,2016,4.6,2069.9,5102.3,575.6,52.59,207.6,13.84,5.075,1026,28.12,1409,91.8,1243,0,4,23.17,1956,68.86,1015,0.739,237.4,63.97,0.698,0.051,0.029,0.039,0.107,0.189,0.108,0.123,0.093,12.34,,
11/7/2016,2016,5.1,597.92,2902.2,304.3,42.4,129.3,9.76,8.59,1502,27.42,1207,91.6,1247,0,56,21.46,1523,64.62,1158,1.184,172.4,51.06,1.116,0.049,0.052,0.138,0.351,0.467,0.069,0.025,0.032,12.33,,
11/8/2016,2016,0.7,1825,6676.5,799,65.31,260.5,16.2,7.15,2213,29.35,1132,92.4,2213,0,0,21.53,2317,59.89,1121,0.744,215.2,47.41,0.767,0.078,0.043,0.055,0.136,0.12,0.068,0.122,0.122,12.32,,
11/9/2016,2016,1.2,1473.6,3496.9,404.4,42.99,141.9,9.95,6.513,309,26.45,1034,92,2243,0,4,22.24,8,71.4,412,1.001,197.4,48.06,0.843,0.043,0.04,0.198,0.212,0.14,0.092,0.135,0.142,12.34,,
11/10/2016,2016,21.7,1231.7,3547.9,413.1,46.37,148.1,9.97,5.075,2041,26.66,1302,96.4,1523,0,27,22.69,2030,77.6,1046,0.698,265.4,49.43,0.644,0.066,0.036,0.089,0.137,0.081,0.051,0.102,0.136,12.33,,
11/11/2016,2016,11.7,1607.4,4111.5,498.1,53.5,174.4,11.72,4.436,933,28.22,1522,94.3,1220,0,0,23.49,432,73.9,1523,0.477,293.3,49.38,0.547,0.041,0.023,0.022,0.035,0.057,0.063,0.12,0.117,12.34,,
