TIMESTAMP,RECORD,Rain_mm_Tot,PanLevel,AirTC_Avg,RH,T107_C_Avg,PTemp_C,AirTC_Max,AirTC_TMx,RH_Max,RH_TMx,T107_C_Max,T107_C_TMx,WS_ms_Max,WS_ms_TMx,AirTC_Min,AirTC_TMn,RH_Min,RH_TMn,T107_C_Min,T107_C_TMn,WS_ms_Min,WS_ms_TMn,SlrkW_2_Avg,SlrMJ_2_Tot,PAR_Den_Avg,PAR_Tot_Tot,BP_mmHg,AirTC_Std,T107_C_Std,SlrkW_2_Std,PAR_Den_Std,WS_ms_S_WVT,WindDir_D1_WVT,WindDir_SD1_WVT,WS_ms_Std,WindDir_Hst(1),WindDir_Hst(2),WindDir_Hst(3),WindDir_Hst(4),WindDir_Hst(5),WindDir_Hst(6),WindDir_Hst(7),WindDir_Hst(8),BattV,Comentario
TS,RN,mm,inches,Deg C,%,Deg C,Deg C,Deg C,Deg C,%,%,Deg C,Deg C,meters/second,meters/second,Deg C,Deg C,%,%,Deg C,Deg C,meters/second,meters/second,kW/m^2,MJ/m^2,umol/s/m^2,mmol/m^2,mmHg,Deg C,Deg C,kW/m^2,umol/s/m^2,meters/second,Deg,Deg,meters/second,degrees,degrees,degrees,degrees,degrees,degrees,degrees,degrees,Volts,
,,Tot,Smp,Avg,Smp,Avg,Smp,Max,TMx,Max,TMx,Max,TMx,Max,TMx,Min,TMn,Min,TMn,Min,TMn,Min,TMn,Avg,Tot,Avg,Tot,Smp,Std,Std,Std,Std,WVc,WVc,WVc,Std,"Hst,8,NaN,0.0000e+00,3.6000e+02","Hst,8,NaN,0.0000e+00,3.6000e+02","Hst,8,NaN,0.0000e+00,3.6000e+02","Hst,8,NaN,0.0000e+00,3.6000e+02","Hst,8,NaN,0.0000e+00,3.6000e+02","Hst,8,NaN,0.0000e+00,3.6000e+02","Hst,8,NaN,0.0000e+00,3.6000e+02","Hst,8,NaN,0.0000e+00,3.6000e+02",Smp,
4/1/2014 0:00,83,0.3,9.15,23.62,100,27.07,21.21,30.56,4/1/2014 14:03,100,4/1/2014 0:00,32.14,4/1/2014 15:56,2.437,4/1/2014 15:03,19.14,4/1/2014 6:31,60.89,4/1/2014 13:33,23.32,4/1/2014 7:40,0,4/1/2014 0:07,86.5,0.7420864,347.9,30054.22,764.8,3.601,2.698,151.5,593,0.369,158,41.81,0.362,0.02,0.021,0.043,0.176,0.06,0.02,0.015,0.013,12.38,
4/2/2014 0:00,84,0.1,9.07,23.58,100,26.72,20.42,30.09,4/2/2014 12:03,100,4/2/2014 0:00,29.62,4/2/2014 15:57,2.916,4/2/2014 10:37,20.19,4/2/2014 5:17,60.65,4/2/2014 11:39,24.02,4/2/2014 7:39,0,4/2/2014 0:05,66.4,0.5699353,275.1,23767.54,763.9,3,1.818,119.5,477.7,0.466,165.3,51.59,0.438,0.017,0.008,0.04,0.217,0.077,0.038,0.037,0.032,12.38,
4/3/2014 0:00,85,0.1,9.1,23.49,100,26.13,22.14,29.25,4/3/2014 12:20,100,4/3/2014 0:00,29.59,4/3/2014 14:58,4.115,4/3/2014 13:40,20.16,4/3/2014 1:27,61.06,4/3/2014 10:35,23.37,4/3/2014 6:59,0,4/3/2014 0:02,68.95,0.5918205,283.9,24521.64,763.9,2.671,1.938,128.8,518.7,0.669,172.2,57.62,0.536,0.031,0.021,0.051,0.266,0.156,0.056,0.046,0.043,12.37,
4/4/2014 0:00,86,0.2,9.39,22.82,100,25.04,21.75,25.58,4/4/2014 15:30,100,4/4/2014 0:00,26.22,4/4/2014 15:43,3.476,4/4/2014 10:56,21.69,4/4/2014 3:12,79.69,4/4/2014 12:17,24.03,4/4/2014 8:01,0,4/4/2014 0:03,32.1,0.275508,133.3,11513.96,764.4,0.999,0.597,43.37,179.4,0.404,186.4,47.36,0.461,0.015,0.014,0.025,0.126,0.123,0.048,0.031,0.021,12.38,
4/5/2014 0:00,87,0.2,9.38,24.44,90.1,26.76,23.38,29.38,4/5/2014 10:49,100,4/5/2014 0:00,30.69,4/5/2014 15:55,3.476,4/5/2014 11:22,21.57,4/5/2014 6:26,62.85,4/5/2014 11:19,23.51,4/5/2014 7:30,0,4/5/2014 0:00,88.2,0.7568763,354,30580,765.1,2.222,2.538,151.3,596.9,0.581,170.6,67.6,0.517,0.049,0.042,0.054,0.149,0.102,0.061,0.064,0.059,12.39,
4/6/2014 0:00,88,0.2,9.27,24.91,92,27.59,23.38,29.63,4/6/2014 12:34,98.6,4/6/2014 6:47,30.96,4/6/2014 14:58,3.795,4/6/2014 13:02,21.78,4/6/2014 4:19,63.65,4/6/2014 12:36,24.87,4/6/2014 7:13,0,4/6/2014 0:05,76.01,0.6523951,306.9,26512.55,765.1,2.218,1.96,136.6,541,0.552,155.3,57.65,0.518,0.042,0.047,0.077,0.189,0.081,0.048,0.041,0.026,12.37,
4/7/2014 0:00,89,0.1,9.18,24.27,94.8,26.9,22.53,28.97,4/7/2014 13:34,100,4/7/2014 6:39,29.42,4/7/2014 15:37,3.476,4/7/2014 10:38,20.99,4/7/2014 6:29,71.18,4/7/2014 13:55,24.72,4/7/2014 7:17,0,4/7/2014 0:00,56.38,0.4839544,229.9,19855.81,765.2,2.169,1.439,98.1,393.1,0.402,170,60.47,0.481,0.04,0.026,0.037,0.11,0.06,0.028,0.05,0.051,12.39,
4/8/2014 0:00,90,0.5,9.1,24.93,96.8,27.84,23.7,30.79,4/8/2014 11:59,100,4/8/2014 4:49,32.13,4/8/2014 14:23,3.476,4/8/2014 12:46,20.64,4/8/2014 5:28,56.32,4/8/2014 12:03,24.16,4/8/2014 6:49,0,4/8/2014 0:03,94,0.8064199,374.3,32333.49,765.3,3.039,2.689,167.2,651.8,0.524,155,59.76,0.51,0.047,0.05,0.064,0.175,0.076,0.042,0.039,0.032,12.39,
4/9/2014 0:00,91,25.7,9.73,24.03,100,26.37,22.64,26.63,4/9/2014 12:18,100,4/9/2014 7:04,27.64,4/9/2014 0:00,3.076,4/9/2014 9:34,22.73,4/9/2014 21:36,85.1,4/9/2014 9:35,25.04,4/9/2014 23:58,0,4/9/2014 0:00,30.53,0.2620566,126.1,10891.16,765.4,0.828,0.644,59.58,237.5,0.457,159.6,59.9,0.354,0.027,0.034,0.065,0.165,0.07,0.036,0.029,0.029,12.37,
4/10/2014 0:00,92,0.3,9.66,25.03,99.6,28.4,20.72,31.48,4/10/2014 14:37,100,4/10/2014 0:00,35.11,4/10/2014 15:57,2.277,4/10/2014 10:09,20.54,4/10/2014 23:56,52.88,4/10/2014 15:00,23.91,4/10/2014 7:41,0,4/10/2014 0:00,125.3,1.075218,501.9,43352.15,766.3,3.415,3.903,193.2,762.8,0.369,170.9,51.28,0.43,0.031,0.025,0.035,0.131,0.065,0.03,0.025,0.028,12.38,
4/11/2014 0:00,93,4.5,9.67,23.48,99.4,27.96,21.1,30.19,4/11/2014 13:19,100,4/11/2014 1:14,32.1,4/11/2014 15:33,2.757,4/11/2014 13:38,19.72,4/11/2014 2:34,65.93,4/11/2014 13:19,24.92,4/11/2014 7:39,0,4/11/2014 0:00,85.5,0.733717,344.8,29785.64,765.2,2.93,2.199,144.3,574.7,0.415,161.3,48.55,0.436,0.027,0.031,0.049,0.167,0.067,0.029,0.024,0.022,12.38,
4/12/2014 0:00,94,0,9.58,22.83,99.4,26.58,20.45,28.79,4/12/2014 13:16,100,4/12/2014 1:06,30.06,4/12/2014 16:10,3.795,4/12/2014 12:19,18.03,4/12/2014 6:17,59.89,4/12/2014 14:33,23.46,4/12/2014 7:51,0,4/12/2014 0:02,75.07,0.6443693,303.1,26179.36,764.3,3.51,1.945,125.1,492.8,0.458,172.6,56.55,0.503,0.036,0.023,0.038,0.141,0.08,0.047,0.046,0.046,12.39,
4/13/2014 0:00,95,6,9.6,23.36,100,26.49,20.99,29.19,4/13/2014 14:38,100,4/13/2014 0:51,30.12,4/13/2014 16:02,2.916,4/13/2014 12:18,19.98,4/13/2014 6:22,63.07,4/13/2014 13:06,23.5,4/13/2014 7:35,0,4/13/2014 0:00,74.88,0.6427398,303.9,26250.43,763.1,2.9,2.139,131.3,520.1,0.442,172.6,65.33,0.415,0.04,0.026,0.03,0.14,0.069,0.03,0.043,0.063,12.38,
4/14/2014 0:00,96,0.8,9.57,24.1,100,27.9,21.48,31.06,4/14/2014 12:43,100,4/14/2014 0:00,33.36,4/14/2014 14:22,2.757,4/14/2014 15:46,19.78,4/14/2014 6:14,52.65,4/14/2014 13:42,23.68,4/14/2014 7:51,0,4/14/2014 0:01,113.3,0.9726453,451,38960.25,762.5,3.395,3.245,190.1,743.9,0.461,170.3,52.86,0.447,0.029,0.021,0.037,0.174,0.079,0.042,0.036,0.043,12.38,
4/15/2014 0:00,97,0.2,9.39,24.21,99,28.41,21.81,31.06,4/15/2014 13:40,100,4/15/2014 0:00,33.59,4/15/2014 15:42,2.996,4/15/2014 12:31,19.36,4/15/2014 6:15,55.17,4/15/2014 13:37,24.15,4/15/2014 7:22,0,4/15/2014 0:00,107.3,0.9208216,430.6,37193.16,762.8,3.746,2.983,180.6,711.6,0.5,162.4,60.93,0.43,0.041,0.036,0.041,0.175,0.071,0.037,0.041,0.058,12.38,
4/16/2014 0:00,98,0.3,9.25,24.38,99.4,28.05,21.53,30.81,4/16/2014 12:25,100,4/16/2014 0:28,31.82,4/16/2014 14:15,3.156,4/16/2014 10:25,20.57,4/16/2014 6:21,54.41,4/16/2014 12:56,24.96,4/16/2014 7:05,0,4/16/2014 0:00,81.6,0.7000215,331.8,28664.6,763.6,3.129,2.121,153.8,608.9,0.424,172.5,57.42,0.45,0.031,0.023,0.029,0.145,0.074,0.038,0.034,0.051,12.37,
4/17/2014 0:00,99,16.4,9.65,24.02,92.7,27.87,23.21,29.2,4/17/2014 11:12,100,4/17/2014 1:12,31.54,4/17/2014 15:23,4.594,4/17/2014 14:34,21.24,4/17/2014 5:46,66.17,4/17/2014 11:03,24.57,4/17/2014 7:08,0,4/17/2014 0:00,94.5,0.8115375,386.2,33364.34,764.6,2.069,2.284,163.7,657.8,0.524,164.1,66.19,0.461,0.052,0.035,0.044,0.169,0.073,0.044,0.042,0.065,12.39,
4/18/2014 0:00,100,0.6,9.58,25.01,97.2,28.14,22.33,29.8,4/18/2014 12:05,98.1,4/18/2014 22:19,32.24,4/18/2014 14:25,4.514,4/18/2014 11:05,22.28,4/18/2014 4:59,57.89,4/18/2014 13:11,24.98,4/18/2014 7:30,0,4/18/2014 0:01,92.7,0.7956276,376.1,32487.6,764.7,2.349,2.374,162.8,650.3,0.682,159.2,67.26,0.483,0.05,0.056,0.084,0.23,0.105,0.066,0.048,0.044,12.37,
4/19/2014 0:00,101,9.8,9.73,24.36,91,27.62,23.5,28.81,4/19/2014 12:07,100,4/19/2014 4:48,30.56,4/19/2014 14:49,4.115,4/19/2014 11:39,21.48,4/19/2014 5:08,71.43,4/19/2014 11:39,24.86,4/19/2014 6:53,0,4/19/2014 0:00,76.46,0.6562838,310.9,26854.92,765,1.816,1.846,133,531.2,0.606,159,64.23,0.498,0.051,0.049,0.08,0.203,0.086,0.056,0.041,0.04,12.39,
4/20/2014 0:00,102,2.8,9.69,24.88,98.9,28.15,21.67,30.16,4/20/2014 12:44,100,4/20/2014 4:05,31.94,4/20/2014 14:48,4.275,4/20/2014 14:12,21.79,4/20/2014 23:39,65.47,4/20/2014 12:36,24.99,4/20/2014 6:36,0,4/20/2014 0:01,91.4,0.784597,369,31876.85,764.6,2.537,2.369,154.3,613.3,0.55,156.8,58.16,0.503,0.052,0.051,0.07,0.193,0.08,0.044,0.029,0.031,12.37,
4/21/2014 0:00,103,1.7,9.62,24.92,99.7,28.44,21.95,31.2,4/21/2014 15:13,99.7,4/21/2014 23:46,33.52,4/21/2014 15:50,3.955,4/21/2014 17:46,21.77,4/21/2014 0:50,64.33,4/21/2014 15:14,25.2,4/21/2014 7:36,0,4/21/2014 0:00,98.6,0.8461009,394.9,34114.36,762.2,2.792,2.539,167.7,663.4,0.538,169.3,70.44,0.479,0.064,0.062,0.058,0.149,0.082,0.039,0.034,0.051,12.38,
4/22/2014 0:00,104,0,9.43,25.9,95.6,29.68,22.47,32.22,4/22/2014 13:29,100,4/22/2014 0:59,35.93,4/22/2014 15:43,3.795,4/22/2014 16:47,21.93,4/22/2014 22:26,56.07,4/22/2014 13:12,25.33,4/22/2014 7:37,0,4/22/2014 0:00,137.3,1.178205,554,47851.39,762.3,3.517,3.5,195.3,784.5,0.778,132.4,78.9,0.641,0.153,0.163,0.097,0.144,0.086,0.042,0.03,0.063,12.37,
4/23/2014 0:00,105,0,9.19,25.81,97.7,30.18,21.67,32.62,4/23/2014 14:13,100,4/23/2014 4:46,36.23,4/23/2014 15:40,4.115,4/23/2014 15:05,20.94,4/23/2014 6:21,51.25,4/23/2014 13:15,25.47,4/23/2014 7:23,0,4/23/2014 0:00,135.3,1.161358,545.4,47109.34,763.4,4.106,3.453,193.9,777,0.662,89.2,76.28,0.633,0.116,0.151,0.087,0.124,0.051,0.021,0.029,0.082,12.37,
4/24/2014 0:00,106,0,9.09,25.54,98.5,29.53,22.33,32.78,4/24/2014 11:11,100,4/24/2014 2:46,34.39,4/24/2014 16:06,3.156,4/24/2014 16:40,20.18,4/24/2014 6:05,51.36,4/24/2014 11:11,25.1,4/24/2014 7:25,0,4/24/2014 0:00,105.7,0.9069111,424,36628.41,763.7,4.2,2.967,157.4,624.2,0.532,143.8,61.34,0.403,0.052,0.061,0.069,0.214,0.049,0.021,0.018,0.048,12.38,
4/25/2014 0:00,107,0,8.96,25.64,98.7,29.25,22.33,32.96,4/25/2014 12:14,100,4/25/2014 1:56,34.04,4/25/2014 16:05,2.916,4/25/2014 10:19,20.49,4/25/2014 5:35,58.35,4/25/2014 12:14,25.41,4/25/2014 7:09,0,4/25/2014 0:01,103.4,0.8877202,416.8,36003.18,763.5,3.945,2.775,162.1,643.7,0.472,154.6,47.17,0.4,0.031,0.05,0.062,0.221,0.06,0.02,0.012,0.018,12.37,
4/26/2014 0:00,108,6.4,8.98,24.37,100,27.6,21.92,31.54,4/26/2014 11:49,100,4/26/2014 2:02,29.69,4/26/2014 15:06,3.316,4/26/2014 12:01,21.67,4/26/2014 3:36,63.6,4/26/2014 11:51,25.66,4/26/2014 7:04,0,4/26/2014 0:00,50.45,0.4330325,201.7,17425.32,763.8,2.35,1.255,99,390.3,0.319,170.8,52.93,0.367,0.026,0.022,0.031,0.111,0.059,0.024,0.015,0.032,12.38,
4/27/2014 0:00,109,0.1,8.96,24.52,100,27.27,21.02,31.16,4/27/2014 10:26,100,4/27/2014 0:00,30.93,4/27/2014 15:41,3.555,4/27/2014 15:12,20.68,4/27/2014 6:11,61.51,4/27/2014 10:25,24.01,4/27/2014 7:46,0,4/27/2014 0:00,74.97,0.6434731,301.5,26040.79,763.4,3.238,2.291,130.3,512,0.422,161.3,56.16,0.423,0.034,0.033,0.047,0.153,0.07,0.034,0.02,0.032,12.36,
4/28/2014 0:00,110,0,8.87,24.96,99.2,28.11,21.42,31.86,4/28/2014 12:19,100,4/28/2014 0:04,33.05,4/28/2014 16:05,2.836,4/28/2014 13:39,20.39,4/28/2014 3:03,53.13,4/28/2014 12:15,24.03,4/28/2014 6:45,0,4/28/2014 0:00,97.3,0.8353382,392.1,33870.41,763,3.816,3.143,165.2,651.7,0.466,162.3,53.95,0.438,0.04,0.035,0.049,0.182,0.074,0.031,0.024,0.031,12.38,
4/29/2014 0:00,111,0,8.78,25.09,98.6,28.69,22.06,32.11,4/29/2014 12:33,100,4/29/2014 1:42,33.47,4/29/2014 15:30,3.476,4/29/2014 13:02,20.72,4/29/2014 6:02,52.54,4/29/2014 11:11,24.71,4/29/2014 7:18,0,4/29/2014 0:00,99.5,0.8543919,403.6,34861.23,764.2,3.781,2.876,168.5,668.6,0.409,157.6,52.56,0.488,0.053,0.036,0.046,0.132,0.062,0.031,0.021,0.029,12.37,
4/30/2014 0:00,112,0,8.66,25.34,98.8,28.36,22.17,30.99,4/30/2014 10:22,100,4/30/2014 3:58,31.81,4/30/2014 14:28,3.555,4/30/2014 14:28,21.44,4/30/2014 6:02,56.78,4/30/2014 12:10,25.41,4/30/2014 7:41,0,4/30/2014 0:00,80.1,0.6873009,323.9,27976.04,763.4,3.097,2.059,138.8,547.8,0.455,177.5,67.2,0.469,0.039,0.03,0.034,0.121,0.074,0.044,0.039,0.075,12.38,
5/1/2014 0:00,113,24.7,9.1,25.56,100,29.23,21.92,32.46,5/1/2014 12:10,100,5/1/2014 3:37,35.55,5/1/2014 15:36,3.316,5/1/2014 13:38,20.9,5/1/2014 5:53,48.78,5/1/2014 12:11,24.61,5/1/2014 7:26,0,5/1/2014 0:02,124.8,1.070985,501,43273.79,763.6,3.958,3.644,185.8,739.5,0.538,161.4,66.35,0.492,0.067,0.053,0.045,0.152,0.083,0.043,0.033,0.062,12.37,
5/2/2014 0:00,114,3.7,9.1,24.77,100,28.75,22.56,31.78,5/2/2014 13:24,100,5/2/2014 0:00,33.62,5/2/2014 14:11,3.476,5/2/2014 11:02,21.41,5/2/2014 2:40,56.59,5/2/2014 13:08,25.36,5/2/2014 7:14,0,5/2/2014 0:00,91.6,0.7858957,370.8,32032.67,764.5,3.154,2.582,164.8,655.5,0.375,159.4,50.95,0.474,0.035,0.034,0.041,0.132,0.053,0.026,0.023,0.03,12.36,
5/3/2014 0:00,115,32.1,9.8,24.41,100,28.02,23.15,30.14,5/3/2014 12:34,100,5/3/2014 0:00,31.35,5/3/2014 12:51,4.594,5/3/2014 12:39,22.45,5/3/2014 2:42,68.77,5/3/2014 12:37,25.34,5/3/2014 8:00,0,5/3/2014 0:00,77.85,0.6682343,318.2,27483.95,765.3,1.944,1.832,141.4,564.3,0.374,146.9,49.98,0.466,0.034,0.041,0.05,0.137,0.045,0.023,0.017,0.027,12.4,
5/4/2014 0:00,116,3.3,9.74,25.52,99.8,29.6,21.42,31.64,5/4/2014 13:14,100,5/4/2014 0:00,35.52,5/4/2014 15:59,2.677,5/4/2014 12:51,21.42,5/4/2014 23:59,50.21,5/4/2014 12:24,25.34,5/4/2014 7:00,0,5/4/2014 0:00,131.5,1.128888,527.8,45596.42,763.4,3.322,3.461,192,767.6,0.47,162.8,57.57,0.474,0.046,0.042,0.046,0.16,0.077,0.039,0.026,0.034,12.37,
5/5/2014 0:00,117,0,9.56,25.49,92.3,29.68,22.75,32.2,5/5/2014 13:01,100,5/5/2014 0:05,35.16,5/5/2014 15:39,4.594,5/5/2014 13:56,20.74,5/5/2014 3:20,48.78,5/5/2014 13:23,25.25,5/5/2014 7:21,0,5/5/2014 0:07,124.4,1.067889,498.8,43084.58,762.2,3.925,3.151,184,728.8,0.697,133.8,61.78,0.581,0.107,0.125,0.097,0.236,0.045,0.015,0.021,0.051,12.37,
5/6/2014 0:00,118,0,9.33,25.69,95.1,30.07,22.17,32.7,5/6/2014 13:31,99.4,5/6/2014 6:18,35.63,5/6/2014 14:18,3.955,5/6/2014 8:34,20.48,5/6/2014 3:05,53.93,5/6/2014 14:01,25.82,5/6/2014 6:53,0,5/6/2014 0:01,125.1,1.073429,508.5,43925.66,762.7,3.916,3.095,182.3,736.3,0.704,123.3,62.7,0.629,0.121,0.172,0.092,0.195,0.042,0.018,0.019,0.045,12.38,
5/7/2014 0:00,119,2.7,9.24,24.66,99.6,29.2,22.22,33.12,5/7/2014 12:15,100,5/7/2014 5:40,34.92,5/7/2014 14:15,4.115,5/7/2014 13:37,20.5,5/7/2014 4:47,46.8,5/7/2014 11:22,25.47,5/7/2014 7:17,0,5/7/2014 0:02,105.9,0.90904,432.8,37388.52,764.7,4.213,2.799,173.5,700.4,0.667,141.8,60.15,0.51,0.088,0.103,0.084,0.243,0.071,0.02,0.015,0.042,12.35,
5/8/2014 0:00,120,66.3,9.82,22.76,100,25.87,21.29,29.51,5/8/2014 11:18,100,5/8/2014 0:17,28.36,5/8/2014 12:06,3.955,5/8/2014 11:25,21.16,5/8/2014 15:41,67.32,5/8/2014 11:20,24.05,5/8/2014 23:59,0,5/8/2014 0:00,37.52,0.3220654,157.8,13627.43,764.3,1.835,1.142,82,332.2,0.321,163.8,50.87,0.356,0.022,0.023,0.025,0.129,0.06,0.017,0.015,0.031,12.34,
5/9/2014 0:00,121,22.4,9.81,23.31,100,25.72,21.34,28.1,5/9/2014 13:11,100,5/9/2014 0:00,28.99,5/9/2014 14:51,3.715,5/9/2014 11:05,20.98,5/9/2014 23:03,68.15,5/9/2014 12:52,23.23,5/9/2014 6:24,0,5/9/2014 0:01,67.19,0.5767456,272.8,23566.28,763.5,1.952,1.964,111.3,447.3,0.492,184.8,64.77,0.498,0.039,0.021,0.033,0.133,0.109,0.055,0.038,0.064,12.4,
5/10/2014 0:00,122,213.8,9.83,21.23,100,23.11,20.42,22.41,5/10/2014 14:45,100,5/10/2014 0:00,25.23,5/10/2014 0:01,3.236,5/10/2014 9:25,19.27,5/10/2014 9:26,100,5/10/2014 0:00,21.14,5/10/2014 10:35,0,5/10/2014 0:00,15.83,0.1358713,71.13,6144.125,762.7,0.706,0.994,27.94,122.6,0.268,162.3,51.85,0.419,0.034,0.037,0.022,0.066,0.053,0.018,0.011,0.027,12.38,
5/11/2014 0:00,123,42.5,9.82,21.83,100,23.06,20.8,24.54,5/11/2014 17:08,100,5/11/2014 0:00,24.5,5/11/2014 17:21,3.795,5/11/2014 11:07,19.78,5/11/2014 2:14,98.4,5/11/2014 15:40,21.75,5/11/2014 6:55,0,5/11/2014 0:00,24.63,0.2113954,107.4,9275.123,763.3,1.388,0.89,33.38,141.2,0.285,172.9,49.1,0.398,0.023,0.02,0.028,0.09,0.058,0.023,0.015,0.028,12.4,
5/12/2014 0:00,124,7.4,9.82,24.04,100,25.82,23.01,29.69,5/12/2014 14:19,100,5/12/2014 0:00,30.81,5/12/2014 15:58,2.916,5/12/2014 13:20,20.12,5/12/2014 4:54,69.23,5/12/2014 15:07,22.15,5/12/2014 6:32,0,5/12/2014 0:01,81.6,0.7007702,337.3,29133.12,764,2.759,3.133,142.3,575.6,0.443,164.4,50.55,0.473,0.034,0.035,0.049,0.163,0.073,0.043,0.024,0.021,12.39,
5/13/2014 0:00,125,10,9.82,24.84,100,29,22.78,30.33,5/13/2014 13:39,100,5/13/2014 0:00,34.25,5/13/2014 15:19,3.156,5/13/2014 15:54,21.6,5/13/2014 5:40,65.07,5/13/2014 12:23,25.15,5/13/2014 6:33,0,5/13/2014 0:00,115.7,0.9930762,471.7,40748.5,763.3,2.798,3.109,181.8,732.1,0.416,135.4,57.8,0.53,0.056,0.051,0.043,0.124,0.046,0.031,0.027,0.038,12.38,
5/14/2014 0:00,126,5.1,9.82,24.65,100,28.56,23.1,30.16,5/14/2014 13:05,100,5/14/2014 0:00,31.74,5/14/2014 14:41,2.916,5/14/2014 12:32,22.27,5/14/2014 3:48,62.8,5/14/2014 13:19,26.1,5/14/2014 7:23,0,5/14/2014 0:00,81.5,0.6995894,331,28593.77,763.7,2.164,1.819,130.3,523.1,0.408,169.9,49.59,0.459,0.027,0.026,0.036,0.15,0.084,0.038,0.022,0.023,12.38,
5/15/2014 0:00,127,4,9.82,24.41,98.4,27.88,22.95,30.33,5/15/2014 13:08,100,5/15/2014 0:00,31.42,5/15/2014 15:46,4.754,5/15/2014 13:25,20.88,5/15/2014 5:45,66.08,5/15/2014 13:12,25.04,5/15/2014 6:51,0,5/15/2014 0:00,81.7,0.7009872,331,28588.7,763.7,2.394,2.053,141.3,562,0.42,174.6,52.13,0.461,0.025,0.024,0.035,0.144,0.09,0.048,0.027,0.027,12.38,
5/16/2014 0:00,128,13.4,9.83,24.73,100,28.18,22.64,29.88,5/16/2014 13:18,100,5/16/2014 1:04,31.69,5/16/2014 15:47,2.916,5/16/2014 12:32,22,5/16/2014 2:32,66.73,5/16/2014 12:22,25.42,5/16/2014 7:24,0,5/16/2014 0:01,83.7,0.7185236,339.3,29312.16,762.6,2.46,2.117,149.2,595.3,0.379,174.5,55.52,0.437,0.036,0.023,0.025,0.119,0.071,0.034,0.024,0.047,12.37,
5/17/2014 0:00,129,6.8,9.8,24.86,99.9,29.2,21.59,31.24,5/17/2014 14:14,100,5/17/2014 0:00,34.9,5/17/2014 15:34,2.836,5/17/2014 14:20,21.38,5/17/2014 23:59,56.03,5/17/2014 13:24,25.36,5/17/2014 7:27,0,5/17/2014 0:00,115.7,0.9930738,466,40252.6,762.4,2.912,3.186,188.4,751.2,0.384,167.8,51.36,0.437,0.036,0.028,0.024,0.146,0.073,0.028,0.02,0.029,12.37,
5/18/2014 0:00,130,2,9.75,24.28,99.9,28.98,22.11,31.37,5/18/2014 11:32,100,5/18/2014 0:05,33.34,5/18/2014 16:06,2.277,5/18/2014 11:53,19.83,5/18/2014 6:07,61.73,5/18/2014 10:33,25.05,5/18/2014 7:39,0,5/18/2014 0:00,99.1,0.8507023,402.8,34797.16,763.2,3.456,2.741,170.3,677.5,0.444,156,40.01,0.38,0.019,0.031,0.05,0.245,0.052,0.022,0.013,0.01,12.38,
5/19/2014 0:00,131,143.4,9.83,24.05,100,27.37,22.98,28.59,5/19/2014 11:02,100,5/19/2014 0:01,29.54,5/19/2014 14:02,2.517,5/19/2014 7:10,21.99,5/19/2014 0:45,78.99,5/19/2014 10:54,25.75,5/19/2014 23:59,0,5/19/2014 0:00,58.76,0.5043964,243.1,20999.9,763.2,1.373,1.286,100.3,409,0.298,151.6,50.55,0.377,0.024,0.025,0.032,0.12,0.035,0.016,0.014,0.032,12.36,
5/20/2014 0:00,132,13.1,9.82,25.41,100,27.86,23.32,30.34,5/20/2014 15:34,100,5/20/2014 0:00,31.94,5/20/2014 16:04,4.035,5/20/2014 13:33,22.87,5/20/2014 1:12,66.54,5/20/2014 12:51,24.67,5/20/2014 6:20,0,5/20/2014 0:00,90.4,0.7757311,379.3,32762.78,763.5,2.323,2.502,137.6,565.8,0.543,157.9,65.68,0.542,0.073,0.069,0.061,0.153,0.076,0.03,0.026,0.055,12.37,
5/21/2014 0:00,133,0,9.72,26.38,99.7,29.94,23.35,32.21,5/21/2014 12:47,100,5/21/2014 0:00,35.06,5/21/2014 15:21,3.955,5/21/2014 13:11,22.15,5/21/2014 6:03,54.36,5/21/2014 13:53,25.67,5/21/2014 7:32,0,5/21/2014 0:00,122.3,1.050151,497.2,42947.87,764.3,3.176,3.172,180.7,725.6,0.537,133.6,61.27,0.601,0.079,0.123,0.083,0.121,0.059,0.023,0.018,0.032,12.37,
5/22/2014 0:00,134,8.3,9.74,25.98,95.1,30.42,24.01,31.96,5/22/2014 13:16,100,5/22/2014 3:03,35.19,5/22/2014 15:53,2.836,5/22/2014 11:57,22.93,5/22/2014 4:11,57.46,5/22/2014 14:45,26.71,5/22/2014 7:19,0,5/22/2014 0:00,116,0.9957511,470.9,40677.07,765.1,2.824,2.714,180,718.1,0.449,165.6,60.54,0.48,0.055,0.036,0.033,0.146,0.07,0.034,0.023,0.052,12.38,
5/23/2014 0:00,135,0,9.59,26.04,96.6,29.77,23.32,31.58,5/23/2014 11:02,100,5/23/2014 3:46,33.05,5/23/2014 16:03,3.156,5/23/2014 9:23,22.79,5/23/2014 3:31,59.64,5/23/2014 11:04,26.81,5/23/2014 7:20,0,5/23/2014 0:00,91.5,0.7856566,370.6,32012.53,765.5,2.519,2.097,141.2,563.2,0.497,149.7,56.66,0.487,0.049,0.06,0.062,0.172,0.066,0.035,0.026,0.027,12.38,
