TIMESTAMP,RECORD,Rain_mm_Tot,PanLevel,AirTC_Avg,RH,T107_C_Avg,PTemp_C,AirTC_Max,AirTC_TMx,RH_Max,RH_TMx,T107_C_Max,T107_C_TMx,WS_ms_Max,WS_ms_TMx,AirTC_Min,AirTC_TMn,RH_Min,RH_TMn,T107_C_Min,T107_C_TMn,WS_ms_Min,WS_ms_TMn,SlrkW_2_Avg,SlrMJ_2_Tot,PAR_Den_Avg,PAR_Tot_Tot,BP_mmHg,AirTC_Std,T107_C_Std,SlrkW_2_Std,PAR_Den_Std,WS_ms_S_WVT,WindDir_D1_WVT,WindDir_SD1_WVT,WS_ms_Std,WindDir_Hst(1),WindDir_Hst(2),WindDir_Hst(3),WindDir_Hst(4),WindDir_Hst(5),WindDir_Hst(6),WindDir_Hst(7),WindDir_Hst(8),BattV,Comentario
TS,RN,mm,inches,Deg C,%,Deg C,Deg C,Deg C,Deg C,%,%,Deg C,Deg C,meters/second,meters/second,Deg C,Deg C,%,%,Deg C,Deg C,meters/second,meters/second,kW/m^2,MJ/m^2,umol/s/m^2,mmol/m^2,mmHg,Deg C,Deg C,kW/m^2,umol/s/m^2,meters/second,Deg,Deg,meters/second,degrees,degrees,degrees,degrees,degrees,degrees,degrees,degrees,Volts,
,,Tot,Smp,Avg,Smp,Avg,Smp,Max,TMx,Max,TMx,Max,TMx,Max,TMx,Min,TMn,Min,TMn,Min,TMn,Min,TMn,Avg,Tot,Avg,Tot,Smp,Std,Std,Std,Std,WVc,WVc,WVc,Std,"Hst,8,NaN,0.0000e+00,3.6000e+02","Hst,8,NaN,0.0000e+00,3.6000e+02","Hst,8,NaN,0.0000e+00,3.6000e+02","Hst,8,NaN,0.0000e+00,3.6000e+02","Hst,8,NaN,0.0000e+00,3.6000e+02","Hst,8,NaN,0.0000e+00,3.6000e+02","Hst,8,NaN,0.0000e+00,3.6000e+02","Hst,8,NaN,0.0000e+00,3.6000e+02",Smp,
2/7/2014 0:00,30,2.5,9.77,23,100,25.39,21.15,27.91,2/7/2014 12:40,100,2/7/2014 0:00,28.25,2/7/2014 15:15,4.035,2/7/2014 12:02,21.23,2/7/2014 23:52,73.93,2/7/2014 15:05,23.54,2/7/2014 8:02,0,2/7/2014 0:00,56.29,0.4831432,228.5,19734.22,765.6,1.716,1.446,112.3,443.7,0.325,163.5,47.03,0.407,0.02,0.026,0.03,0.12,0.066,0.025,0.016,0.022,12.39,
2/8/2014 0:00,31,1.2,9.77,22.79,100,25.35,20.88,27.48,2/8/2014 13:48,100,2/8/2014 0:00,28.62,2/8/2014 15:33,3.635,2/8/2014 9:24,20.48,2/8/2014 1:49,76.18,2/8/2014 13:31,23.06,2/8/2014 7:24,0,2/8/2014 0:00,59.18,0.5079973,241.1,20824.44,764.3,2.028,1.746,114.2,454.9,0.332,164.6,45.84,0.421,0.019,0.02,0.035,0.13,0.059,0.028,0.019,0.021,12.39,
2/9/2014 0:00,32,0.5,9.75,23.36,100,25.92,21.53,29.37,2/9/2014 12:58,100,2/9/2014 0:00,29.5,2/9/2014 15:20,2.277,2/9/2014 14:47,20.64,2/9/2014 4:30,67.79,2/9/2014 12:58,23.34,2/9/2014 8:32,0,2/9/2014 0:00,65.75,0.5643429,266.6,23026.28,764,2.46,1.978,129.2,508.7,0.246,176.5,38.83,0.357,0.013,0.014,0.016,0.097,0.05,0.027,0.013,0.016,12.38,
2/10/2014 0:00,33,0.2,9.75,23.44,100,26.53,20.83,29.42,2/10/2014 12:59,100,2/10/2014 0:00,30.45,2/10/2014 15:19,2.836,2/10/2014 12:59,20.89,2/10/2014 23:58,60.86,2/10/2014 12:59,23.94,2/10/2014 7:59,0,2/10/2014 0:00,73.51,0.6309487,295.6,25536.56,764.4,2.497,2.097,140.8,553.9,0.272,171.1,39.53,0.386,0.013,0.017,0.023,0.114,0.051,0.024,0.015,0.014,12.38,
2/11/2014 0:00,34,0.2,9.67,23.11,100,26.65,20.96,29.54,2/11/2014 12:49,100,2/11/2014 0:00,31.48,2/11/2014 15:13,2.277,2/11/2014 10:46,20.3,2/11/2014 6:57,60.13,2/11/2014 13:51,23.6,2/11/2014 8:24,0,2/11/2014 0:00,81.6,0.7007246,326,28161.59,764.3,2.883,2.415,152.3,594.5,0.304,172.1,40.62,0.406,0.015,0.018,0.024,0.123,0.061,0.028,0.018,0.017,12.38,
2/12/2014 0:00,35,0.6,9.6,23.25,100,26.44,21.89,29.56,2/12/2014 14:10,100,2/12/2014 0:00,30.41,2/12/2014 15:25,2.277,2/12/2014 15:17,20.13,2/12/2014 7:24,59.31,2/12/2014 14:07,23.69,2/12/2014 8:54,0,2/12/2014 0:00,73.92,0.6345109,295.6,25536.62,763.5,2.665,2.027,139.4,543.3,0.314,175,44.58,0.385,0.022,0.015,0.02,0.125,0.063,0.029,0.016,0.024,12.4,
2/13/2014 0:00,36,5.4,9.65,23.82,98.9,26.9,22.56,29.46,2/13/2014 13:40,100,2/13/2014 0:00,30.65,2/13/2014 15:08,2.836,2/13/2014 14:28,21.68,2/13/2014 4:48,68.69,2/13/2014 13:38,24.56,2/13/2014 7:33,0,2/13/2014 0:00,73.32,0.6293535,292.4,25260.81,764,1.937,1.899,138.4,542.2,0.43,184,55.41,0.39,0.031,0.021,0.036,0.136,0.103,0.047,0.025,0.031,12.4,
2/14/2014 0:00,37,4.7,9.66,23.79,100,26.16,21.42,29.2,2/14/2014 12:02,100,2/14/2014 2:07,28.01,2/14/2014 13:51,2.677,2/14/2014 13:23,21.5,2/14/2014 23:01,70.36,2/14/2014 11:58,24.32,2/14/2014 7:49,0,2/14/2014 0:04,51,0.4377242,203.4,17572.98,765.3,1.885,1.234,99.7,386.9,0.403,170.6,50.65,0.371,0.02,0.016,0.044,0.177,0.069,0.034,0.018,0.025,12.4,
2/15/2014 0:00,38,2.7,9.66,23.45,100,26.26,20.34,28.64,2/15/2014 12:51,100,2/15/2014 0:00,30.1,2/15/2014 14:59,2.836,2/15/2014 12:00,20.35,2/15/2014 23:59,60.88,2/15/2014 13:13,23.79,2/15/2014 7:35,0,2/15/2014 0:00,78.65,0.6751006,312.9,27030.65,765.7,2.31,2.043,148.1,575.7,0.35,172.1,46.95,0.421,0.019,0.019,0.036,0.127,0.075,0.033,0.021,0.02,12.37,
2/16/2014 0:00,39,0.8,9.63,22.83,100,25.77,20.74,28.23,2/16/2014 14:35,100,2/16/2014 0:00,29.02,2/16/2014 15:06,3.156,2/16/2014 10:28,20.06,2/16/2014 1:33,64.96,2/16/2014 12:20,23.27,2/16/2014 8:13,0,2/16/2014 0:00,65.42,0.5615003,263.5,22763.45,764.9,2.52,1.765,109.3,430.9,0.3,165.4,47.05,0.413,0.025,0.02,0.029,0.107,0.047,0.029,0.018,0.024,12.39,
2/17/2014 0:00,40,0.1,9.56,23,100,26.23,20.18,29.66,2/17/2014 12:35,100,2/17/2014 0:00,30.37,2/17/2014 14:29,4.115,2/17/2014 14:49,20.02,2/17/2014 6:57,54.64,2/17/2014 12:01,23.14,2/17/2014 7:53,0,2/17/2014 0:00,80.7,0.6930378,319,27559.67,764.2,3.059,2.346,146.8,568.7,0.399,171.5,53.29,0.403,0.025,0.017,0.029,0.15,0.082,0.029,0.023,0.044,12.38,
2/18/2014 0:00,41,14.8,9.71,22.93,100,25.69,22.17,27.97,2/18/2014 13:07,100,2/18/2014 0:00,28.16,2/18/2014 14:39,3.076,2/18/2014 12:33,20.39,2/18/2014 0:06,69.17,2/18/2014 13:07,23.77,2/18/2014 7:23,0,2/18/2014 0:02,55.99,0.4805388,223.4,19293.54,764.4,2.02,1.407,110.2,429.4,0.374,189.6,56.5,0.462,0.022,0.015,0.023,0.105,0.079,0.044,0.034,0.052,12.38,
2/19/2014 0:00,42,6.2,9.74,23.52,100,26.67,21.34,28.7,2/19/2014 13:52,100,2/19/2014 0:00,31.59,2/19/2014 15:14,3.875,2/19/2014 16:01,20.8,2/19/2014 7:16,52.2,2/19/2014 13:00,23.5,2/19/2014 7:50,0,2/19/2014 0:00,97.8,0.839113,384.9,33245.38,764.9,2.251,2.585,162.9,633.1,0.456,166.8,49.58,0.466,0.026,0.026,0.049,0.182,0.084,0.041,0.027,0.02,12.39,
2/20/2014 0:00,43,1.9,9.73,23.61,96,26.39,22.67,29.46,2/20/2014 11:15,100,2/20/2014 0:00,29.15,2/20/2014 14:22,3.156,2/20/2014 14:22,20.32,2/20/2014 6:23,63.99,2/20/2014 11:15,23.86,2/20/2014 7:34,0,2/20/2014 0:00,69.4,0.5956731,273.3,23612.01,765.3,2.372,1.654,132.3,509,0.54,168.2,62.26,0.451,0.034,0.031,0.052,0.177,0.099,0.058,0.042,0.046,12.39,
2/21/2014 0:00,44,37.6,9.76,22.67,100,25.48,20.31,26.52,2/21/2014 10:25,100,2/21/2014 5:39,28.4,2/21/2014 15:25,2.996,2/21/2014 13:16,20.42,2/21/2014 23:52,78.54,2/21/2014 10:28,23.48,2/21/2014 8:22,0,2/21/2014 0:04,62.11,0.533082,253.2,21870.96,765.3,1.644,1.304,118.3,468.9,0.356,163.4,47.09,0.399,0.02,0.022,0.042,0.137,0.067,0.028,0.019,0.02,12.38,
2/22/2014 0:00,45,9.5,9.76,22.5,100,25.36,21.15,27.54,2/22/2014 14:30,100,2/22/2014 0:00,29.27,2/22/2014 15:26,2.916,2/22/2014 14:06,20.06,2/22/2014 4:37,71.75,2/22/2014 14:06,22.66,2/22/2014 8:00,0,2/22/2014 0:00,75.68,0.64963,305,26346.84,765,2.097,2.174,135.8,538.4,0.401,165.9,50.5,0.431,0.027,0.029,0.042,0.147,0.078,0.033,0.023,0.022,12.4,
2/23/2014 0:00,46,4.9,9.74,23.03,100,26.54,20.31,28.98,2/23/2014 13:55,100,2/23/2014 0:00,30.84,2/23/2014 15:16,3.076,2/23/2014 10:01,19.46,2/23/2014 6:44,59.58,2/23/2014 12:14,23.14,2/23/2014 7:32,0,2/23/2014 0:00,97.7,0.8385449,380.9,32902.86,764.7,2.775,2.518,166.3,640.1,0.391,174,50.48,0.447,0.025,0.022,0.033,0.125,0.088,0.036,0.029,0.033,12.37,
2/24/2014 0:00,47,1.5,9.7,22.64,100,26.64,20.42,28.84,2/24/2014 11:44,100,2/24/2014 0:00,30.91,2/24/2014 15:01,2.597,2/24/2014 12:09,19.28,2/24/2014 4:35,62.49,2/24/2014 12:23,23.1,2/24/2014 7:58,0,2/24/2014 0:00,97.2,0.8342025,381.4,32942.88,764.1,2.987,2.509,163.5,631.5,0.364,171.1,39.31,0.41,0.017,0.011,0.026,0.164,0.083,0.027,0.018,0.019,12.38,
2/25/2014 0:00,48,0.2,9.61,22.59,100,26.55,19.34,28.86,2/25/2014 13:43,100,2/25/2014 0:00,31.53,2/25/2014 15:16,2.916,2/25/2014 12:27,19.14,2/25/2014 23:59,61.73,2/25/2014 14:51,23.19,2/25/2014 8:14,0,2/25/2014 0:00,93.3,0.8008257,372.5,32176.47,763.7,3.124,2.605,164.5,644.4,0.406,159.4,39.99,0.435,0.018,0.02,0.051,0.19,0.066,0.029,0.019,0.013,12.37,
2/26/2014 0:00,49,0.7,9.56,22.21,100,25.47,20.93,29.01,2/26/2014 12:32,100,2/26/2014 0:00,28.91,2/26/2014 15:18,3.476,2/26/2014 13:21,17.36,2/26/2014 4:54,64.46,2/26/2014 12:01,22.36,2/26/2014 8:04,0,2/26/2014 0:10,70.56,0.6056165,283.5,24489.46,762.2,3.366,2.104,135.3,527.9,0.446,160.1,44.69,0.376,0.017,0.017,0.064,0.208,0.073,0.031,0.02,0.017,12.39,
2/27/2014 0:00,50,4.7,9.53,23.07,100,25.69,20.37,28.4,2/27/2014 10:20,100,2/27/2014 0:00,29.4,2/27/2014 15:58,3.715,2/27/2014 16:22,19.92,2/27/2014 3:55,68.29,2/27/2014 10:22,23.18,2/27/2014 7:50,0,2/27/2014 0:00,74.09,0.6359031,294.5,25438.29,763.7,2.515,1.882,130.5,507.7,0.416,170.4,51.66,0.453,0.034,0.026,0.05,0.138,0.084,0.031,0.025,0.028,12.39,
2/28/2014 0:00,51,1.5,9.55,23.27,100,25.91,21.56,29.1,2/28/2014 13:52,100,2/28/2014 0:00,29.94,2/28/2014 15:59,3.635,2/28/2014 13:45,20.33,2/28/2014 0:31,63.98,2/28/2014 15:44,23.2,2/28/2014 7:29,0,2/28/2014 0:00,76.26,0.6545302,304.8,26328.25,764.3,2.375,2.066,138.2,539.5,0.342,175.3,47.76,0.422,0.022,0.022,0.034,0.116,0.071,0.034,0.023,0.02,12.38,
3/1/2014 0:00,52,10.7,9.72,22.46,100,25.26,19.55,26.57,3/1/2014 14:17,100,3/1/2014 0:00,27.17,3/1/2014 15:53,2.197,3/1/2014 11:47,19.49,3/2/2014 0:00,78.19,3/1/2014 14:20,23.56,3/1/2014 8:37,0,3/1/2014 0:00,44.04,0.3780223,178.5,15417.18,762.8,1.835,1.126,69.25,277.1,0.249,180.1,42.37,0.299,0.012,0.006,0.016,0.099,0.066,0.02,0.012,0.018,12.4,
3/2/2014 0:00,53,0,9.61,22.43,100,24.96,20.69,30.01,3/2/2014 13:44,100,3/2/2014 0:00,29.42,3/2/2014 15:18,2.996,3/2/2014 12:39,18.17,3/2/2014 6:32,60.45,3/2/2014 13:48,21.53,3/2/2014 8:45,0,3/2/2014 0:01,82.4,0.7070335,333.3,28790.2,763.2,3.434,2.612,156.9,615.6,0.494,160.3,42.11,0.418,0.013,0.006,0.055,0.259,0.089,0.029,0.021,0.023,12.39,
3/3/2014 0:00,54,1.9,9.58,22.21,100,25,19.47,27.9,3/3/2014 11:32,100,3/3/2014 0:00,27.59,3/3/2014 15:28,3.795,3/3/2014 10:48,19.28,3/3/2014 23:53,65.17,3/3/2014 11:35,23.09,3/3/2014 7:43,0,3/3/2014 0:00,60.48,0.5191363,239.8,20715.12,764.3,2.345,1.365,114.9,444.4,0.519,170.9,47.73,0.504,0.019,0.012,0.04,0.222,0.12,0.049,0.033,0.024,12.38,
3/4/2014 0:00,55,7.9,9.63,22.58,100,25.46,21.67,28.72,3/4/2014 13:00,100,3/4/2014 0:00,30.01,3/4/2014 15:38,2.996,3/4/2014 10:59,18.2,3/4/2014 6:47,56.02,3/4/2014 11:33,21.88,3/4/2014 8:12,0,3/4/2014 0:04,87.9,0.754466,344.2,29728.54,764.4,3.202,2.696,157,605.5,0.511,166,49.96,0.415,0.026,0.015,0.038,0.241,0.09,0.04,0.031,0.031,12.39,
3/5/2014 0:00,56,1,9.62,23.12,100,26.37,21.02,29.78,3/5/2014 14:16,100,3/5/2014 0:00,30.57,3/5/2014 15:56,3.156,3/5/2014 9:48,19.62,3/5/2014 7:18,60.13,3/5/2014 14:17,23.32,3/5/2014 8:07,0,3/5/2014 0:00,80.1,0.6872022,318,27465.71,765.1,2.575,2.135,148.7,575.3,0.347,169.4,43.94,0.436,0.021,0.015,0.033,0.139,0.064,0.032,0.024,0.019,12.37,
3/6/2014 0:00,57,3.5,9.61,22.75,100,26.6,20.02,28.56,3/6/2014 13:20,100,3/6/2014 0:00,31.07,3/6/2014 15:53,2.357,3/6/2014 11:39,19.6,3/6/2014 21:59,55.88,3/6/2014 15:01,23.82,3/6/2014 7:53,0,3/6/2014 0:00,85.3,0.7318982,335.6,28988.7,764.3,2.615,2.275,154.1,596,0.314,175.1,38.15,0.417,0.013,0.012,0.027,0.135,0.07,0.028,0.02,0.01,12.38,
3/7/2014 0:00,58,8.5,9.7,22.27,100,25.68,21.29,27.87,3/7/2014 14:10,100,3/7/2014 0:00,28.81,3/7/2014 14:38,3.156,3/7/2014 14:23,19.74,3/7/2014 6:23,66.6,3/7/2014 14:00,23.4,3/7/2014 7:39,0,3/7/2014 0:00,60.68,0.52088,246.2,21268.22,763.6,2.224,1.566,118.5,465.5,0.28,164.8,39.41,0.404,0.015,0.015,0.031,0.119,0.051,0.023,0.015,0.012,12.37,
3/8/2014 0:00,59,2.6,9.75,22.52,100,25.59,20.21,27.31,3/8/2014 14:45,100,3/8/2014 0:00,28.43,3/8/2014 15:28,2.757,3/8/2014 14:03,19.98,3/8/2014 23:58,73.12,3/8/2014 14:39,23.22,3/8/2014 7:10,0,3/8/2014 0:00,61.92,0.5315218,250.3,21616.98,763.6,1.985,1.73,99.5,396.4,0.286,173.6,44.56,0.348,0.022,0.013,0.02,0.113,0.068,0.017,0.014,0.019,12.4,
3/9/2014 0:00,60,0,9.74,22.13,100,24.36,19.86,27.6,3/9/2014 12:23,100,3/9/2014 0:00,26.42,3/9/2014 15:59,2.836,3/9/2014 14:28,18.19,3/9/2014 6:36,69.35,3/9/2014 12:24,22.11,3/9/2014 8:11,0,3/9/2014 0:00,41.73,0.358177,172.5,14902.36,763.9,3.051,1.268,78.79,312.3,0.384,165.4,44.25,0.346,0.009,0.006,0.036,0.203,0.065,0.028,0.02,0.017,12.38,
3/10/2014 0:00,61,1.9,9.65,23.36,100,26.33,21.26,29.98,3/10/2014 13:06,100,3/10/2014 0:00,31.64,3/10/2014 15:55,3.236,3/10/2014 11:14,19.23,3/10/2014 6:42,59.25,3/10/2014 12:55,22.12,3/10/2014 8:04,0,3/10/2014 0:00,101.8,0.8733863,403.2,34828.86,763.2,3.379,3.295,171.2,664.1,0.496,167.1,52.29,0.441,0.023,0.012,0.041,0.22,0.093,0.038,0.036,0.034,12.39,
3/11/2014 0:00,62,4,9.62,23,100,26.79,20.5,29.36,3/11/2014 12:48,100,3/11/2014 0:00,30.42,3/11/2014 15:37,3.396,3/11/2014 13:16,19.32,3/11/2014 6:50,62.14,3/11/2014 12:50,23.84,3/11/2014 8:04,0,3/11/2014 0:00,80.1,0.6872998,321.9,27805.77,763.1,2.783,2.019,147.8,576.2,0.436,167.9,45.17,0.433,0.014,0.009,0.033,0.21,0.089,0.033,0.025,0.023,12.39,
3/12/2014 0:00,63,0.1,9.58,22.85,100,26.73,20.18,29.72,3/12/2014 12:31,100,3/12/2014 0:00,31.52,3/12/2014 15:54,3.795,3/12/2014 14:00,19.15,3/12/2014 6:58,61.44,3/12/2014 12:34,22.94,3/12/2014 8:11,0,3/12/2014 0:10,92,0.7894704,365.4,31564.88,763.3,3.2,2.756,165.2,636.3,0.352,162.3,36.04,0.378,0.013,0.012,0.033,0.184,0.065,0.024,0.013,0.008,12.38,
3/13/2014 0:00,64,0,9.44,23.53,100,27.85,20.18,30.51,3/13/2014 12:55,100,3/13/2014 0:00,33.8,3/13/2014 15:55,2.517,3/13/2014 12:13,19.23,3/13/2014 3:24,58.18,3/13/2014 14:47,23.42,3/13/2014 8:01,0,3/13/2014 0:00,111.3,0.95567,440.7,38071.95,763.5,3.923,3.341,176.8,685.7,0.395,153.6,41.28,0.398,0.027,0.025,0.052,0.188,0.052,0.023,0.013,0.015,12.38,
3/14/2014 0:00,65,0,9.3,23.2,100,27.16,20.45,30.95,3/14/2014 11:40,100,3/14/2014 0:00,30.66,3/14/2014 14:36,3.635,3/14/2014 12:04,18.86,3/14/2014 6:39,51.84,3/14/2014 11:40,23.47,3/14/2014 8:22,0,3/14/2014 0:00,84.3,0.7234899,335.1,28943.84,763.6,3.678,2.32,152.4,586.3,0.456,157.9,44.99,0.417,0.021,0.018,0.042,0.23,0.072,0.027,0.023,0.024,12.38,
3/15/2014 0:00,66,0,9.15,23.57,99.7,27.73,20.88,30.88,3/15/2014 13:37,100,3/15/2014 0:00,34.17,3/15/2014 15:43,2.357,3/15/2014 13:04,18.94,3/15/2014 6:45,45.98,3/15/2014 13:04,23.12,3/15/2014 8:12,0,3/15/2014 0:00,115.9,0.995071,456.7,39447.16,763,3.946,3.539,184.1,713.8,0.429,160.1,47.7,0.378,0.025,0.017,0.036,0.206,0.063,0.026,0.027,0.029,12.37,
3/16/2014 0:00,67,2.8,9.13,23.29,99.7,27.32,21.48,29.78,3/16/2014 12:00,100,3/16/2014 0:38,30.68,3/16/2014 15:46,2.996,3/16/2014 14:33,19.26,3/16/2014 6:07,59.92,3/16/2014 12:02,24.18,3/16/2014 7:56,0,3/16/2014 0:00,82.5,0.7079216,328,28332.02,762.6,3.03,2.047,145.7,568.7,0.419,169,60.29,0.452,0.03,0.021,0.033,0.131,0.059,0.04,0.05,0.055,12.39,
3/17/2014 0:00,68,0.3,9.05,23.62,100,27.26,21.12,29.94,3/17/2014 12:48,100,3/17/2014 0:08,31.86,3/17/2014 14:40,3.156,3/17/2014 10:39,19.91,3/17/2014 6:49,61.63,3/17/2014 12:51,23.68,3/17/2014 7:55,0,3/17/2014 0:00,91.4,0.784382,364.6,31498.03,763.8,3.37,2.598,165.3,643.4,0.36,166.2,48.83,0.474,0.033,0.036,0.04,0.112,0.065,0.031,0.024,0.02,12.37,
3/18/2014 0:00,69,0,8.99,23.52,98.1,26.52,22.14,29.32,3/18/2014 10:53,100,3/18/2014 0:00,29.9,3/18/2014 15:53,2.916,3/18/2014 9:40,19.44,3/18/2014 5:51,64.3,3/18/2014 11:00,23.65,3/18/2014 7:46,0,3/18/2014 0:00,68,0.5836357,272.5,23542.48,764.3,3.024,1.86,124,483.9,0.381,176.9,50.39,0.424,0.025,0.03,0.04,0.123,0.08,0.038,0.026,0.019,12.38,
3/19/2014 0:00,70,23.3,9.48,23.31,100,26.56,20.05,29.71,3/19/2014 12:57,100,3/19/2014 2:24,30.6,3/19/2014 14:35,4.115,3/19/2014 12:16,20.2,3/19/2014 23:53,61.42,3/19/2014 12:57,24.16,3/19/2014 7:31,0,3/19/2014 0:00,70.51,0.605214,282.1,24368.85,764,2.568,1.892,141.5,552.2,0.334,162,48.52,0.43,0.032,0.029,0.049,0.106,0.056,0.02,0.019,0.023,12.36,
3/20/2014 0:00,71,1,9.47,23.12,99.3,26.73,20.93,30.04,3/20/2014 12:44,100,3/20/2014 0:00,31.69,3/20/2014 14:43,3.156,3/20/2014 11:32,19.71,3/20/2014 3:00,59.18,3/20/2014 13:48,23.22,3/20/2014 7:32,0,3/20/2014 0:00,90.9,0.7805232,364,31442.01,763.7,3.042,2.807,168.2,658.8,0.309,163.4,39.58,0.412,0.017,0.02,0.041,0.131,0.05,0.024,0.017,0.01,12.39,
3/21/2014 0:00,72,0,9.37,23.56,100,26.6,20.72,29.81,3/21/2014 12:42,100,3/21/2014 0:37,30.71,3/21/2014 15:54,2.916,3/21/2014 13:15,19.14,3/21/2014 6:29,61.43,3/21/2014 14:17,23.29,3/21/2014 7:44,0,3/21/2014 0:00,75.06,0.6442986,299.8,25896.94,764.7,3.333,2.268,135.3,524.4,0.426,167.7,49.94,0.39,0.031,0.031,0.053,0.147,0.095,0.034,0.017,0.018,12.39,
3/22/2014 0:00,73,0,9.22,24.69,99.2,27.96,21.56,32.33,3/22/2014 13:15,100,3/22/2014 0:00,33.73,3/22/2014 15:53,3.555,3/22/2014 12:35,20.3,3/22/2014 0:38,57.32,3/22/2014 13:01,23.82,3/22/2014 7:24,0,3/22/2014 0:00,106.1,0.9103298,412.8,35657.75,765.7,3.686,3.239,169.2,647.3,0.447,165.3,62.76,0.485,0.071,0.059,0.048,0.098,0.083,0.028,0.026,0.034,12.37,
3/23/2014 0:00,74,0,9.07,24.85,98.6,29.12,20.4,32,3/23/2014 14:32,100,3/23/2014 1:39,35.15,3/23/2014 15:52,3.236,3/23/2014 14:21,20.34,3/23/2014 23:54,51.22,3/23/2014 13:26,24.81,3/23/2014 7:13,0,3/23/2014 0:01,122.8,1.053665,478.1,41296.15,764.2,3.79,3.25,187.9,724,0.545,136.9,73.68,0.483,0.084,0.08,0.07,0.131,0.056,0.03,0.035,0.058,12.37,
3/24/2014 0:00,75,0,8.96,24.2,99.1,28.82,20.66,32.05,3/24/2014 12:51,100,3/24/2014 2:32,35.08,3/24/2014 15:47,3.076,3/24/2014 14:16,18.62,3/24/2014 6:45,48.44,3/24/2014 14:24,23.83,3/24/2014 8:09,0,3/24/2014 0:00,126.5,1.085777,499.1,43114.01,763.3,4.637,3.59,185.7,724.3,0.486,147.9,57.93,0.463,0.059,0.062,0.058,0.17,0.058,0.018,0.022,0.039,12.37,
3/25/2014 0:00,76,0,8.86,23.32,99.4,27.43,19.36,30.4,3/25/2014 14:40,100,3/25/2014 2:03,31.99,3/25/2014 15:58,3.635,3/25/2014 15:24,18.89,3/25/2014 6:19,55.89,3/25/2014 11:11,23.93,3/25/2014 8:01,0,3/25/2014 0:00,84,0.7210196,333.1,28775.08,764.4,3.906,2.35,148.4,572.2,0.493,157.7,47.88,0.392,0.031,0.032,0.059,0.236,0.073,0.027,0.013,0.023,12.37,
3/26/2014 0:00,77,0,8.81,23.78,99.5,27.49,21.1,32.4,3/26/2014 13:25,100,3/26/2014 0:33,34.07,3/26/2014 15:32,2.916,3/26/2014 15:01,18.48,3/26/2014 2:29,52.87,3/26/2014 12:26,22.67,3/26/2014 7:49,0,3/26/2014 0:01,107.9,0.9258525,429.2,37071.5,766.1,4.559,3.721,180.1,698.9,0.495,156.7,44.75,0.386,0.028,0.033,0.059,0.246,0.071,0.023,0.016,0.02,12.37,
3/27/2014 0:00,78,1.8,8.68,24.01,97.6,27.83,21.81,30.35,3/27/2014 12:46,100,3/27/2014 1:25,32.56,3/27/2014 15:10,3.555,3/27/2014 11:34,20.5,3/27/2014 4:18,52.96,3/27/2014 12:25,24.43,3/27/2014 8:29,0,3/27/2014 0:01,95.7,0.8214279,380.9,32904.69,766.1,3.148,2.559,168.8,662.9,0.556,173,62.6,0.49,0.039,0.026,0.038,0.184,0.105,0.056,0.043,0.063,12.38,
3/28/2014 0:00,79,6.6,9.31,23.61,100,26.98,21.37,28.74,3/28/2014 11:50,100,3/28/2014 3:31,30.78,3/28/2014 15:01,3.236,3/28/2014 11:57,21.19,3/28/2014 6:04,64.09,3/28/2014 14:47,24.46,3/28/2014 7:34,0,3/28/2014 0:03,72.7,0.6239994,296.4,25607.75,765,2.193,1.855,126.2,506.4,0.459,169.9,58.19,0.457,0.032,0.03,0.038,0.147,0.086,0.04,0.035,0.05,12.38,
3/29/2014 0:00,80,1.5,9.32,23.12,100,26.38,21.18,28.74,3/29/2014 11:27,100,3/29/2014 0:00,29.82,3/29/2014 15:35,2.677,3/29/2014 8:37,19.59,3/29/2014 6:39,66.84,3/29/2014 11:19,23.45,3/29/2014 7:22,0,3/29/2014 0:00,75.23,0.6457675,305.9,26427.17,764,2.489,2.023,129.1,513.5,0.41,177.8,51.5,0.453,0.022,0.017,0.034,0.135,0.085,0.046,0.04,0.031,12.38,
3/30/2014 0:00,81,0.7,9.23,23.97,99.8,27.61,20.99,30.48,3/30/2014 13:05,100,3/30/2014 0:00,32.55,3/30/2014 15:17,3.396,3/30/2014 13:18,20.4,3/30/2014 6:02,52.31,3/30/2014 13:08,23.72,3/30/2014 7:45,0,3/30/2014 0:00,99.4,0.8527921,403.6,34866.57,763.7,3.194,2.915,173.1,689.7,0.406,164.6,48.88,0.466,0.031,0.031,0.047,0.144,0.072,0.032,0.027,0.022,12.37,
3/31/2014 0:00,82,0.4,9.22,23.42,100,27.36,20.56,31.5,3/31/2014 14:14,100,3/31/2014 0:02,32.27,3/31/2014 15:20,2.038,3/31/2014 11:29,19.36,3/31/2014 5:48,57.74,3/31/2014 14:01,23.99,3/31/2014 7:00,0,3/31/2014 0:00,86.7,0.7440533,349.3,30169.44,764.3,3.353,2.445,152.5,602.8,0.385,162.5,40.07,0.38,0.017,0.02,0.042,0.179,0.081,0.023,0.012,0.01,12.38,
